borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,debt_service_ratio,loan_status,credit_score
B00483,-4.7334,NULL,1.15973333,0.80910000,14.81080000,15.32253333,14.61546667,11.81400000,12.00900000,25.72200000,25.52700000,0.74406667,0.92800000,0.57966667,0.02583333,1012260932.9894845,0.00135000,Paid,675
B00483,-4.7311,NULL,1.15973333,0.80910000,14.81080000,15.32253333,14.61546667,11.81400000,12.00900000,25.72200000,25.52700000,0.74406667,0.92800000,0.57966667,0.02583333,1012260932.9894845,0.00135000,Paid,675
B00484,-5.2175,1.0343,3.67346667,2.49446667,5.60530000,6.01866667,4.84696667,10.32000000,17.76300000,27.45900000,20.01600000,1.82250000,0.37376667,0.26703333,0.06030000,17065190.923630897,0.00775000,Active,670
B00484,-5.2607,1.0343,3.67346667,2.49446667,5.60530000,6.01866667,4.84696667,10.32000000,17.76300000,27.45900000,20.01600000,1.82250000,0.37376667,0.26703333,0.06030000,17065190.923630897,0.00775000,Active,670
B00485,NULL,NULL,2.02613333,1.12060000,579.14713333,485.00870000,530.87110000,15.94800000,18.16800000,27.04200000,24.82200000,1.04760000,0.43846667,0.32683333,0.04593333,16473897.02342504,NULL,NULL,635
B00486,NULL,NULL,1.46436667,1.06833333,14.89163333,15.40356667,14.49353333,15.94500000,16.26300000,14.76000000,14.44200000,0.70730000,0.67086667,0.58746667,0.06446667,33758534.79217003,0.00483333,Active,791
B00487,NULL,NULL,1.64040000,1.07140000,690.56400000,547.16770000,670.88440000,11.26200000,8.48400000,25.52100000,28.29900000,0.33200000,3.88900000,0.46550000,0.51993333,56299656.441515476,NULL,NULL,755
B00488,NULL,NULL,1.01773333,0.77616667,811.16703333,847.75936667,741.68900000,12.07200000,19.52100000,16.05600000,8.60700000,0.55470000,1.23050000,0.44390000,0.07366667,972056207.3287362,NULL,NULL,601
B00489,NULL,1.3402,2.46233333,1.38760000,8.36393333,8.82786667,7.73850000,13.20000000,10.01700000,37.32600000,40.50900000,1.30316667,0.72243333,0.34730000,0.08026667,17337346.258403603,0.00503333,Active,731
B00490,NULL,0.7824,1.75246667,1.26396667,9.40966667,9.84866667,9.46436667,15.56400000,12.15300000,21.53100000,24.94200000,0.50600000,0.66060000,0.43903333,0.04326667,15772752.636788197,0.00204167,Active,686
B00491,NULL,0.9677,1.93713333,0.84466667,7.12420000,7.44483333,6.93323333,15.83700000,14.00100000,13.60800000,15.44400000,0.68956667,0.47670000,0.44186667,0.04033333,19634576.236633483,0.00756667,Active,731
B00492,NULL,NULL,1.89390000,0.99490000,427.05553333,451.71553333,407.09633333,11.18700000,12.74700000,27.24900000,25.68900000,0.38500000,1.35323333,0.34643333,0.20006667,691204839.7259468,NULL,NULL,653
B00493,NULL,NULL,1.74450000,1.35526667,6.96826667,7.25523333,6.98773333,10.68300000,16.19400000,32.88600000,27.37500000,2.19960000,0.75226667,0.49140000,0.03406667,37673395.04094347,0.00170000,Paid,687
B00494,NULL,1.8264,0.89490000,0.65333333,20.78873333,21.64463333,20.07256667,12.84300000,18.51300000,18.62400000,12.95400000,0.33530000,1.19186667,0.48693333,0.12766667,1671166002.7407477,0.00158333,Active,729
B00495,NULL,NULL,1.43246667,0.65343333,25.04876667,26.53763333,21.35816667,11.74200000,11.88600000,27.35100000,27.20700000,1.63826667,1.83966667,0.33703333,0.58803333,52420785.89852961,0.00520000,Active,807
B00496,NULL,0.3706,1.43196667,0.90880000,37.29696667,39.21730000,34.20390000,11.14500000,20.25600000,17.70300000,8.59200000,0.59693333,1.77550000,0.38996667,0.10990000,4974411.905252017,0.00505556,Paid,717
B00497,NULL,NULL,0.87890000,0.60326667,19.29203333,20.16683333,19.14596667,15.30600000,20.50200000,16.82400000,11.62800000,0.47780000,1.45376667,0.44023333,0.14030000,24122346.36234276,0.00573333,Active,676
B00498,NULL,NULL,1.70723333,1.12766667,44.05550000,46.23370000,40.84306667,13.77000000,14.28600000,27.39600000,26.88000000,0.92770000,3.86526667,0.42790000,1.43270000,489276484.22703,0.00160000,Active,681
B00499,NULL,1.4743,2.08353333,1.36976667,14.14206667,14.81720000,12.82330000,9.60300000,17.52000000,29.15400000,21.23700000,0.68236667,0.73140000,0.41756667,0.16530000,16705309.203863213,0.00261667,Default,709
B00500,NULL,NULL,1.42773333,1.15713333,1353.42016667,492.20523333,1269.04800000,13.66800000,19.18500000,29.91600000,24.39900000,0.32450000,0.72500000,0.47770000,0.07513333,38172513.38769985,NULL,NULL,787
B00501,NULL,NULL,0.72176667,0.60866667,677.13623333,707.93606667,630.99800000,11.26200000,11.41500000,22.55100000,22.39800000,0.31486667,4.79910000,0.43733333,0.59570000,3371717.7606076403,NULL,NULL,688
B00502,NULL,2.4160,2.32570000,1.63806667,6.48073333,6.78870000,6.23356667,14.65500000,19.66200000,26.54400000,21.53700000,0.69810000,0.61936667,0.41506667,0.01396667,377034030.9308286,0.00666667,"Past due",736
B00503,NULL,1.2837,1.06713333,0.70010000,12.69160000,13.09956667,12.33546667,12.88500000,11.81100000,26.50500000,27.57900000,0.53986667,1.07033333,0.62026667,0.04160000,35235749.79810733,0.00173333,Active,788
B00504,NULL,1.9897,1.07990000,0.66913333,60.88640000,64.76786667,61.98800000,8.50200000,12.44400000,27.41700000,23.47500000,0.42656667,3.93413333,0.32900000,0.77220000,6827310.482647272,0.00986667,Active,713
B00505,NULL,NULL,1.38270000,0.97546667,723.57840000,756.85253333,708.73790000,13.52400000,17.26500000,28.88100000,25.14000000,0.46143333,0.89793333,0.43393333,0.04106667,13674080.272523973,NULL,NULL,603
B00506,NULL,1.5832,1.87256667,1.21780000,18.36273333,19.18706667,18.26353333,10.56000000,14.06700000,31.53600000,28.02900000,0.46026667,1.17913333,0.43503333,0.02756667,10488557.93879017,0.00293333,Active,731
B00507,NULL,NULL,0.14883333,0.09073333,195.33456667,203.41330000,267.41630000,12.40200000,14.99100000,31.31100000,28.72200000,0.14923333,10.22060000,0.47830000,1.74475000,11250017.582544362,0.00453333,Active,809
B00508,-5.226,0.9875,1.59466667,1.10000000,35.83423333,38.12426667,32.22306667,8.28900000,12.77700000,16.63800000,12.15000000,0.41053333,2.59246667,0.27293333,0.30423333,19447398.614047356,0.00566667,Active,662
B00509,NULL,0.4816,3.36580000,1.89783333,3.78660000,4.03440000,3.42676667,14.32200000,16.98000000,25.87200000,23.21400000,0.50053333,0.28910000,0.30456667,0.06333333,11754977.588968726,0.00912222,Paid,682
B00510,NULL,1.4392,1.66933333,1.27990000,14.28453333,15.14453333,13.58220000,9.57000000,16.26000000,17.63400000,10.94400000,1.03246667,1.02990000,0.33950000,0.20913333,5558806.608803938,0.00218889,"Past due",757
B00511,NULL,NULL,2.20826667,1.20530000,504.20173333,534.11480000,684.44785000,15.60900000,18.78900000,28.80900000,25.62900000,1.59823333,0.41520000,0.35120000,0.06886667,6264988.527227271,NULL,NULL,681
B00512,NULL,NULL,1.04213333,0.78536667,1105.99790000,1144.57220000,1075.73513333,12.87600000,17.07600000,29.94300000,25.74300000,0.42726667,1.24200000,0.57270000,0.12066667,25504765.698386587,NULL,NULL,720
B00513,NULL,0.9971,1.12720000,0.69640000,6.50800000,6.72796667,9.27415000,15.77100000,10.68600000,19.06500000,24.15000000,0.53726667,0.61510000,0.57610000,0.14035000,41191774.79045863,0.00083333,Active,683
B00514,NULL,1.0236,2.85166667,2.14040000,7.90400000,8.30396667,7.57053333,10.05000000,21.00300000,19.04100000,8.08800000,0.51793333,0.48743333,0.38643333,0.08240000,110122082.20058095,0.00283333,Paid,726
B00515,NULL,NULL,0.98956667,0.66746667,862.26570000,910.65790000,798.37613333,15.40500000,18.99300000,16.91700000,13.32900000,0.31663333,6.62955000,0.36013333,0.42770000,176433777.41377106,NULL,NULL,672
B00516,NULL,NULL,1.03850000,0.74446667,821.93890000,855.66173333,788.05543333,12.63900000,10.73400000,20.73300000,22.63800000,0.69150000,1.45106667,0.49093333,0.10646667,1359112364.250059,NULL,NULL,728
B00517,-4.9415,1.5043,0.93393333,0.51033333,7.63116667,8.17460000,10.60970000,10.75800000,11.44500000,19.59900000,18.91200000,0.44126667,0.75850000,0.29440000,0.17965000,9767519.215189034,0.00773333,"Past due",751
B00518,NULL,1.3013,0.65013333,0.30460000,126.24653333,133.28653333,126.13230000,17.32500000,15.56400000,22.84800000,24.60900000,0.12976667,8.02276667,0.37143333,0.33650000,302983880.43038696,0.00300000,Active,678
B00519,NULL,1.3461,2.32140000,1.34686667,6.91553333,7.36960000,6.48896667,15.93300000,19.84500000,17.42400000,13.51200000,0.58313333,0.52010000,0.30500000,0.05986667,2729141.7872413667,0.00486667,Paid,553
B00520,NULL,1.4162,1.83620000,1.33930000,7.53413333,7.95233333,6.90236667,12.96300000,17.25000000,21.54600000,17.25900000,1.10316667,0.81713333,0.37536667,0.08300000,22273141.416902963,0.00106667,Active,677
B00521,NULL,0.4130,1.25013333,0.89093333,14.16156667,15.05333333,14.07966667,11.68800000,15.38700000,14.91300000,11.21400000,0.20386667,1.14426667,0.31170000,0.35766667,226320177.20822138,0.00666667,"Past due",655
B00522,NULL,1.3443,1.68616667,0.95773333,8.18880000,8.51990000,7.96980000,14.30700000,20.90400000,22.62900000,16.03200000,2.71536667,0.78880000,0.49153333,0.03383333,50450788.07521248,0.00421111,Default,653
B00523,NULL,NULL,1.22253333,0.73960000,994.00686667,1039.67796667,963.33890000,13.23900000,21.16200000,18.09300000,10.17000000,0.47106667,0.95970000,0.43640000,0.15206667,15408683.350381898,NULL,NULL,614
B00524,NULL,NULL,2.35786667,1.64143333,13.02323333,13.69043333,12.58123333,14.61000000,13.59600000,20.20200000,21.21600000,1.76553333,0.29726667,0.39036667,0.06070000,7530197.760792229,0.02800000,Active,700
B00525,NULL,1.4276,1.21340000,0.67313333,12.73823333,10.39756667,11.88196667,14.58900000,19.05000000,29.43900000,24.97800000,0.69950000,0.93836667,0.46986667,0.00000000,87466961.517883,0.00202222,Paid,651
B00526,NULL,0.5495,1.83203333,1.37790000,17.50550000,18.48683333,16.59280000,12.99300000,17.28900000,18.27300000,13.97700000,0.40350000,1.36106667,0.34730000,0.39223333,431763564.0836222,0.00185000,Paid,673
B00527,NULL,NULL,1.75836667,1.03066667,528.41360000,557.93736667,475.38420000,14.92800000,15.64500000,34.86000000,34.14300000,0.40436667,1.78683333,0.35580000,0.09456667,39838787.92519972,NULL,NULL,733
B00528,NULL,1.7584,1.75593333,1.16866667,12.27876667,12.96880000,11.91150000,11.84400000,15.83100000,34.40400000,30.41700000,0.63263333,0.77840000,0.34686667,0.14846667,72562669.59258862,0.00243333,Active,657
B00529,NULL,NULL,1.66093333,1.06850000,486.95826667,516.90563333,446.18530000,13.22700000,15.25200000,30.25200000,28.22700000,0.36750000,1.25966667,0.33376667,0.28053333,2217287.471068272,NULL,NULL,680
B00530,-5.2277,0.5113,1.24423333,0.74796667,6.44926667,6.90453333,9.12995000,10.23300000,15.40800000,29.12400000,23.94900000,0.25480000,0.56045000,0.28230000,0.14105000,33652664.94755851,0.00364444,Active,703
B00530,-5.2395,0.5113,1.24423333,0.74796667,6.44926667,6.90453333,9.12995000,10.23300000,15.40800000,29.12400000,23.94900000,0.25480000,0.56045000,0.28230000,0.14105000,33652664.94755851,0.00364444,Active,703
B00530,-5.253299999999999,0.5113,1.24423333,0.74796667,6.44926667,6.90453333,9.12995000,10.23300000,15.40800000,29.12400000,23.94900000,0.25480000,0.56045000,0.28230000,0.14105000,33652664.94755851,0.00364444,Active,703
B00531,NULL,1.5428,1.44663333,0.99193333,5.93206667,6.27636667,8.62780000,14.94300000,21.71700000,29.42100000,22.64700000,0.25653333,0.57475000,0.34396667,0.14025000,401496795.4207443,0.00056667,Paid,676
B00532,NULL,1.0565,2.74936667,2.15213333,8.04026667,8.52956667,7.14230000,11.61300000,19.35300000,32.01000000,24.27000000,0.87530000,0.35740000,0.32690000,0.04703333,61278860.462121025,0.00430000,Paid,732
B00533,NULL,1.2612,1.47720000,0.77290000,5.05573333,2.08936667,6.22030000,11.56800000,7.71000000,16.74900000,20.60700000,0.40006667,0.47100000,0.31686667,0.12635000,13716831.57503096,0.00267778,Active,755
B00534,NULL,NULL,0.85936667,0.63043333,23.71376667,14.26216667,22.07683333,16.01400000,16.79100000,30.50100000,29.72400000,0.59713333,1.15213333,0.46886667,0.19366667,13980181.77052187,0.00220000,"Past due",702
B00535,NULL,NULL,0.99293333,0.69740000,1478.24180000,1549.01030000,1384.65573333,16.83600000,12.85500000,20.86800000,24.84900000,0.27996667,0.65400000,0.44196667,0.14210000,97866429.3668464,NULL,NULL,696
B00536,NULL,NULL,1.45790000,0.65936667,647.97376667,679.81720000,640.24130000,10.63800000,14.28300000,25.00800000,21.36300000,0.43450000,0.38225000,0.40690000,0.06775000,28134865.10374502,NULL,NULL,551
B00537,NULL,NULL,1.49220000,1.00670000,546.94106667,580.75476667,479.57480000,11.93700000,18.18900000,20.78400000,14.53200000,0.56913333,0.69130000,0.32286667,0.11056667,27112510.781937502,NULL,NULL,647
B00538,NULL,0.6458,1.84463333,1.14600000,9.46296667,9.86010000,8.78226667,13.95600000,8.75400000,29.58900000,34.79100000,0.76086667,0.57533333,0.47340000,0.07343333,15323850.960520737,0.00415000,Paid,738
B00539,NULL,NULL,1.57890000,1.14090000,8.60080000,9.01613333,8.69060000,14.69100000,17.74500000,23.52300000,20.46900000,0.69403333,0.88400000,0.41566667,0.05893333,32074438.307084024,0.00216667,Active,707
B00540,NULL,NULL,0.33180000,0.21266667,667.43333333,210.88473333,592.83276667,16.71000000,17.85300000,16.96200000,15.81900000,0.09576667,0.98820000,0.34603333,0.00000000,43833216.40155987,NULL,NULL,617
B00541,NULL,NULL,2.52176667,1.59980000,1626.65076667,1476.92583333,1508.51393333,15.89700000,15.18900000,36.81300000,37.52100000,0.48706667,0.45363333,0.36076667,0.00263333,3241705.052416758,NULL,NULL,672
B00542,NULL,0.7619,1.30410000,0.68413333,15.59690000,16.58710000,15.56310000,11.73900000,14.40000000,21.99900000,19.33800000,0.25873333,1.45943333,0.32386667,0.01770000,49650882.72457535,0.00224444,Active,728
B00543,NULL,NULL,1.69010000,1.04100000,7.78586667,8.18790000,7.40726667,15.24900000,12.17400000,24.53700000,27.61200000,0.38780000,0.58276667,0.38956667,0.04053333,2053183.5725869716,0.00386667,Active,754
B00544,NULL,0.8497,1.12926667,0.94656667,28.61293333,29.94400000,27.18653333,11.37900000,12.83700000,28.46100000,27.00300000,0.41550000,2.26103333,0.42470000,0.24406667,46298502.82536023,0.00643333,Active,599
B00545,-5.2374,1.8688,1.05726667,0.69190000,16.04486667,17.16723333,15.10486667,16.02600000,17.90400000,7.56600000,5.68800000,0.56156667,1.18713333,0.28800000,0.16033333,46783030.31144572,0.00223333,Active,767
B00546,NULL,0.7903,1.45980000,1.07586667,5.25670000,5.57423333,7.10840000,9.91200000,13.50300000,36.62400000,33.03300000,0.26456667,0.54915000,0.33186667,0.06505000,7560106.70409091,0.00621111,"Past due",723
B00547,NULL,0.9048,1.44790000,0.66983333,12.96830000,13.55656667,12.57176667,18.50100000,11.81100000,19.94400000,26.63400000,1.21793333,0.83613333,0.43666667,0.06980000,7321969.447641964,0.00083333,Active,792
B00548,NULL,1.1357,1.62030000,0.86686667,9.54823333,10.08316667,9.22293333,14.82900000,17.13900000,19.84800000,17.53800000,0.64050000,0.88560000,0.36736667,0.02590000,50968517.06204724,0.00168333,Paid,643
B00549,NULL,1.6756,0.55283333,0.40643333,15.04443333,15.71340000,21.64830000,18.38700000,15.87900000,18.20100000,20.70900000,0.30050000,1.03465000,0.44413333,0.22115000,383270789.3730728,0.00243333,Active,692
B00550,NULL,NULL,1.13723333,0.67813333,453.67106667,480.87470000,611.70665000,11.46300000,14.26200000,30.30300000,27.50400000,0.46896667,1.00220000,0.34596667,0.07615000,18782251.631964747,NULL,NULL,708
B00551,NULL,NULL,1.83083333,1.13816667,574.46143333,417.23666667,525.33140000,12.90900000,16.66200000,20.08200000,16.32900000,1.38780000,0.65946667,0.38236667,0.12043333,128822189.48763087,NULL,NULL,720
B00552,NULL,2.3496,1.07266667,0.82173333,15.61883333,10.50253333,13.87183333,14.47500000,10.32300000,32.43600000,36.58800000,0.29793333,1.15226667,0.30000000,0.10403333,55894138.48105874,0.00300000,Paid,646
B00553,NULL,NULL,1.54360000,1.00283333,1233.14763333,1281.73103333,1165.62266667,14.18400000,10.46400000,19.70100000,23.42100000,0.89206667,0.60333333,0.51013333,0.13960000,2933619.0675309794,NULL,NULL,691
B00554,NULL,1.6181,1.46443333,1.17250000,7.07730000,7.40556667,10.31390000,15.19200000,12.48000000,26.01000000,28.72200000,0.61303333,0.55600000,0.43556667,0.03835000,362242716.9671518,0.00323333,Active,798
B00555,NULL,1.5224,0.54210000,0.27876667,11.23320000,11.66840000,15.89950000,18.62400000,18.48000000,20.05200000,20.19600000,0.34060000,1.38265000,0.51643333,0.13825000,58346204.83159184,0.00606667,Active,803
B00556,NULL,1.2900,0.87996667,0.56590000,35.75180000,37.30290000,32.77326667,11.82600000,20.67600000,28.26000000,19.41000000,0.37646667,1.78300000,0.44176667,0.00000000,16463202.23538131,0.00246667,"Past due",636
B00557,NULL,NULL,2.21366667,1.33553333,391.82803333,260.16526667,362.31610000,16.64700000,12.92100000,33.01200000,36.73800000,0.51840000,2.36126667,0.27460000,0.38163333,2243417.260474817,NULL,NULL,601
B00558,NULL,NULL,1.18256667,0.63323333,876.44350000,906.55140000,836.13466667,7.47300000,16.76100000,20.38800000,11.10000000,0.78166667,0.92386667,0.58063333,0.02066667,623554800.5018027,NULL,NULL,667
B00559,NULL,1.5780,2.09766667,1.50636667,9.52363333,2.15223333,8.39753333,13.92300000,13.83900000,26.83500000,26.91900000,0.87103333,0.51130000,0.35190000,0.04203333,33224686.666457552,0.00605556,Paid,688
B00560,NULL,0.8181,1.48313333,0.71436667,23.26550000,25.13280000,19.44150000,11.07300000,9.40500000,27.10200000,28.77000000,0.32086667,1.71296667,0.25973333,0.22590000,10995884.546034347,0.00242222,Paid,766
B00561,-4.9378,1.1326,3.33673333,2.42716667,7.04313333,7.52823333,6.56910000,17.12100000,22.23000000,20.88000000,15.77100000,0.66740000,0.45283333,0.29010000,0.08606667,41701047.3364671,0.00531667,Active,614
B00561,-4.9309,1.1326,3.33673333,2.42716667,7.04313333,7.52823333,6.56910000,17.12100000,22.23000000,20.88000000,15.77100000,0.66740000,0.45283333,0.29010000,0.08606667,41701047.3364671,0.00531667,Active,614
B00562,NULL,NULL,1.28190000,1.04686667,676.54273333,708.44900000,604.19296667,14.90400000,16.23000000,22.65300000,21.32700000,0.28240000,0.46455000,0.42440000,0.00000000,62410595.69355954,NULL,NULL,607
B00563,-5.1326,NULL,1.42410000,1.06826667,14.55600000,15.24603333,14.21273333,12.76200000,16.28400000,21.02400000,17.50200000,0.43776667,1.19943333,0.41260000,0.09086667,20792028.225792766,0.00826667,Active,775
B00564,NULL,NULL,0.50036667,0.26100000,11.41326667,12.08456667,15.16290000,16.90500000,20.29800000,22.33500000,18.94200000,0.39963333,1.39575000,0.35320000,0.28185000,5536866.396151557,0.01113333,Active,691
B00565,-5.180000000000001,1.5888,0.73660000,0.53440000,28.62826667,30.20430000,41.28965000,16.51800000,22.89600000,32.48400000,26.10600000,0.24033333,0.91970000,0.38116667,0.20030000,15063252.69887903,0.00110000,Active,737
B00566,NULL,NULL,1.37606667,0.91206667,998.42620000,1043.26763333,918.92113333,14.44200000,15.65100000,17.45700000,16.24800000,0.37260000,0.87140000,0.44393333,0.01740000,560148211.2525314,NULL,NULL,622
B00567,NULL,0.7613,1.41450000,0.76433333,6.69636667,7.04536667,9.16985000,13.16400000,7.65900000,26.96400000,32.46900000,1.60306667,0.57815000,0.35780000,0.10015000,67538356.41112262,0.00158889,"Past due",629
B00568,NULL,0.5208,1.28416667,0.73176667,43.65110000,45.63683333,40.68816667,7.03800000,12.35700000,11.69400000,6.37500000,0.45226667,3.51546667,0.43810000,0.59906667,18993617.05769031,0.00510000,Active,670
B00569,NULL,0.9517,1.90633333,1.20080000,8.87336667,9.25326667,8.03846667,15.98100000,11.66400000,39.73800000,44.05500000,0.83683333,0.64313333,0.46466667,0.02883333,504479434.5841608,0.00157500,"Past due",744
B00570,NULL,0.6074,1.57276667,1.08216667,9.84326667,10.29646667,9.64483333,16.75200000,9.40500000,23.45400000,30.80100000,0.68040000,0.62866667,0.43720000,0.16120000,69327778.69668265,0.00166667,Active,678
B00571,NULL,NULL,2.47576667,1.62916667,810.08136667,846.42506667,775.03216667,17.61300000,10.84500000,31.08900000,37.85700000,1.64656667,0.30990000,0.44580000,0.03700000,25323900.17287685,NULL,NULL,747
B00572,NULL,1.0466,1.10036667,0.59396667,8.39643333,8.85963333,11.25175000,14.43600000,12.91500000,17.17500000,18.69600000,0.33310000,0.74725000,0.36080000,0.02795000,2985432.00226137,0.00186667,Active,757
B00573,NULL,2.2023,1.02906667,0.78130000,35.08713333,37.27616667,35.32316667,15.23100000,13.20300000,20.51400000,22.54200000,0.42026667,1.79886667,0.32320000,0.20936667,8444657.184572522,0.00348333,Default,700
B00574,NULL,1.4675,1.02676667,0.82923333,23.17613333,24.31946667,23.26436667,17.09700000,22.13100000,39.12000000,34.08600000,0.42776667,1.05453333,0.42370000,0.11260000,5846336.4199078,0.00706667,"Past due",675
B00575,NULL,NULL,0.47926667,0.28090000,91.92013333,96.14130000,90.88550000,15.59100000,15.71400000,29.74200000,29.61900000,0.21880000,4.92820000,0.45193333,0.47646667,18912396.172571998,0.00143333,Paid,683
B00576,NULL,0.9867,1.37910000,0.86756667,13.70143333,10.91553333,13.23966667,17.27100000,5.53800000,14.77200000,26.50500000,0.46153333,1.08300000,0.45860000,0.12336667,523437927.6724109,0.00076667,Active,594
B00577,NULL,1.2639,1.50476667,1.07070000,15.72846667,16.42353333,14.67240000,10.20300000,18.92700000,20.70000000,11.97600000,0.49673333,0.73190000,0.44466667,0.15200000,65711639.862475134,0.00741667,Active,757
B00578,NULL,NULL,1.95210000,1.16970000,7.56766667,7.89180000,7.24690000,11.31600000,17.21400000,24.18600000,18.28800000,0.78773333,0.56550000,0.46846667,0.05200000,19477093.22739027,0.00293333,Active,766
B00579,NULL,0.6655,1.18363333,0.83723333,15.75743333,11.91963333,14.23066667,19.08900000,13.98300000,13.25400000,18.36000000,0.57213333,1.07133333,0.35553333,0.41510000,1300088880.0586839,0.00296667,"Past due",635
B00580,NULL,1.3015,1.67290000,1.16600000,24.26143333,25.46036667,22.84380000,13.73400000,15.75300000,38.41500000,36.39600000,0.60243333,1.73080000,0.39426667,0.37003333,227031431.62357974,0.00463333,Active,738
B00581,-4.7413,1.2230,1.05110000,0.70723333,94.68540000,98.03686667,90.61776667,17.22900000,13.49100000,21.23400000,24.97200000,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,0.00145000,Active,747
B00581,-4.6932,1.2230,1.05110000,0.70723333,94.68540000,98.03686667,90.61776667,17.22900000,13.49100000,21.23400000,24.97200000,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,0.00145000,Active,747
B00582,NULL,1.8332,1.17220000,0.78393333,6.20173333,6.45640000,8.56930000,8.65500000,12.20700000,16.16400000,12.61200000,0.26990000,0.59900000,0.49553333,0.02835000,5827991.29690602,0.00285000,Active,771
B00583,NULL,0.2137,0.74946667,0.48440000,2.25170000,2.35696667,6.17320000,8.37300000,18.85500000,38.62200000,28.14000000,0.20743333,0.57000000,0.42910000,0.00000000,30880123.77438862,0.01780000,Active,720
B00584,NULL,1.7111,0.75790000,0.49990000,23.03580000,24.03516667,20.92556667,12.11100000,10.08000000,22.20300000,24.23400000,0.37510000,1.52046667,0.45880000,0.22953333,24162461.777913615,0.00358333,Active,721
B00585,NULL,1.0175,2.86396667,1.59386667,4.62963333,3.42740000,4.38410000,7.41900000,18.45900000,14.20800000,3.16800000,0.73050000,0.34393333,0.33010000,0.03266667,29904444.92511276,0.00203333,Active,658
B00586,NULL,1.1503,1.08256667,0.55736667,29.71136667,31.09573333,26.20170000,16.64400000,16.76100000,37.32600000,37.20900000,0.27626667,1.15530000,0.43513333,0.37270000,68930094.02436045,0.00101667,Active,615
B00587,NULL,NULL,2.04956667,1.49633333,8.66256667,9.18686667,8.24603333,8.88300000,16.59900000,38.03700000,30.32100000,0.44510000,0.74760000,0.32713333,0.03863333,41125312.45102489,0.00735000,Active,565
B00588,-5.1357,1.3508,1.86380000,1.02290000,8.96780000,9.43186667,8.24933333,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,0.00490000,Paid,749
B00588,-5.1185,1.3508,1.86380000,1.02290000,8.96780000,9.43186667,8.24933333,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,0.00490000,Paid,749
B00588,-5.112,1.3508,1.86380000,1.02290000,8.96780000,9.43186667,8.24933333,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,0.00490000,Paid,749
B00588,-5.153700000000001,1.3508,1.86380000,1.02290000,8.96780000,9.43186667,8.24933333,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,0.00490000,Paid,749
B00589,NULL,1.0839,0.70203333,0.36736667,11.87303333,12.41406667,16.19845000,13.55400000,9.47700000,24.93000000,29.00700000,0.41100000,0.99530000,0.45806667,0.02295000,29820680.2002336,0.00246667,Active,585
B00590,NULL,0.4224,0.79590000,0.41080000,103.28890000,106.63250000,100.39366667,12.33600000,13.25700000,27.94200000,27.02100000,0.34413333,5.80180000,0.59533333,0.12713333,95006494.67116699,0.00121667,Paid,634
B00591,-5.1704,NULL,2.10733333,1.22693333,19.12573333,20.13033333,17.05480000,13.53600000,20.83500000,30.77400000,23.47500000,0.63093333,0.44350000,0.37433333,0.02456667,164950907.26365015,0.00296667,Active,698
B00592,NULL,NULL,0.52370000,0.34886667,406.97006667,421.13170000,409.47253333,10.42200000,19.40100000,32.79600000,23.81700000,0.17573333,36.90406667,0.58396667,5.54663333,30571072.071924865,0.00383333,Active,647
B00593,NULL,1.1709,1.06126667,0.53356667,17.34816667,14.40866667,16.19630000,18.93300000,16.07400000,18.24900000,21.10800000,0.78570000,1.26220000,0.48026667,0.14056667,65799502.56732326,0.01433333,Active,719
B00594,NULL,1.3508,1.30000000,0.77543333,9.64130000,10.05926667,13.86790000,11.10600000,13.05600000,34.98600000,33.03600000,0.41763333,0.74145000,0.47376667,0.08105000,39978719.98580071,0.00050000,Active,723
B00595,NULL,1.1711,2.03030000,1.36486667,14.85713333,15.83443333,14.97116667,19.98600000,22.57200000,28.84200000,26.25600000,1.39660000,1.45536667,0.32373333,0.30886667,121927573.76580435,0.00623333,Active,683
B00596,NULL,0.6539,1.50590000,1.09996667,8.37873333,8.72430000,7.73750000,11.24700000,11.21100000,19.71300000,19.74900000,0.53316667,0.57770000,0.48453333,0.02693333,29986512.465196885,0.00220000,Active,756
B00597,NULL,NULL,1.14170000,0.89646667,582.02966667,614.94263333,580.79770000,11.04000000,19.06200000,22.95300000,14.93100000,0.54853333,1.09106667,0.34686667,0.17656667,28347726.836671405,NULL,NULL,712
B00598,NULL,NULL,1.48500000,1.02056667,1328.24913333,962.61336667,1216.63370000,11.34900000,15.70800000,21.77400000,17.41500000,1.33063333,0.78803333,0.60746667,0.13020000,5294338.520642625,NULL,NULL,665
