loan_id,borrower_id,loan_amount,interest_rate,term_years,issue_date,purpose,loan_status,has_collateral
L000753,B00893,38283,0.0827,5,2024-11-14,Equipment purchase,Active,False
L000754,B00287,32371009,0.0615,3,15-Aug-2024,Working capital,Active,False
L000755,B00460,852967,0.0592,7,07/22/2024,Expansion,Active,False
L000756,B00569,1485365,0.0205,7,21-Dec-2024,Working capital,Past due,True
L000757,B00579,14913641,0.0691,5,01-May-2021,M&A,Active,True
L000758,B00994,161242,0.0578,2,08/08/2022,Expansion,Past due,False
L000759,B00322,1236229,0.0729,3,12-Apr-2022,Refinance,Active,True
L000760,B00082,1272309,0.0271,4,03/22/2022,M&A,Active,True
L000761,B00389,108189,0.0736,2,27-Apr-2024,Expansion,Active,True
L000762,B00560,424523,0.0615,5,04-Jul-2023,Project finance,Active,False
L000763,B00315,1000027,0.0634,3,06-Dec-2021,Expansion,Paid,False
L000764,B00302,510118,0.0322,4,2021-07-09,Refinance,Active,False
L000765,B00257,2772105,0.0522,7,08/18/2024,Expansion,Paid,False
L000766,B00759,1188004,0.0652,7,03/03/2022,Expansion,Active,True
L000767,B00900,1466836,0.06,4,21-Feb-2022,Refinance,Active,False
L000768,B00560,125562,0.0227,3,22-Dec-2024,Refinance,Paid,False
L000769,B00238,494482,0.0657,7,28-Feb-2022,Equipment purchase,Active,False
L000770,B00347,1535006,0.0509,3,01-Dec-2024,M&A,Active,False
L000771,B00439,6589909,0.061,4,16-Aug-2021,Refinance,Active,False
L000772,B00415,295140,0.0753,4,12-Jan-2022,Expansion,Active,True
L000773,B00861,110876,0.0489,2,12-Nov-2022,Refinance,Active,True
L000774,B00676,2193965,0.0867,3,15-Sep-2023,Refinance,Active,True
L000775,B00751,799412,0.0771,1,02/19/2022,M&A,Active,False
L000776,B00468,3661085,0.0798,7,19-Sep-2021,Expansion,Active,True
L000777,B00624,787189,0.0616,4,2021-03-05,Equipment purchase,Active,False
L000778,B00975,121776,0.0455,5,27-Nov-2022,M&A,Active,True
L000779,B00257,2308179,0.0633,4,05-Nov-2023,Project finance,Active,True
L000780,B00567,737700,0.02,5,12-May-2021,Refinance,Past due,True
L000781,B00770,530131,0.0709,10,12-Feb-2024,M&A,Active,True
L000782,B00400,1496265,0.0569,4,20-Jan-2022,Working capital,Past due,False
L000783,B00066,268103,0.0637,5,20-Aug-2024,Expansion,Paid,True
L000784,B00589,483820,0.0586,10,28-Dec-2024,Equipment purchase,Active,True
L000785,B00201,494783,0.081,4,18-Nov-2021,Refinance,Active,False
L000786,B00699,181270,0.0416,5,02-Jun-2022,Project finance,Paid,True
L000787,B00370,306626,0.0617,7,24-Jul-2024,M&A,Active,True
L000788,B00690,261852,0.0519,2,06-Sep-2023,Equipment purchase,Active,True
L000789,B00187,78552,0.0654,10,19-Aug-2024,M&A,Active,True
L000790,B00654,181157,0.0651,3,18-Nov-2022,Refinance,Paid,True
L000791,B00228,65097,0.0901,7,19-Sep-2022,Expansion,Active,False
L000792,B00701,2140215,0.0559,5,18-Mar-2023,Refinance,Active,True
L000793,B00968,3913717,0.0425,3,06-Oct-2022,Project finance,Active,False
L000794,B00543,282810,0.0727,5,08-Feb-2023,Working capital,Active,False
L000795,B00401,1320779,0.0735,3,16-Nov-2021,M&A,Active,True
L000796,B00625,148928,0.0585,3,10-Nov-2024,Expansion,Active,True
L000797,B00639,256860,0.0683,2,16-Feb-2021,Expansion,Active,True
L000798,B00722,221573,0.0662,3,05/26/2022,Equipment purchase,Active,True
L000799,B00315,2067704,0.0802,1,04-Aug-2023,Working capital,Active,True
L000800,B00178,647015,0.0336,3,16-Jul-2022,Working capital,Active,True
L000801,B00437,1364854,0.0497,4,01-Jan-2023,Expansion,Active,False
L000802,B00659,67407,0.0745,7,02-Feb-2023,Refinance,Active,True
L000803,B00971,114958,0.0814,10,02-Sep-2024,Refinance,Active,True
L000804,B00370,933111,0.0628,2,06-Jul-2023,M&A,Paid,False
L000805,B00829,295563,0.0611,7,11-Jan-2024,Refinance,Active,False
L000806,B00461,333084,0.0769,4,28-May-2023,Equipment purchase,Active,True
L000807,B00759,506850,0.069,7,21-Sep-2023,Equipment purchase,Active,True
L000808,B00325,121346,0.068,7,03/17/2023,M&A,Paid,False
L000809,B00991,161577,0.0664,1,06/01/2024,Working capital,Paid,True
L000810,B00044,274692,0.0667,2,21-Jun-2023,Expansion,Active,True
L000811,B00243,661642,0.0835,2,28-Jun-2021,Equipment purchase,Active,False
L000812,B00035,1065397,0.0674,4,24-Sep-2024,Equipment purchase,Active,False
L000813,B00533,82729,0.0647,4,19-Jul-2024,Expansion,Active,False
L000814,B00871,1306260,0.0547,5,15-Jul-2022,Project finance,Default,True
L000815,B00659,85667,0.0479,4,12-Mar-2021,Project finance,Active,False
L000816,B00378,1053262,0.0502,3,07-Sep-2021,M&A,Paid,True
L000817,B00109,2102168,0.0481,5,05-Feb-2022,Project finance,Active,True
L000818,B00313,274605,0.0458,5,07/24/2021,Working capital,Active,True
L000819,B00426,816086,0.0604,3,23-Apr-2022,M&A,Active,True
L000820,B00483,5202274,0.0689,4,15-Nov-2021,Equipment purchase,Active,False
L000821,B00329,232512,0.0612,3,21-Sep-2023,Expansion,Paid,True
L000822,B00965,453597,0.0777,1,03-Oct-2022,Project finance,Active,False
L000823,B00392,841136,0.0526,7,04-Dec-2022,Expansion,Active,True
L000824,B00984,23813120,0.055,2,03-Mar-2024,Refinance,Active,False
L000825,B00746,402318,0.0642,3,11-Jan-2022,M&A,Paid,False
L000826,B00220,1659146,0.0496,5,24-Feb-2022,M&A,Active,True
L000827,B00311,721668,0.0784,3,06-Apr-2022,Expansion,Active,True
L000828,B00877,1746530,0.0683,7,18-Jun-2022,Working capital,Active,False
L000829,B00661,984058,0.0412,4,06-Apr-2024,Working capital,Active,True
L000830,B00268,10831,0.0755,7,23-Oct-2024,Refinance,Active,True
L000831,B00869,101344,0.0537,7,06-Jan-2024,Expansion,Active,True
L000832,B00253,161505,0.0423,5,16-Sep-2024,Project finance,Paid,True
L000833,B00335,60651,0.0816,2,03/05/2022,Project finance,Active,True
L000834,B00101,448889,0.0404,2,24-Jul-2023,M&A,Active,False
L000835,B00039,3680510,0.0492,7,16-Sep-2023,Refinance,Active,True
L000836,B00519,91432,0.0653,7,22-Jun-2024,Project finance,Paid,True
L000837,B00684,80850,0.0555,4,21-Apr-2022,Working capital,Active,True
L000838,B00285,2386904,0.0558,10,07/21/2022,M&A,Paid,False
L000839,B00588,208261,0.0643,3,12-Feb-2024,Expansion,Paid,True
L000840,B00585,186047,0.0765,7,01/25/2021,M&A,Active,True
L000841,B00950,96033,0.0659,5,11/01/2023,Expansion,Active,False
L000842,B00670,1383003,0.047,7,20-Jan-2022,M&A,Active,True
L000843,B00482,57235,0.0501,1,20-Feb-2024,Working capital,Active,False
L000844,B00750,307006,0.0586,2,04-Mar-2022,Refinance,Active,True
L000845,B00771,3347238,0.0457,5,20-Feb-2021,Working capital,Active,False
L000846,B00413,81351,0.0659,2,2022-01-04,Expansion,Active,True
L000847,B00678,1515903,0.0673,5,07-Apr-2024,Expansion,Active,True
L000848,B00586,396562,0.0447,2,07-Jun-2024,Refinance,Active,True
L000849,B00682,5013775,0.0543,7,25-Mar-2021,Working capital,Active,True
L000850,B00809,441979,0.0779,5,11/17/2024,Equipment purchase,Paid,True
L000851,B00591,1608016,0.0296,5,20-Mar-2022,M&A,Active,False
L000852,B00868,4773364,0.0688,3,2023-12-13,Project finance,Active,True
L000853,B00002,66563,0.0809,7,22-Dec-2022,Project finance,Active,True
L000854,B00844,468685,0.0434,1,04/15/2021,Equipment purchase,Active,True
L000855,B00958,49921,0.0891,3,12-Sep-2023,Expansion,Active,True
L000856,B00028,661190,0.0518,3,25-Dec-2021,Refinance,Default,True
L000857,B00433,597916,0.0257,2,08-Aug-2022,Expansion,Active,False
L000858,B00063,12348191,0.0805,4,2021-07-14,Expansion,Active,True
L000859,B00881,2771270,0.0612,3,11-Jun-2021,Project finance,Active,True
L000860,B00008,1048679,0.0492,3,01/08/2023,Working capital,Active,False
L000861,B00930,175559,0.0575,10,25-Oct-2024,Equipment purchase,Active,True
L000862,B00380,1910870,0.077,4,10-Jun-2023,Expansion,Active,True
L000863,B00862,264964,0.0854,2,08/14/2023,Working capital,Active,True
L000864,B00788,282707,0.0929,2,01/07/2021,Project finance,Active,True
L000865,B00568,303866,0.0587,3,2024-07-09,Expansion,Active,True
L000866,B00044,630797,0.0474,4,22-Dec-2021,M&A,Active,True
L000867,B00738,160735,0.0453,2,02-Dec-2023,Working capital,Active,True
L000868,B00105,2434130,0.0548,3,08-Dec-2024,Equipment purchase,Active,True
L000869,B00544,348725,0.0258,10,07-May-2024,Project finance,Active,True
L000870,B00018,1994491,0.0544,5,18-Jun-2022,Refinance,Active,False
L000871,B00440,942362,0.0678,5,01/07/2024,Working capital,Active,True
L000872,B00688,2155407,0.0666,7,13-Oct-2022,Refinance,Default,True
L000873,B00859,1673903,0.0663,4,07/27/2024,Equipment purchase,Active,False
L000874,B00538,27885,0.0586,3,2022-12-28,Equipment purchase,Active,False
L000875,B00436,169949,0.02,2,11/19/2023,Working capital,Active,False
L000876,B00052,637559,0.0906,4,11/15/2024,Equipment purchase,Active,False
L000877,B00767,666638,0.0584,5,2022-09-25,Project finance,Active,True
L000878,B00717,34233,0.0398,7,01-Oct-2023,Project finance,Active,True
L000879,B00804,16104345,0.053,2,20-Oct-2023,Equipment purchase,Active,True
L000880,B00613,155153,0.0795,7,17-Oct-2024,Project finance,Active,False
L000881,B00475,276558,0.0405,5,13-Jul-2021,Working capital,Active,True
L000882,B00392,2573373,0.0478,10,2022-04-16,Refinance,Active,False
L000883,B00255,58633,0.0591,3,14-Jun-2022,M&A,Active,False
L000884,B00610,1019697,0.035,3,2021-10-15,Equipment purchase,Active,False
L000885,B00442,1031588,0.073,7,07-Jan-2022,M&A,Paid,True
L000886,B00109,1361639,0.0693,1,2021-03-22,Project finance,Active,True
L000887,B00098,628517,0.0314,7,12-Apr-2021,M&A,Active,True
L000888,B00517,292076,0.0585,7,03/04/2024,Refinance,Past due,True
L000889,B00749,1186953,0.0584,7,11/17/2023,Working capital,Past due,True
L000890,B00951,189057,0.0621,3,05/18/2023,Working capital,Active,True
L000891,B00902,444933,0.079,7,15-Oct-2022,Working capital,Active,False
L000892,B00064,272995,0.0776,7,02-Sep-2023,Project finance,Active,False
L000893,B00863,3619253,0.0358,2,07/19/2022,M&A,Active,True
L000894,B00783,1456999,0.0698,5,17-Mar-2021,M&A,Active,False
L000895,B00170,1917781,0.0748,5,17-Sep-2024,Refinance,Active,True
L000896,B00687,89932,0.069,10,11/21/2024,Working capital,Active,True
L000897,B00235,2718083,0.0388,5,26-Feb-2023,Refinance,Active,False
L000898,B00922,739110,0.059,5,16-Mar-2022,Project finance,Active,False
L000899,B00230,6729045,0.048,3,04-Jun-2024,Project finance,Active,False
L000900,B00408,163317,0.0536,2,14-Oct-2021,M&A,Active,True
L000901,B00560,289629,0.0527,3,10/14/2023,Refinance,Active,False
L000902,B00156,884208,0.0569,1,18-Mar-2021,Expansion,Past due,True
L000903,B00365,782760,0.0529,5,14-Nov-2022,Working capital,Active,True
L000904,B00442,154194,0.056,10,18-May-2022,Expansion,Active,False
L000905,B00902,234923,0.0784,4,16-Jul-2023,M&A,Active,True
L000906,B00590,309959,0.0587,1,10/27/2021,Equipment purchase,Active,True
L000907,B00850,186340,0.0685,2,22-Jun-2022,Expansion,Past due,True
L000908,B00895,68955,0.0777,3,08-Feb-2024,Working capital,Active,True
L000909,B00255,202742,0.0612,1,18-Jun-2023,Project finance,Active,True
L000910,B00170,2353532,0.0725,3,05/16/2023,Working capital,Active,True
L000911,B00440,217380,0.0716,3,2021-04-23,M&A,Active,True
L000912,B00866,270342,0.0673,1,03-Dec-2024,Equipment purchase,Active,True
L000913,B00587,258784,0.0472,7,18-Sep-2021,Refinance,Active,False
L000914,B00565,48281,0.02,2,15-Feb-2023,Working capital,Active,True
L000915,B00860,5656209,0.0966,3,21-Jul-2022,Refinance,Active,True
L000916,B00552,2218820,0.0648,5,19-Dec-2022,Refinance,Active,True
L000917,B00519,149158,0.0561,3,12/28/2023,Equipment purchase,Active,True
L000918,B00322,392876,0.0556,7,04-Feb-2021,Project finance,Active,False
L000919,B00866,118283,0.0502,5,08-Jun-2024,Project finance,Active,True
L000920,B00117,83707,0.061,1,22-Jul-2021,M&A,Active,True
L000921,B00790,462044,0.0754,5,14-Apr-2024,Project finance,Active,False
L000922,B00103,44670,0.0556,4,12-Jun-2023,Working capital,Active,True
L000923,B00609,51538,0.0209,5,10-Mar-2023,Expansion,Active,True
L000924,B00943,772202,0.0687,3,28-Nov-2024,M&A,Active,True
L000925,B00442,698591,0.0666,4,26-Jun-2021,Equipment purchase,Active,True
L000926,B00886,63423,0.0446,3,18-Jun-2024,Equipment purchase,Active,True
L000927,B00988,3790886,0.0805,3,05-Jul-2021,Equipment purchase,Active,True
L000928,B00897,292525,0.0372,3,06-Nov-2022,Equipment purchase,Active,True
L000929,B00407,152685,0.0791,5,04/02/2023,Project finance,Active,False
L000930,B00877,1057983,0.0793,2,10-Mar-2022,Refinance,Active,True
L000931,B00903,20023,0.0619,4,05/13/2024,Equipment purchase,Active,True
L000932,B00400,613524,0.0689,1,2021-03-09,Equipment purchase,Paid,True
L000933,B00873,68297,0.047,4,26-Sep-2023,Working capital,Active,False
L000934,B00927,828610,0.0462,10,16-Feb-2021,Refinance,Active,True
L000935,B00573,134890,0.0294,2,19-Mar-2021,Refinance,Default,False
L000936,B00919,941869,0.02,1,05-Aug-2023,Equipment purchase,Paid,False
L000937,B00654,707921,0.0513,7,03/24/2021,Expansion,Active,True
L000938,B00542,395279,0.0625,3,08-Jun-2024,Project finance,Active,True
L000939,B00771,2273343,0.0774,4,12-Sep-2024,Equipment purchase,Past due,False
L000940,B00971,1648941,0.0471,4,04-Mar-2023,Expansion,Active,True
L000941,B00900,361411,0.0333,3,02-Jan-2023,Equipment purchase,Active,False
L000942,B00293,2050377,0.0651,5,05-Dec-2023,Working capital,Active,True
L000943,B00968,2217942,0.0325,2,25-May-2024,Project finance,Past due,True
L000944,B00699,163429,0.0886,10,15-Aug-2021,Expansion,Active,True
L000945,B00301,121158,0.0527,5,08/06/2022,M&A,Active,False
L000946,B00702,797178,0.0658,2,12-Aug-2021,Working capital,Paid,True
L000947,B00069,81135,0.0375,5,04/27/2024,Equipment purchase,Active,True
L000948,B00200,404258,0.0523,1,24-Jun-2022,Equipment purchase,Active,True
L000949,B00027,26610725,0.0611,3,05/01/2022,Project finance,Active,False
L000950,B00759,400876,0.0608,2,28-Dec-2021,Equipment purchase,Active,True
L000951,B00069,55457,0.0464,7,09-Mar-2023,Equipment purchase,Active,True
L000952,B00438,737278,0.0447,1,12-Sep-2022,M&A,Active,True
L000953,B00722,1161636,0.0699,7,21-Jan-2021,Project finance,Active,False
L000954,B00247,75676,0.041,5,18-Mar-2021,Project finance,Active,False
L000955,B00552,419581,0.0572,5,17-Oct-2024,Project finance,Active,True
L000956,B00314,295663,0.0662,10,19-Aug-2023,Working capital,Active,True
L000957,B00461,130321,0.0573,5,07/08/2023,Working capital,Paid,True
L000958,B00613,360259,0.078,4,09-Dec-2024,Expansion,Paid,False
L000959,B00665,2028828,0.0385,3,17-Mar-2024,Working capital,Active,False
L000960,B00116,227543,0.0583,10,13-Jan-2024,M&A,Active,True
L000961,B00177,264938,0.0456,4,19-Dec-2021,Expansion,Active,True
L000962,B00836,384446,0.0687,2,2022-04-06,Project finance,Active,True
L000963,B00473,155810,0.0877,4,01-Jan-2021,Project finance,Paid,True
L000964,B00942,2194771,0.0695,7,12/13/2024,M&A,Active,True
L000965,B00303,197752,0.0372,2,02/10/2024,Project finance,Active,True
L000966,B00567,1142727,0.0412,3,2023-11-08,M&A,Active,True
L000967,B00806,449763,0.0596,4,09/21/2024,Equipment purchase,Active,True
L000968,B00888,17618,0.0623,10,11/26/2023,Working capital,Active,False
L000969,B00792,543709,0.0584,10,07/06/2024,Equipment purchase,Default,True
L000970,B00976,243225,0.066,5,08/27/2024,Working capital,Paid,False
L000971,B00048,397812,0.0557,4,07/09/2024,Working capital,Paid,True
L000972,B00403,547989,0.0555,10,02/23/2023,Expansion,Past due,True
L000973,B00002,733515,0.0502,7,13-Feb-2023,M&A,Active,True
L000974,B00634,129309,0.0567,4,25-Jun-2021,Refinance,Active,False
L000975,B00302,552454,0.0296,5,24-Sep-2024,Expansion,Active,False
L000976,B00471,3235507,0.0648,7,14-Sep-2022,Project finance,Active,True
L000977,B00484,979081,0.0393,4,03-Oct-2024,M&A,Active,False
L000978,B00372,254695,0.0573,4,2021-10-15,M&A,Active,False
L000979,B00023,3809941,0.0793,10,23-Jul-2022,Project finance,Active,True
L000980,B00573,123216,0.0592,7,2022-07-01,Working capital,Active,True
L000981,B00919,606118,0.0472,5,26-Feb-2022,Equipment purchase,Past due,False
L000982,B00121,295566,0.0614,4,05/23/2024,Project finance,Active,False
L000983,B00304,1204205,0.0754,3,04-Feb-2022,Project finance,Active,True
L000984,B00288,1626248,0.0521,1,14-Mar-2024,M&A,Default,True
L000985,B00343,317710,0.0502,4,02-Aug-2021,Equipment purchase,Active,True
L000986,B00376,378551,0.0589,3,27-Feb-2022,Equipment purchase,Active,True
L000987,B00856,2734680,0.0641,1,09/05/2024,M&A,Active,False
L000988,B00865,85745,0.0374,7,23-Jan-2024,Working capital,Active,False
L000989,B00409,153803,0.0466,3,09-Jul-2023,Expansion,Paid,True
L000990,B00286,385678,0.0795,7,17-Mar-2024,Equipment purchase,Paid,True
L000991,B00907,747961,0.0739,7,03-Jan-2021,M&A,Active,True
L000992,B00706,296517,0.0506,3,04/03/2024,Refinance,Active,True
L000993,B00965,2769829,0.0625,10,01/16/2023,Equipment purchase,Default,True
L000994,B00657,1074241,0.0608,5,04-Feb-2021,M&A,Active,False
L000995,B00475,358900,0.0568,7,03-Nov-2021,Project finance,Paid,True
L000996,B00762,511957,0.0636,3,27-Jan-2024,Working capital,Active,True
L000997,B00830,481748,0.0582,4,11/01/2023,Refinance,Active,False
L000998,B00718,575045,0.0548,7,19-Sep-2021,Equipment purchase,Active,True
L000999,B00233,358805,0.02,7,17-Oct-2022,M&A,Active,False
L001000,B00879,9147657,0.0484,4,09-Oct-2022,Working capital,Active,True
L001001,B00751,575005,0.0843,1,07-Aug-2022,Working capital,Active,False
L001002,B00790,62619,0.0382,5,09-Jan-2021,M&A,Active,True
L001003,B00413,400193,0.0526,3,15-Feb-2022,Project finance,Active,False
L001004,B00263,5159917,0.0462,4,28-Jun-2022,Working capital,Active,True
L001005,B00280,159361,0.0845,10,24-Jan-2024,M&A,Active,False
L001006,B00735,74238,0.0726,10,17-Sep-2023,Expansion,Active,True
L001007,B00234,18382214,0.0506,3,05-Jul-2023,Working capital,Active,True
L001008,B00455,430039,0.0582,10,12-Jul-2021,Working capital,Active,False
L001009,B00407,34774,0.0783,2,12/27/2022,Working capital,Active,False
L001010,B00342,1118479,0.0522,10,02-Feb-2023,Project finance,Active,True
L001011,B00615,125056,0.0678,2,03-Feb-2022,M&A,Default,True
L001012,B00098,953540,0.0691,5,11-Mar-2021,Refinance,Active,True
L001013,B00056,218273,0.0478,5,03/21/2022,Project finance,Active,False
L001014,B00942,252630,0.0584,3,03-Dec-2023,Working capital,Active,True
L001015,B00187,88387,0.0625,4,2023-10-12,Expansion,Paid,False
L001016,B00778,2326297,0.0593,7,02/11/2021,Expansion,Paid,True
L001017,B00953,2163635,0.0657,2,22-Nov-2023,Project finance,Paid,False
L001018,B00348,25506,0.0406,1,27-Jan-2023,Project finance,Active,True
L001019,B00133,13097306,0.0468,4,23-Jun-2021,Project finance,Active,True
L001020,B00237,436274,0.0446,5,01-Jan-2021,Project finance,Active,True
L001021,B00994,411977,0.0637,3,23-Apr-2021,Equipment purchase,Active,True
L001022,B00961,91881,0.07,1,02-Jul-2022,Equipment purchase,Active,True
L001023,B00556,486863,0.0492,3,21-Apr-2021,Expansion,Past due,True
L001024,B00368,184996,0.07,3,22-Jun-2022,Equipment purchase,Active,False
L001025,B00035,2100854,0.0581,1,10/19/2024,Working capital,Active,True
L001026,B00439,38814963,0.0488,10,18-Feb-2021,Equipment purchase,Active,True
L001027,B00713,40678,0.0388,7,09-Sep-2024,Expansion,Active,False
L001028,B00584,273364,0.0602,7,23-Oct-2023,Expansion,Active,False
L001029,B00403,201937,0.05,4,11-Mar-2024,Project finance,Active,False
L001030,B00012,328943,0.0827,1,11-Jul-2022,Expansion,Active,False
L001031,B00471,228497,0.0585,4,02-Oct-2022,M&A,Active,False
L001032,B00154,936050,0.0703,3,2022-05-11,Project finance,Active,False
L001033,B00586,248986,0.0343,1,2024-11-02,M&A,Active,False
L001034,B00424,156313,0.0826,4,05-Jan-2022,Refinance,Active,False
L001035,B00226,147472,0.0721,7,22-May-2021,Refinance,Active,False
L001036,B00898,112568,0.0573,10,28-Jun-2024,Expansion,Active,False
L001037,B00608,3134558,0.0416,7,03/13/2023,Expansion,Active,True
L001038,B00824,371782,0.0267,7,05-Dec-2021,Expansion,Active,False
L001039,B00474,1156932,0.0481,10,12/20/2021,Refinance,Active,False
L001040,B00821,3275912,0.0609,3,2022-04-23,Expansion,Active,False
L001041,B00981,238222,0.0698,2,12-Feb-2022,Working capital,Active,True
L001042,B00932,53980,0.0749,4,12-Nov-2021,Working capital,Active,False
L001043,B00217,3820432,0.0671,4,09/18/2023,M&A,Paid,True
L001044,B00583,962077,0.0629,5,23-Mar-2024,M&A,Active,True
L001045,B00052,942603,0.0494,7,16-Apr-2023,M&A,Paid,False
L001046,B00069,262180,0.0618,4,05-Oct-2024,Expansion,Paid,True
L001047,B00283,99636,0.0363,3,01/22/2023,M&A,Active,True
L001048,B00740,467299,0.0455,7,02-Jan-2022,Equipment purchase,Active,True
L001049,B00641,1440582,0.0609,10,2022-03-22,Working capital,Active,True
L001050,B00499,350332,0.0654,10,05-Dec-2022,Project finance,Active,True
L001051,B00432,117429,0.0447,10,20-Oct-2023,Project finance,Active,False
L001052,B00643,960209,0.0634,5,2022-01-21,Project finance,Active,True
L001053,B00225,326646,0.0694,7,15-Dec-2022,Expansion,Active,True
L001054,B00106,444318,0.0718,3,25-Jan-2022,Refinance,Active,True
L001055,B00049,399037,0.0487,4,01-Apr-2024,Equipment purchase,Active,True
L001056,B00610,3372987,0.0576,3,15-Aug-2024,Working capital,Active,True
L001057,B00230,34626495,0.0734,2,01-Nov-2021,Working capital,Active,False
L001058,B00905,826118,0.0857,7,10-Aug-2021,Expansion,Active,True
L001059,B00979,340198,0.0683,4,09-Jan-2021,M&A,Paid,False
L001060,B00069,1675648,0.0722,5,05-Mar-2024,Expansion,Default,False
L001061,B00430,367815,0.056,4,13-Jun-2021,Refinance,Paid,True
L001062,B00930,79300,0.0557,3,08-Jul-2021,Working capital,Active,False
L001063,B00824,281573,0.0565,3,10-Jan-2023,Equipment purchase,Active,False
L001064,B00038,529096,0.0748,4,07-Jul-2024,Expansion,Active,False
L001065,B00582,180692,0.0511,4,21-May-2021,Expansion,Active,True
L001066,B00173,4002034,0.0705,3,03-Feb-2024,Expansion,Active,True
L001067,B00682,816085,0.069,2,18-Nov-2023,Expansion,Active,True
L001068,B00528,840783,0.0568,7,24-Sep-2021,Project finance,Active,True
L001069,B00758,481189,0.0579,5,21-Mar-2024,Project finance,Active,False
L001070,B00616,89727,0.0603,5,08-May-2024,Expansion,Paid,False
L001071,B00738,29350,0.0575,10,06-Aug-2023,Equipment purchase,Active,False
L001072,B00548,481449,0.0897,3,2022-01-26,Project finance,Paid,True
L001073,B00869,93389,0.0666,5,01-Jul-2024,Equipment purchase,Paid,True
L001074,B00798,178925,0.094,5,11-Aug-2023,Project finance,Paid,True
L001075,B00817,443548,0.0382,10,12-Apr-2023,M&A,Active,True
L001076,B00878,1380073,0.0458,3,20-Dec-2024,Working capital,Active,True
L001077,B00928,971850,0.0405,3,2021-03-11,Project finance,Paid,True
L001078,B00587,1540584,0.0778,3,03-Sep-2023,Refinance,Active,False
L001079,B00331,3072209,0.0755,7,13-Oct-2023,Expansion,Active,True
L001080,B00945,267366,0.0552,3,05-May-2024,M&A,Past due,True
L001081,B00273,1185518,0.0523,2,02-May-2021,Project finance,Active,False
L001082,B00201,1605895,0.0504,3,07/27/2022,Equipment purchase,Paid,False
L001083,B00219,5259656,0.0543,5,19-Aug-2021,Refinance,Active,True
L001084,B00985,273577,0.0912,10,18-Jan-2021,Refinance,Default,False
L001085,B00842,980143,0.0482,3,03/04/2022,Project finance,Active,False
L001086,B00095,637175,0.0618,10,06-Jun-2023,Project finance,Active,False
L001087,B00918,620488390,0.0814,2,09-May-2024,Project finance,Active,True
L001088,B00116,1577612,0.0569,4,27-Nov-2022,Refinance,Active,True
L001089,B00897,293656,0.0628,5,15-Apr-2022,Refinance,Active,True
L001090,B00332,551033,0.0469,4,08/01/2022,Working capital,Active,False
L001091,B00048,136642,0.0649,10,27-Mar-2023,Working capital,Default,True
L001092,B00377,209382,0.0506,3,01-Jan-2021,Project finance,Active,False
L001093,B00132,838137,0.065,1,15-Jun-2022,Working capital,Active,True
L001094,B00619,7955854,0.0412,3,25-Apr-2021,Project finance,Active,True
L001095,B00169,39423,0.0796,10,07-Feb-2022,Project finance,Active,True
L001096,B00795,57907669,0.0443,3,21-Oct-2021,Refinance,Active,False
L001097,B00353,418671,0.0682,2,12-Oct-2023,Project finance,Active,True
L001098,B00241,109293,0.0608,2,23-Nov-2022,Project finance,Active,False
L001099,B00916,658619,0.0708,4,10-Jan-2022,Project finance,Paid,False
L001100,B00801,748137,0.0559,7,05-Apr-2023,M&A,Active,False
L001101,B00036,292515,0.0719,4,2021-01-18,Expansion,Active,True
L001102,B00510,97544,0.0593,7,26-Sep-2021,Refinance,Active,False
L001103,B00015,782436,0.0443,4,04-Jul-2022,M&A,Active,True
L001104,B00986,2982825,0.0366,5,03-Dec-2022,Project finance,Active,True
L001105,B00725,321668,0.0793,7,16-Jul-2023,Equipment purchase,Active,True
L001106,B00215,31321,0.0635,10,12/05/2022,Expansion,Paid,False
L001107,B00521,10818450,0.0682,1,10-Oct-2021,M&A,Past due,False
L001108,B00879,978671,0.0433,5,27-Dec-2022,Expansion,Active,False
L001109,B00982,686087,0.0834,3,06-Jul-2021,Equipment purchase,Active,True
L001110,B00672,474498,0.033,1,27-Apr-2024,Refinance,Paid,True
L001111,B00251,86899,0.0438,1,02-Sep-2021,Refinance,Active,True
L001112,B00848,420593,0.0958,3,11-Nov-2024,Equipment purchase,Active,True
L001113,B00669,2359125,0.0673,5,01/22/2022,Refinance,Active,True
L001114,B00677,557482,0.0875,1,13-Nov-2023,Refinance,Active,True
L001115,B00396,297434,0.0816,1,02-Aug-2023,Working capital,Active,True
L001116,B00960,1898338,0.0471,5,03-Jun-2021,Working capital,Active,True
L001117,B00785,273705,0.0644,10,14-Jun-2023,Project finance,Active,False
L001118,B00739,10000,0.0799,3,11-Oct-2022,Expansion,Active,True
L001119,B00823,233547,0.0724,1,09-Jan-2022,Project finance,Active,True
L001120,B00638,93869,0.0767,7,2024-02-05,Equipment purchase,Active,True
L001121,B00207,96485,0.0615,5,13-Oct-2024,Refinance,Active,False
L001122,B00580,2334801,0.0446,10,03-Apr-2024,Refinance,Active,True
L001123,B00818,13084484,0.0746,5,15-Mar-2022,Working capital,Active,True
L001124,B00348,60605,0.0829,5,18-Nov-2024,Project finance,Default,False
L001125,B00964,51779,0.0551,5,04-Apr-2023,Refinance,Active,True
L001126,B00193,15736,0.0647,1,03/08/2023,Working capital,Active,True
L001127,B00601,167588,0.0574,1,16-Jun-2021,Equipment purchase,Active,True
