loan_id,borrower_id,loan_amount,interest_rate,term_years,issue_date,purpose,loan_status,has_collateral
L000782,B00400,1496265,0.0569,4,2022-01-20,Working capital,Past due,False
L000783,B00066,268103,0.0637,5,2024-08-20,Expansion,Paid,True
L000784,B00589,483820,0.0586,10,2024-12-28,Equipment purchase,Active,True
L000785,B00201,494783,0.081,4,2021-11-18,Refinance,Active,False
L000786,B00699,181270,0.0416,5,2022-06-02,Project finance,Paid,True
L000787,B00370,306626,0.0617,7,2024-07-24,M&A,Active,True
L000788,B00690,261852,0.0519,2,2023-09-06,Equipment purchase,Active,True
L000789,B00187,78552,0.0654,10,2024-08-19,M&A,Active,True
L000790,B00654,181157,0.0651,3,2022-11-18,Refinance,Paid,True
L000791,B00228,65097,0.0901,7,2022-09-19,Expansion,Active,False
L000792,B00701,2140215,0.0559,5,2023-03-18,Refinance,Active,True
L000793,B00968,3913717,0.0425,3,2022-10-06,Project finance,Active,False
L000794,B00543,282810,0.0727,5,2023-02-08,Working capital,Active,False
L000795,B00401,1320779,0.0735,3,2021-11-16,M&A,Active,True
L000796,B00625,148928,0.0585,3,2024-11-10,Expansion,Active,True
L000797,B00639,256860,0.0683,2,2021-02-16,Expansion,Active,True
L000798,B00722,221573,0.0662,3,2022-05-26,Equipment purchase,Active,True
L000799,B00315,2067704,0.0802,1,2023-08-04,Working capital,Active,True
L000800,B00178,647015,0.0336,3,2022-07-16,Working capital,Active,True
L000801,B00437,1364854,0.0497,4,2023-01-01,Expansion,Active,False
L000802,B00659,67407,0.0745,7,2023-02-02,Refinance,Active,True
L000803,B00971,114958,0.0814,10,2024-09-02,Refinance,Active,True
L000804,B00370,933111,0.0628,2,2023-07-06,M&A,Paid,False
L000805,B00829,295563,0.0611,7,2024-01-11,Refinance,Active,False
L000806,B00461,333084,0.0769,4,2023-05-28,Equipment purchase,Active,True
L000807,B00759,506850,0.069,7,2023-09-21,Equipment purchase,Active,True
L000808,B00325,121346,0.068,7,2023-03-17,M&A,Paid,False
L000809,B00991,161577,0.0664,1,2024-06-01,Working capital,Paid,True
L000810,B00044,274692,0.0667,2,2023-06-21,Expansion,Active,True
L000811,B00243,661642,0.0835,2,2021-06-28,Equipment purchase,Active,False
L000812,B00035,1065397,0.0674,4,2024-09-24,Equipment purchase,Active,False
L000813,B00533,82729,0.0647,4,2024-07-19,Expansion,Active,False
L000814,B00871,1306260,0.0547,5,2022-07-15,Project finance,Default,True
L000815,B00659,85667,0.0479,4,2021-03-12,Project finance,Active,False
L000816,B00378,1053262,0.0502,3,2021-09-07,M&A,Paid,True
L000817,B00109,2102168,0.0481,5,2022-02-05,Project finance,Active,True
L000818,B00313,274605,0.0458,5,2021-07-24,Working capital,Active,True
L000819,B00426,816086,0.0604,3,2022-04-23,M&A,Active,True
L000820,B00483,5202274,0.0689,4,2021-11-15,Equipment purchase,Active,False
L000821,B00329,232512,0.0612,3,2023-09-21,Expansion,Paid,True
L000822,B00965,453597,0.0777,1,2022-10-03,Project finance,Active,False
L000823,B00392,841136,0.0526,7,2022-12-04,Expansion,Active,True
L000824,B00984,23813120,0.055,2,2024-03-03,Refinance,Active,False
L000825,B00746,402318,0.0642,3,2022-01-11,M&A,Paid,False
L000826,B00220,1659146,0.0496,5,2022-02-24,M&A,Active,True
L000827,B00311,721668,0.0784,3,2022-04-06,Expansion,Active,True
L000828,B00877,1746530,0.0683,7,2022-06-18,Working capital,Active,False
L000829,B00661,984058,0.0412,4,2024-04-06,Working capital,Active,True
L000830,B00268,10831,0.0755,7,2024-10-23,Refinance,Active,True
L000831,B00869,101344,0.0537,7,2024-01-06,Expansion,Active,True
L000832,B00253,161505,0.0423,5,2024-09-16,Project finance,Paid,True
L000833,B00335,60651,0.0816,2,2022-03-05,Project finance,Active,True
L000834,B00101,448889,0.0404,2,2023-07-24,M&A,Active,False
L000835,B00039,3680510,0.0492,7,2023-09-16,Refinance,Active,True
L000836,B00519,91432,0.0653,7,2024-06-22,Project finance,Paid,True
L000837,B00684,80850,0.0555,4,2022-04-21,Working capital,Active,True
L000838,B00285,2386904,0.0558,10,2022-07-21,M&A,Paid,False
L000839,B00588,208261,0.0643,3,2024-02-12,Expansion,Paid,True
L000840,B00585,186047,0.0765,7,2021-01-25,M&A,Active,True
L000841,B00950,96033,0.0659,5,2023-11-01,Expansion,Active,False
L000842,B00670,1383003,0.047,7,2022-01-20,M&A,Active,True
L000843,B00482,57235,0.0501,1,2024-02-20,Working capital,Active,False
L000844,B00750,307006,0.0586,2,2022-03-04,Refinance,Active,True
L000845,B00771,3347238,0.0457,5,2021-02-20,Working capital,Active,False
L000846,B00413,81351,0.0659,2,2022-01-04,Expansion,Active,True
L000847,B00678,1515903,0.0673,5,2024-04-07,Expansion,Active,True
L000848,B00586,396562,0.0447,2,2024-06-07,Refinance,Active,True
L000849,B00682,5013775,0.0543,7,2021-03-25,Working capital,Active,True
L000850,B00809,441979,0.0779,5,2024-11-17,Equipment purchase,Paid,True
L000851,B00591,1608016,0.0296,5,2022-03-20,M&A,Active,False
L000852,B00868,4773364,0.0688,3,2023-12-13,Project finance,Active,True
L000853,B00002,66563,0.0809,7,2022-12-22,Project finance,Active,True
L000854,B00844,468685,0.0434,1,2021-04-15,Equipment purchase,Active,True
L000855,B00958,49921,0.0891,3,2023-09-12,Expansion,Active,True
L000856,B00028,661190,0.0518,3,2021-12-25,Refinance,Default,True
L000857,B00433,597916,0.0257,2,2022-08-08,Expansion,Active,False
L000858,B00063,12348191,0.0805,4,2021-07-14,Expansion,Active,True
L000859,B00881,2771270,0.0612,3,2021-06-11,Project finance,Active,True
L000860,B00008,1048679,0.0492,3,2023-01-08,Working capital,Active,False
L000861,B00930,175559,0.0575,10,2024-10-25,Equipment purchase,Active,True
L000862,B00380,1910870,0.077,4,2023-06-10,Expansion,Active,True
L000863,B00862,264964,0.0854,2,2023-08-14,Working capital,Active,True
L000864,B00788,282707,0.0929,2,2021-01-07,Project finance,Active,True
L000865,B00568,303866,0.0587,3,2024-07-09,Expansion,Active,True
L000866,B00044,630797,0.0474,4,2021-12-22,M&A,Active,True
L000867,B00738,160735,0.0453,2,2023-12-02,Working capital,Active,True
L000868,B00105,2434130,0.0548,3,2024-12-08,Equipment purchase,Active,True
L000869,B00544,348725,0.0258,10,2024-05-07,Project finance,Active,True
L000870,B00018,1994491,0.0544,5,2022-06-18,Refinance,Active,False
L000871,B00440,942362,0.0678,5,2024-01-07,Working capital,Active,True
L000872,B00688,2155407,0.0666,7,2022-10-13,Refinance,Default,True
L000873,B00859,1673903,0.0663,4,2024-07-27,Equipment purchase,Active,False
L000874,B00538,27885,0.0586,3,2022-12-28,Equipment purchase,Active,False
L000875,B00436,169949,0.02,2,2023-11-19,Working capital,Active,False
L000876,B00052,637559,0.0906,4,2024-11-15,Equipment purchase,Active,False
L000877,B00767,666638,0.0584,5,2022-09-25,Project finance,Active,True
L000878,B00717,34233,0.0398,7,2023-10-01,Project finance,Active,True
L000879,B00804,16104345,0.053,2,2023-10-20,Equipment purchase,Active,True
L000880,B00613,155153,0.0795,7,2024-10-17,Project finance,Active,False
L000881,B00475,276558,0.0405,5,2021-07-13,Working capital,Active,True
L000882,B00392,2573373,0.0478,10,2022-04-16,Refinance,Active,False
L000883,B00255,58633,0.0591,3,2022-06-14,M&A,Active,False
L000884,B00610,1019697,0.035,3,2021-10-15,Equipment purchase,Active,False
L000885,B00442,1031588,0.073,7,2022-01-07,M&A,Paid,True
L000886,B00109,1361639,0.0693,1,2021-03-22,Project finance,Active,True
L000887,B00098,628517,0.0314,7,2021-04-12,M&A,Active,True
L000888,B00517,292076,0.0585,7,2024-03-04,Refinance,Past due,True
L000889,B00749,1186953,0.0584,7,2023-11-17,Working capital,Past due,True
L000890,B00951,189057,0.0621,3,2023-05-18,Working capital,Active,True
L000891,B00902,444933,0.079,7,2022-10-15,Working capital,Active,False
L000892,B00064,272995,0.0776,7,2023-09-02,Project finance,Active,False
L000893,B00863,3619253,0.0358,2,2022-07-19,M&A,Active,True
L000894,B00783,1456999,0.0698,5,2021-03-17,M&A,Active,False
L000895,B00170,1917781,0.0748,5,2024-09-17,Refinance,Active,True
L000896,B00687,89932,0.069,10,2024-11-21,Working capital,Active,True
L000897,B00235,2718083,0.0388,5,2023-02-26,Refinance,Active,False
L000898,B00922,739110,0.059,5,2022-03-16,Project finance,Active,False
L000899,B00230,6729045,0.048,3,2024-06-04,Project finance,Active,False
L000900,B00408,163317,0.0536,2,2021-10-14,M&A,Active,True
L000901,B00560,289629,0.0527,3,2023-10-14,Refinance,Active,False
L000902,B00156,884208,0.0569,1,2021-03-18,Expansion,Past due,True
L000903,B00365,782760,0.0529,5,2022-11-14,Working capital,Active,True
L000904,B00442,154194,0.056,10,2022-05-18,Expansion,Active,False
L000905,B00902,234923,0.0784,4,2023-07-16,M&A,Active,True
L000906,B00590,309959,0.0587,1,2021-10-27,Equipment purchase,Active,True
L000907,B00850,186340,0.0685,2,2022-06-22,Expansion,Past due,True
L000908,B00895,68955,0.0777,3,2024-02-08,Working capital,Active,True
L000909,B00255,202742,0.0612,1,2023-06-18,Project finance,Active,True
L000910,B00170,2353532,0.0725,3,2023-05-16,Working capital,Active,True
L000911,B00440,217380,0.0716,3,2021-04-23,M&A,Active,True
L000912,B00866,270342,0.0673,1,2024-12-03,Equipment purchase,Active,True
L000913,B00587,258784,0.0472,7,2021-09-18,Refinance,Active,False
L000914,B00565,48281,0.02,2,2023-02-15,Working capital,Active,True
L000915,B00860,5656209,0.0966,3,2022-07-21,Refinance,Active,True
L000916,B00552,2218820,0.0648,5,2022-12-19,Refinance,Active,True
L000917,B00519,149158,0.0561,3,2023-12-28,Equipment purchase,Active,True
L000918,B00322,392876,0.0556,7,2021-02-04,Project finance,Active,False
L000919,B00866,118283,0.0502,5,2024-06-08,Project finance,Active,True
L000920,B00117,83707,0.061,1,2021-07-22,M&A,Active,True
L000921,B00790,462044,0.0754,5,2024-04-14,Project finance,Active,False
L000922,B00103,44670,0.0556,4,2023-06-12,Working capital,Active,True
L000923,B00609,51538,0.0209,5,2023-03-10,Expansion,Active,True
L000924,B00943,772202,0.0687,3,2024-11-28,M&A,Active,True
L000925,B00442,698591,0.0666,4,2021-06-26,Equipment purchase,Active,True
L000926,B00886,63423,0.0446,3,2024-06-18,Equipment purchase,Active,True
L000927,B00988,3790886,0.0805,3,2021-07-05,Equipment purchase,Active,True
L000928,B00897,292525,0.0372,3,2022-11-06,Equipment purchase,Active,True
L000929,B00407,152685,0.0791,5,2023-04-02,Project finance,Active,False
L000930,B00877,1057983,0.0793,2,2022-03-10,Refinance,Active,True
L000931,B00903,20023,0.0619,4,2024-05-13,Equipment purchase,Active,True
L000932,B00400,613524,0.0689,1,2021-03-09,Equipment purchase,Paid,True
L000933,B00873,68297,0.047,4,2023-09-26,Working capital,Active,False
L000934,B00927,828610,0.0462,10,2021-02-16,Refinance,Active,True
L000935,B00573,134890,0.0294,2,2021-03-19,Refinance,Default,False
L000936,B00919,941869,0.02,1,2023-08-05,Equipment purchase,Paid,False
L000937,B00654,707921,0.0513,7,2021-03-24,Expansion,Active,True
L000938,B00542,395279,0.0625,3,2024-06-08,Project finance,Active,True
L000939,B00771,2273343,0.0774,4,2024-09-12,Equipment purchase,Past due,False
L000940,B00971,1648941,0.0471,4,2023-03-04,Expansion,Active,True
L000941,B00900,361411,0.0333,3,2023-01-02,Equipment purchase,Active,False
L000942,B00293,2050377,0.0651,5,2023-12-05,Working capital,Active,True
L000943,B00968,2217942,0.0325,2,2024-05-25,Project finance,Past due,True
L000944,B00699,163429,0.0886,10,2021-08-15,Expansion,Active,True
L000945,B00301,121158,0.0527,5,2022-08-06,M&A,Active,False
L000946,B00702,797178,0.0658,2,2021-08-12,Working capital,Paid,True
L000947,B00069,81135,0.0375,5,2024-04-27,Equipment purchase,Active,True
L000948,B00200,404258,0.0523,1,2022-06-24,Equipment purchase,Active,True
L000949,B00027,26610725,0.0611,3,2022-05-01,Project finance,Active,False
L000950,B00759,400876,0.0608,2,2021-12-28,Equipment purchase,Active,True
L000951,B00069,55457,0.0464,7,2023-03-09,Equipment purchase,Active,True
L000952,B00438,737278,0.0447,1,2022-09-12,M&A,Active,True
L000953,B00722,1161636,0.0699,7,2021-01-21,Project finance,Active,False
L000954,B00247,75676,0.041,5,2021-03-18,Project finance,Active,False
L000955,B00552,419581,0.0572,5,2024-10-17,Project finance,Active,True
L000956,B00314,295663,0.0662,10,2023-08-19,Working capital,Active,True
L000957,B00461,130321,0.0573,5,2023-07-08,Working capital,Paid,True
L000958,B00613,360259,0.078,4,2024-12-09,Expansion,Paid,False
L000959,B00665,2028828,0.0385,3,2024-03-17,Working capital,Active,False
L000960,B00116,227543,0.0583,10,2024-01-13,M&A,Active,True
L000961,B00177,264938,0.0456,4,2021-12-19,Expansion,Active,True
L000962,B00836,384446,0.0687,2,2022-04-06,Project finance,Active,True
L000963,B00473,155810,0.0877,4,2021-01-01,Project finance,Paid,True
L000964,B00942,2194771,0.0695,7,2024-12-13,M&A,Active,True
L000965,B00303,197752,0.0372,2,2024-02-10,Project finance,Active,True
L000966,B00567,1142727,0.0412,3,2023-11-08,M&A,Active,True
L000967,B00806,449763,0.0596,4,2024-09-21,Equipment purchase,Active,True
L000968,B00888,17618,0.0623,10,2023-11-26,Working capital,Active,False
L000969,B00792,543709,0.0584,10,2024-07-06,Equipment purchase,Default,True
L000970,B00976,243225,0.066,5,2024-08-27,Working capital,Paid,False
L000971,B00048,397812,0.0557,4,2024-07-09,Working capital,Paid,True
L000972,B00403,547989,0.0555,10,2023-02-23,Expansion,Past due,True
L000973,B00002,733515,0.0502,7,2023-02-13,M&A,Active,True
L000974,B00634,129309,0.0567,4,2021-06-25,Refinance,Active,False
L000975,B00302,552454,0.0296,5,2024-09-24,Expansion,Active,False
L000976,B00471,3235507,0.0648,7,2022-09-14,Project finance,Active,True
L000977,B00484,979081,0.0393,4,2024-10-03,M&A,Active,False
L000978,B00372,254695,0.0573,4,2021-10-15,M&A,Active,False
L000979,B00023,3809941,0.0793,10,2022-07-23,Project finance,Active,True
L000980,B00573,123216,0.0592,7,2022-07-01,Working capital,Active,True
L000981,B00919,606118,0.0472,5,2022-02-26,Equipment purchase,Past due,False
L000982,B00121,295566,0.0614,4,2024-05-23,Project finance,Active,False
L000983,B00304,1204205,0.0754,3,2022-02-04,Project finance,Active,True
L000984,B00288,1626248,0.0521,1,2024-03-14,M&A,Default,True
L000985,B00343,317710,0.0502,4,2021-08-02,Equipment purchase,Active,True
L000986,B00376,378551,0.0589,3,2022-02-27,Equipment purchase,Active,True
L000987,B00856,2734680,0.0641,1,2024-09-05,M&A,Active,False
L000988,B00865,85745,0.0374,7,2024-01-23,Working capital,Active,False
L000989,B00409,153803,0.0466,3,2023-07-09,Expansion,Paid,True
L000990,B00286,385678,0.0795,7,2024-03-17,Equipment purchase,Paid,True
L000991,B00907,747961,0.0739,7,2021-01-03,M&A,Active,True
L000992,B00706,296517,0.0506,3,2024-04-03,Refinance,Active,True
L000993,B00965,2769829,0.0625,10,2023-01-16,Equipment purchase,Default,True
L000994,B00657,1074241,0.0608,5,2021-02-04,M&A,Active,False
L000995,B00475,358900,0.0568,7,2021-11-03,Project finance,Paid,True
L000996,B00762,511957,0.0636,3,2024-01-27,Working capital,Active,True
L000997,B00830,481748,0.0582,4,2023-11-01,Refinance,Active,False
L000998,B00718,575045,0.0548,7,2021-09-19,Equipment purchase,Active,True
L000999,B00233,358805,0.02,7,2022-10-17,M&A,Active,False
L001000,B00879,9147657,0.0484,4,2022-10-09,Working capital,Active,True
L001001,B00751,575005,0.0843,1,2022-08-07,Working capital,Active,False
L001002,B00790,62619,0.0382,5,2021-01-09,M&A,Active,True
L001003,B00413,400193,0.0526,3,2022-02-15,Project finance,Active,False
L001004,B00263,5159917,0.0462,4,2022-06-28,Working capital,Active,True
L001005,B00280,159361,0.0845,10,2024-01-24,M&A,Active,False
L001006,B00735,74238,0.0726,10,2023-09-17,Expansion,Active,True
L001007,B00234,18382214,0.0506,3,2023-07-05,Working capital,Active,True
L001008,B00455,430039,0.0582,10,2021-07-12,Working capital,Active,False
L001009,B00407,34774,0.0783,2,2022-12-27,Working capital,Active,False
L001010,B00342,1118479,0.0522,10,2023-02-02,Project finance,Active,True
L001011,B00615,125056,0.0678,2,2022-02-03,M&A,Default,True
L001012,B00098,953540,0.0691,5,2021-03-11,Refinance,Active,True
L001013,B00056,218273,0.0478,5,2022-03-21,Project finance,Active,False
L001014,B00942,252630,0.0584,3,2023-12-03,Working capital,Active,True
L001015,B00187,88387,0.0625,4,2023-10-12,Expansion,Paid,False
L001016,B00778,2326297,0.0593,7,2021-02-11,Expansion,Paid,True
L001017,B00953,2163635,0.0657,2,2023-11-22,Project finance,Paid,False
L001018,B00348,25506,0.0406,1,2023-01-27,Project finance,Active,True
L001019,B00133,13097306,0.0468,4,2021-06-23,Project finance,Active,True
L001020,B00237,436274,0.0446,5,2021-01-01,Project finance,Active,True
L001021,B00994,411977,0.0637,3,2021-04-23,Equipment purchase,Active,True
L001022,B00961,91881,0.07,1,2022-07-02,Equipment purchase,Active,True
L001023,B00556,486863,0.0492,3,2021-04-21,Expansion,Past due,True
L001024,B00368,184996,0.07,3,2022-06-22,Equipment purchase,Active,False
L001025,B00035,2100854,0.0581,1,2024-10-19,Working capital,Active,True
L001026,B00439,38814963,0.0488,10,2021-02-18,Equipment purchase,Active,True
L001027,B00713,40678,0.0388,7,2024-09-09,Expansion,Active,False
L001028,B00584,273364,0.0602,7,2023-10-23,Expansion,Active,False
L001029,B00403,201937,0.05,4,2024-03-11,Project finance,Active,False
L001030,B00012,328943,0.0827,1,2022-07-11,Expansion,Active,False
L001031,B00471,228497,0.0585,4,2022-10-02,M&A,Active,False
L001032,B00154,936050,0.0703,3,2022-05-11,Project finance,Active,False
L001033,B00586,248986,0.0343,1,2024-11-02,M&A,Active,False
L001034,B00424,156313,0.0826,4,2022-01-05,Refinance,Active,False
L001035,B00226,147472,0.0721,7,2021-05-22,Refinance,Active,False
L001036,B00898,112568,0.0573,10,2024-06-28,Expansion,Active,False
L001037,B00608,3134558,0.0416,7,2023-03-13,Expansion,Active,True
L001038,B00824,371782,0.0267,7,2021-12-05,Expansion,Active,False
L001039,B00474,1156932,0.0481,10,2021-12-20,Refinance,Active,False
L001040,B00821,3275912,0.0609,3,2022-04-23,Expansion,Active,False
L001041,B00981,238222,0.0698,2,2022-02-12,Working capital,Active,True
L001042,B00932,53980,0.0749,4,2021-11-12,Working capital,Active,False
L001043,B00217,3820432,0.0671,4,2023-09-18,M&A,Paid,True
L001044,B00583,962077,0.0629,5,2024-03-23,M&A,Active,True
L001045,B00052,942603,0.0494,7,2023-04-16,M&A,Paid,False
L001046,B00069,262180,0.0618,4,2024-10-05,Expansion,Paid,True
L001047,B00283,99636,0.0363,3,2023-01-22,M&A,Active,True
L001048,B00740,467299,0.0455,7,2022-01-02,Equipment purchase,Active,True
L001049,B00641,1440582,0.0609,10,2022-03-22,Working capital,Active,True
L001050,B00499,350332,0.0654,10,2022-12-05,Project finance,Active,True
L001051,B00432,117429,0.0447,10,2023-10-20,Project finance,Active,False
L001052,B00643,960209,0.0634,5,2022-01-21,Project finance,Active,True
L001053,B00225,326646,0.0694,7,2022-12-15,Expansion,Active,True
L001054,B00106,444318,0.0718,3,2022-01-25,Refinance,Active,True
L001055,B00049,399037,0.0487,4,2024-04-01,Equipment purchase,Active,True
L001056,B00610,3372987,0.0576,3,2024-08-15,Working capital,Active,True
L001057,B00230,34626495,0.0734,2,2021-11-01,Working capital,Active,False
L001058,B00905,826118,0.0857,7,2021-08-10,Expansion,Active,True
L001059,B00979,340198,0.0683,4,2021-01-09,M&A,Paid,False
L001060,B00069,1675648,0.0722,5,2024-03-05,Expansion,Default,False
L001061,B00430,367815,0.056,4,2021-06-13,Refinance,Paid,True
L001062,B00930,79300,0.0557,3,2021-07-08,Working capital,Active,False
L001063,B00824,281573,0.0565,3,2023-01-10,Equipment purchase,Active,False
L001064,B00038,529096,0.0748,4,2024-07-07,Expansion,Active,False
L001065,B00582,180692,0.0511,4,2021-05-21,Expansion,Active,True
L001066,B00173,4002034,0.0705,3,2024-02-03,Expansion,Active,True
L001067,B00682,816085,0.069,2,2023-11-18,Expansion,Active,True
L001068,B00528,840783,0.0568,7,2021-09-24,Project finance,Active,True
L001069,B00758,481189,0.0579,5,2024-03-21,Project finance,Active,False
L001070,B00616,89727,0.0603,5,2024-05-08,Expansion,Paid,False
L001071,B00738,29350,0.0575,10,2023-08-06,Equipment purchase,Active,False
L001072,B00548,481449,0.0897,3,2022-01-26,Project finance,Paid,True
L001073,B00869,93389,0.0666,5,2024-07-01,Equipment purchase,Paid,True
L001074,B00798,178925,0.094,5,2023-08-11,Project finance,Paid,True
L001075,B00817,443548,0.0382,10,2023-04-12,M&A,Active,True
L001076,B00878,1380073,0.0458,3,2024-12-20,Working capital,Active,True
L001077,B00928,971850,0.0405,3,2021-03-11,Project finance,Paid,True
L001078,B00587,1540584,0.0778,3,2023-09-03,Refinance,Active,False
L001079,B00331,3072209,0.0755,7,2023-10-13,Expansion,Active,True
L001080,B00945,267366,0.0552,3,2024-05-05,M&A,Past due,True
L001081,B00273,1185518,0.0523,2,2021-05-02,Project finance,Active,False
L001082,B00201,1605895,0.0504,3,2022-07-27,Equipment purchase,Paid,False
L001083,B00219,5259656,0.0543,5,2021-08-19,Refinance,Active,True
L001084,B00985,273577,0.0912,10,2021-01-18,Refinance,Default,False
L001085,B00842,980143,0.0482,3,2022-03-04,Project finance,Active,False
L001086,B00095,637175,0.0618,10,2023-06-06,Project finance,Active,False
L001087,B00918,620488390,0.0814,2,2024-05-09,Project finance,Active,True
L001088,B00116,1577612,0.0569,4,2022-11-27,Refinance,Active,True
L001089,B00897,293656,0.0628,5,2022-04-15,Refinance,Active,True
L001090,B00332,551033,0.0469,4,2022-08-01,Working capital,Active,False
L001091,B00048,136642,0.0649,10,2023-03-27,Working capital,Default,True
L001092,B00377,209382,0.0506,3,2021-01-01,Project finance,Active,False
L001093,B00132,838137,0.065,1,2022-06-15,Working capital,Active,True
L001094,B00619,7955854,0.0412,3,2021-04-25,Project finance,Active,True
L001095,B00169,39423,0.0796,10,2022-02-07,Project finance,Active,True
L001096,B00795,57907669,0.0443,3,2021-10-21,Refinance,Active,False
L001097,B00353,418671,0.0682,2,2023-10-12,Project finance,Active,True
L001098,B00241,109293,0.0608,2,2022-11-23,Project finance,Active,False
L001099,B00916,658619,0.0708,4,2022-01-10,Project finance,Paid,False
L001100,B00801,748137,0.0559,7,2023-04-05,M&A,Active,False
L001101,B00036,292515,0.0719,4,2021-01-18,Expansion,Active,True
L001102,B00510,97544,0.0593,7,2021-09-26,Refinance,Active,False
L001103,B00015,782436,0.0443,4,2022-07-04,M&A,Active,True
L001104,B00986,2982825,0.0366,5,2022-12-03,Project finance,Active,True
L001105,B00725,321668,0.0793,7,2023-07-16,Equipment purchase,Active,True
L001106,B00215,31321,0.0635,10,2022-12-05,Expansion,Paid,False
L001107,B00521,10818450,0.0682,1,2021-10-10,M&A,Past due,False
L001108,B00879,978671,0.0433,5,2022-12-27,Expansion,Active,False
L001109,B00982,686087,0.0834,3,2021-07-06,Equipment purchase,Active,True
L001110,B00672,474498,0.033,1,2024-04-27,Refinance,Paid,True
L001111,B00251,86899,0.0438,1,2021-09-02,Refinance,Active,True
L001112,B00848,420593,0.0958,3,2024-11-11,Equipment purchase,Active,True
L001113,B00669,2359125,0.0673,5,2022-01-22,Refinance,Active,True
L001114,B00677,557482,0.0875,1,2023-11-13,Refinance,Active,True
L001115,B00396,297434,0.0816,1,2023-08-02,Working capital,Active,True
L001116,B00960,1898338,0.0471,5,2021-06-03,Working capital,Active,True
L001117,B00785,273705,0.0644,10,2023-06-14,Project finance,Active,False
L001118,B00739,10000,0.0799,3,2022-10-11,Expansion,Active,True
L001119,B00823,233547,0.0724,1,2022-01-09,Project finance,Active,True
L001120,B00638,93869,0.0767,7,2024-02-05,Equipment purchase,Active,True
L001121,B00207,96485,0.0615,5,2024-10-13,Refinance,Active,False
L001122,B00580,2334801,0.0446,10,2024-04-03,Refinance,Active,True
L001123,B00818,13084484,0.0746,5,2022-03-15,Working capital,Active,True
L001124,B00348,60605,0.0829,5,2024-11-18,Project finance,Default,False
L001125,B00964,51779,0.0551,5,2023-04-04,Refinance,Active,True
L001126,B00193,15736,0.0647,1,2023-03-08,Working capital,Active,True
L001127,B00601,167588,0.0574,1,2021-06-16,Equipment purchase,Active,True
L001128,B00468,1134275,0.0557,7,2023-08-01,Refinance,Past due,True
L001129,B00476,4096940,0.0721,3,2023-09-22,Equipment purchase,Active,False
L001130,B00608,1656282,0.0499,4,2023-02-14,Equipment purchase,Active,True
L001131,B00035,417952,0.0666,3,2023-01-01,Project finance,Active,True
L001132,B00204,404196,0.0749,1,2024-05-19,Refinance,Active,False
L001133,B00113,299487,0.0588,7,2023-03-19,Expansion,Active,False
L001134,B00380,2500909,0.0577,5,2021-03-12,Expansion,Active,False
L001135,B00982,393974,0.091,3,2023-04-03,M&A,Active,True
L001136,B00574,151245,0.0664,7,2023-10-13,Project finance,Active,False
L001137,B00306,30733741,0.0584,10,2023-05-24,Working capital,Active,True
L001138,B00313,140107,0.02,5,2024-10-20,Expansion,Paid,True
L001139,B00968,580436,0.0712,7,2023-10-15,Equipment purchase,Paid,True
L001140,B00271,765319,0.0578,1,2022-03-08,Equipment purchase,Active,True
L001141,B00132,5416999,0.0595,5,2024-12-07,M&A,Active,True
L001142,B00904,54709,0.0713,4,2023-02-08,M&A,Active,False
L001143,B00063,15044657,0.0708,5,2021-08-25,Equipment purchase,Active,True
L001144,B00873,345069,0.0336,4,2022-05-21,Equipment purchase,Active,False
L001145,B00600,3593736,0.0475,2,2022-01-08,Equipment purchase,Active,False
L001146,B00444,507614,0.0828,7,2024-02-05,Working capital,Paid,True
L001147,B00145,2993974,0.0698,7,2023-02-05,Refinance,Active,False
L001148,B00403,90586,0.0597,7,2024-04-11,Refinance,Past due,True
L001149,B00569,1823563,0.087,10,2021-10-20,Project finance,Active,False
L001150,B00306,6902618,0.0613,2,2023-07-13,M&A,Active,False
L001151,B00050,3531594,0.0308,7,2023-03-07,Project finance,Active,False
L001152,B00035,1222855,0.0617,7,2022-05-15,Expansion,Active,True
L001153,B00020,360023,0.0782,3,2024-12-19,Project finance,Paid,False
L001154,B00406,361552,0.0699,7,2021-01-18,Project finance,Active,True
L001155,B00725,385684,0.0383,7,2023-07-25,Project finance,Active,True
L001156,B00679,251693,0.0577,10,2024-05-03,Working capital,Active,False
L001157,B00862,207115,0.0525,3,2022-04-18,Working capital,Active,True
L001158,B00835,70947,0.0604,5,2023-07-13,Equipment purchase,Active,False
L001159,B00772,48567,0.0755,10,2022-04-07,Expansion,Active,True
L001160,B00240,159176,0.0617,1,2021-03-11,Expansion,Active,False
L001161,B00011,299720,0.0698,3,2022-04-09,Project finance,Active,False
L001162,B00687,178975,0.0676,10,2024-06-27,Refinance,Active,True
L001163,B00490,148958,0.0571,5,2023-06-08,Equipment purchase,Active,True
L001164,B00216,11238810,0.0549,1,2022-04-24,Refinance,Active,False
L001165,B00030,1680725,0.0598,3,2022-01-05,M&A,Paid,False
L001166,B00817,155218,0.0628,10,2021-02-15,Project finance,Active,False
L001167,B00300,342798,0.0735,1,2023-01-15,Equipment purchase,Active,True
L001168,B00560,151822,0.0683,4,2021-08-21,Equipment purchase,Active,True
L001169,B00638,677388,0.0664,7,2022-05-02,Expansion,Active,True
L001170,B00943,456795,0.0628,4,2024-11-05,Working capital,Active,True
L001171,B00325,135405,0.0568,5,2023-07-13,Equipment purchase,Paid,True
