borrower_id,year,revenue,cogs,ebitda,ebit,interest_expense,total_debt,senior_debt,cash,equity,accounts_receivable,accounts_payable,inventory,capex,operating_cash_flow,FLAG_EMPTY_EBITDA,FLAG_INTEREST_EXPENSE,FLAG_CAPEX
B00539,2022,505802418,257379763,221776220,211660172,35020244,463844296,372485598,0,503671174,77411889,70249194,57390347,7944982,309580818,0,0,0
B00539,2023,461763144,229286657,203746293,194511031,24049138,318531627,258936132,15836725,781937794,107065338,18029753,72262965,7363166,254627927,0,0,0
B00539,2024,462630602,232944450,197675971,188423359,16145373,213845996,93341338,27181643,283704644,48467815,55898288,57291094,7160354,253443535,0,0,0
B00540,2022,354870413,207650371,NULL,121660545,214557,0,0,0,610019568,73258252,17044568,49341278,8307053,165859709,1,0,0
B00540,2023,356812002,206621433,142334538,135198298,224980,141675894,90808917,0,493170108,58073543,60066921,13420104,26614590,140007591,0,0,0
B00540,2024,367308045,224552744,NULL,116215224,139291,0,0,20495998,473277603,68981524,49911165,59005026,13721061,80388467,1,0,0
B00541,2022,70593620,42164239,NULL,24943055,36739,46826484,30523119,60718,142781716,7308325,6024522,15180292,5612624,34876418,1,0,0
B00541,2023,89759064,54235942,34661432,32866251,9061,97722413,68517956,0,163635259,20141456,6617114,19964316,3624590,29173419,0,0,0
B00541,2024,84161050,51385249,32219415,30536194,53217,92428889,51515152,613019,172437346,17000274,12404820,25639627,1669437,29354187,0,0,0
B00542,2022,1219070799,754113562,417245883,392864468,52343729,761892049,398085816,9130369,2491467047,73050039,65261769,73152180,17756058,450650142,0,0,0
B00542,2023,1260448528,781301259,411709016,386500046,12499384,181935471,105555887,0,2197778404,148710785,168558986,231302716,16884488,549935240,0,0,0
B00542,2024,1094297020,652739088,396932631,375046691,44842438,652706602,334163325,26826008,1683754667,233546645,116060259,222103094,61970770,498717111,0,0,0
B00543,2022,191516384,108850247,82313336,78483009,10578942,145515017,97179399,2436266,435035599,37582779,23417065,48884109,7449987,74735024,0,0,1
B00543,2023,180425757,102737175,69418126,65809611,7621992,104841703,75330793,0,425860543,21018787,7735121,31218338,6935491,74444618,0,0,0
B00543,2024,182447787,98521730,75568042,71919087,9845764,135430039,64773463,14206127,232427598,35683239,11373534,6392424,7164163,71042507,0,0,0
B00544,2022,298873874,148669653,143659485,137682008,7645499,121507121,100980059,64439741,509031689,24413781,12743543,44730127,11118108,131423253,0,0,1
B00544,2023,262372875,129527172,117200738,111953281,1828001,29051749,11791503,3363185,627902874,51978743,35333148,27510828,11514065,157540266,0,0,0
B00544,2024,259647539,137555541,105592046,100399096,15241999,242235516,215005699,20859941,251927819,25832377,9549998,59897444,7916027,67546200,0,0,0
B00545,2022,371907564,243157421,123362047,115923896,6760846,108000734,66807175,9905427,97091229,63407222,38155328,27643505,17522950,153058814,0,0,0
B00545,2023,384213573,253085760,116245177,108560906,11730338,187385584,140144609,20301380,392412308,93197927,46722452,14465763,16581440,69968253,0,0,0
B00545,2024,423862951,279225270,122780029,114302770,5259285,84014134,40327241,23604947,886229128,51328690,71278956,22694455,11474027,148768396,0,0,0
B00546,2022,90469755,55029701,32301430,30492035,3340509,59664537,51607067,0,146874111,14091702,7791148,22284534,6686994,38847425,0,0,0
B00546,2023,84059707,51367302,28849712,27168518,4090343,73057266,47021894,9501654,188511715,8953907,5449046,25596881,2061906,32668969,0,1,0
B00546,2024,94567344,60205110,33609922,31718576,0,0,0,7010979,193655643,6438933,12185926,19113083,3162114,23806810,0,0,0
B00547,2022,301654295,150213641,149908291,143875206,8095809,149094080,62460401,17052466,82291242,57172485,27644397,32537639,17282544,156336870,0,1,0
B00547,2023,269996006,128204518,122159959,116760039,12044903,221821417,89845643,13694516,271052338,57727607,7253007,18080794,5634861,145402668,0,0,0
B00547,2024,307158988,158447778,129170373,123027194,10754456,198056277,110735316,6603859,193484315,65533291,24252417,48680436,3782929,159305771,0,0,0
B00548,2022,979651503,579715269,385446024,365852994,78845971,997823277,514965391,0,2107034540,110107642,87295004,55005997,19923425,316195751,0,0,0
B00548,2023,803881985,463173492,288432501,272354862,16865876,213443549,139816151,7843054,184815980,191867413,74728854,123547946,16921731,374431002,0,0,0
B00548,2024,741803177,436606478,304024864,289188801,36809702,465839628,237099294,19094322,1589932409,106213435,113267699,130991701,48760017,272857453,0,0,0
B00549,2022,4220123083,2001385006,2031006690,1946604229,126578679,2221874952,1817337552,336369128,4768354616,858528336,556323947,519405846,197626105,1755346935,0,0,0
B00549,2023,4427374129,2182801050,2054579653,1966032171,66074705,1159829870,666608686,337411336,2663412914,910565949,245171707,391331194,150800706,1483821634,0,0,0
B00549,2024,4074341380,1988415506,1821192687,1739705860,0,0,0,0,7006036894,830369412,276389020,333868109,181733798,2240386187,0,0,0
B00550,2022,255966068,154794147,91167471,86048150,153027,71401408,38821185,0,344197004,21036383,17298773,57317383,5037431,122247830,0,0,0
B00550,2023,284685431,161826385,111041158,105347450,0,0,0,47300501,93530623,57586118,13260798,78351404,18775035,110407599,0,1,0
B00550,2024,316291726,190254040,111242279,104916445,131358,292396469,178939241,44535169,243775069,30884589,53601715,29609871,24470969,85454172,0,0,0
B00551,2022,988915444,552019006,NULL,360651127,677430,767438524,522452679,135145066,227168641,192357951,58883414,233456476,48225733,528720183,1,0,0
B00551,2023,1099583354,588714852,441368879,419377212,823686,695842693,370881966,59538414,1539097759,123528781,174633105,47903810,54832270,356702644,0,0,0
B00551,2024,1040989688,592401540,438254091,417434298,612203,783614261,493291937,78025176,2353293071,128514805,90102336,97786145,43061532,608822654,0,0,0
B00552,2022,1218216569,759975491,NULL,360492531,20870776,333019481,271310959,46843744,1550724067,125049955,51460874,256930484,15789463,474480438,1,0,0
B00552,2023,1149176768,712352525,348045185,325061650,33579432,535802070,471271101,67988862,1089124598,178465301,56207384,213989137,54634083,445167587,0,0,0
B00552,2024,1184506508,695263071,404186175,380496045,19117001,305035799,144912748,13566862,1631078762,265921422,137291437,307792017,91401999,366400077,0,0,0
B00553,2022,36984982,16498126,19952307,19212608,11891,42069081,35104936,1305192,63280785,6534419,1279357,5095740,1080373,16676341,0,0,0
B00553,2023,39212242,17247899,20084970,19300726,12508,30129913,16014605,3582830,52312843,3129158,1102107,2969415,2399122,21704889,0,0,0
B00553,2024,43412284,19399070,23388293,22520048,41654,23908516,10567740,6427983,16656168,9390100,4023485,3406615,2735072,16572669,0,0,0
B00554,2022,3138443649,1569206538,1429960070,1367191198,88250725,1700399332,1285839951,112769905,5961126534,614967017,104017340,634027543,126336449,1401715018,0,0,0
B00554,2023,3643154792,1808176949,1601666429,1528803334,266352701,5132036635,4193610434,53187903,3302625134,767858513,517162272,287373557,41895407,1476526749,0,0,0
B00554,2024,3740548510,1940239829,1763488126,1688677156,0,0,0,159346808,7875743279,372849860,123561738,589977899,120499571,2063189599,0,0,0
B00555,2022,217202046,100651857,114311861,109967821,5169794,68474093,42406472,16672863,314660015,41360731,19421136,25746815,13811516,103160293,0,0,0
B00555,2023,240792529,109510853,127308986,122493136,0,0,0,10942345,345087071,53675903,27303205,21331010,3881559,92894128,0,0,0
B00555,2024,277224601,119983195,153666089,148121597,11917947,157853608,71495871,5215465,196287868,57523171,20843467,26135804,6370752,198693954,0,0,0
B00556,2022,376501805,187865476,171693861,164163825,13413476,272631630,152797105,0,636706233,57075875,25033665,27880346,5900936,210481710,0,0,0
B00556,2023,395529263,205579099,163008289,155097704,6198982,125995564,110570257,0,950100951,65243967,59916785,82953116,23975376,206090021,0,0,0
B00556,2024,423969577,203518445,219263838,210784447,3011346,61206220,28394516,0,107642722,32917022,53801481,79399543,27949135,180025542,0,0,0
B00557,2022,35458296,23389575,9288993,8579828,27747,32013839,16272883,3752396,80910873,5133799,2909990,8061804,880168,12317692,0,0,0
B00557,2023,36033451,24236535,NULL,9617185,21507,1647605,781902,1517229,8958687,7319998,2404960,10663471,416481,10603592,1,0,0
B00557,2024,29532061,18783022,9890105,9299464,22189,29900526,21496140,3193646,30647820,6113519,3890122,5929324,1988727,7869659,0,0,0
B00558,2022,2028824763,705528953,1234932027,1194355532,989295,1106766299,583273290,0,4637361104,217116048,185474879,176543519,122279233,850524744,0,0,0
B00558,2023,2224103037,779684945,1369145312,1324663252,1785367,1802561517,956322390,36212430,2926207061,194812618,133657177,219922480,119129414,1772915897,0,0,0
B00558,2024,2593494979,899363725,1498015627,1446145728,2126387,1999672162,1091852406,83710212,1341753905,141436035,111898911,132448144,44489238,2038602490,0,0,0
B00559,2022,403371564,243557952,NULL,151743419,13728150,259212473,188258374,3589863,217589350,59572554,70868053,103857933,24458638,162078262,1,0,0
B00559,2023,366677743,205522312,152337565,145004011,23593554,445489266,348518277,20086136,581968246,48119996,20385447,44884086,17016341,95650399,0,0,0
B00559,2024,389396957,241554491,NULL,110578279,9724053,183607831,109550732,12334416,279777851,72115888,17184072,60309794,11535860,127400201,1,0,0
B00560,2022,326896020,214252129,99059581,92521661,17210374,304300730,141517064,25228225,777697634,52133187,28709962,43370858,20453891,113217957,0,0,0
B00560,2023,300621343,200413310,81381878,75369452,4795243,84785840,46567805,2685849,162732990,40693046,23095057,90634807,17508119,97258638,0,0,0
B00560,2024,285626750,194739768,75825139,70112604,1439593,25453789,10790544,14333851,506157006,21203356,12529028,48459102,17612272,92134728,0,0,0
B00561,2022,279164948,182871194,86357262,80773964,5566432,83098525,38725648,13927850,334426919,43578028,52460827,26894978,12056384,67420114,0,0,0
B00561,2023,316454532,206455384,95389797,89060707,36368799,542931856,420807317,49208781,659367748,56014847,43417834,78108192,4321679,86401064,0,0,0
B00561,2024,353771690,221045959,113053152,105977719,25416446,379429588,273776285,0,407873156,84061544,53882539,37702863,15064037,147243545,0,0,0
B00562,2022,383018637,193900568,173102795,165442423,200032,217717296,166093618,0,546855959,84323905,39598270,47385079,28634988,108887842,0,0,0
B00562,2023,492057579,244898497,208344811,198503660,310173,539205695,454420376,0,1200506192,90261168,38313034,109025230,28448618,231335195,0,0,0
B00562,2024,464225228,238587675,212560620,203276116,361334,0,0,16700554,623765419,43249231,43041382,15625093,28147036,149129820,0,0,0
B00563,2022,230254963,128972572,91368358,86763259,9367819,138988406,95907286,18541657,174768819,38648307,19365155,55524023,8380799,102243323,0,0,0
B00563,2023,234569272,127033679,103597840,98906455,15683144,232687597,186536160,19687886,584068974,25326653,37622570,24667202,2538184,92592770,0,0,0
B00563,2024,231648141,123410039,106403279,101770317,3621752,53735191,37715985,2934784,449185039,34631327,11905953,9389530,7400551,132447683,0,0,0
B00564,2022,77659252,46590826,25975449,24422264,1220424,16100576,10764755,6613031,90682636,14816572,12353614,8767088,5695061,30275981,0,0,0
B00564,2023,86320790,51779740,32903714,31177299,0,0,0,3207346,166662968,16247276,13445946,14700708,2790274,33827245,0,0,0
B00564,2024,70818023,41146522,28605980,27189620,1910928,25210129,10545085,3856403,24681436,13067499,6243849,11206330,2410498,22967998,0,0,0
B00565,2022,115730190,62367994,50587363,48272760,0,0,0,19621891,50373370,22066453,11998672,25836836,3065306,62386930,0,0,0
B00565,2023,110433119,60120325,42956819,40748157,916877,45843862,33980132,9358280,87242428,13588209,16378599,16542884,5744468,32278675,0,0,0
B00565,2024,94831822,51778988,35789301,33892665,817823,40891163,29067328,8035399,209182052,22463959,15453312,20366266,1446252,46424793,0,0,0
B00566,2022,4177351155,2086119137,1890002533,1806455510,1874541,2030135426,1547091577,0,7249235199,860527520,352826758,583813869,315382687,2088352528,0,0,0
B00566,2023,4702884994,2436184748,2185419356,2091361657,3476760,3266774328,1888989051,0,9217433003,1051959765,339544711,277861928,209689712,3032188140,0,0,0
B00566,2024,4188298926,2079798225,1988190922,1904424944,1331697,3100138590,2094015438,161778659,6412755816,216335060,443402455,390707961,192406867,2037605232,0,0,0
B00567,2022,1210728023,703660803,494621699,470407139,46623912,1045413528,536095865,125247047,244474584,221789953,62833044,338213387,63331378,632978001,0,0,0
B00567,2023,1284251278,801849540,418465263,392780238,0,0,0,0,2056749965,168151278,52380321,177666714,33303341,531813955,0,0,0
B00567,2024,1409576624,838641197,562550175,534358643,53437453,1198188510,680161718,96485785,2248004935,175816376,84468179,164854224,76840463,659911561,0,0,0
B00568,2022,129464314,65282874,61540705,58951419,8463989,144190614,92877083,13179238,162068023,11940497,6011568,7785701,10282729,77339027,0,0,0
B00568,2023,113842981,57868343,52497579,50220720,448119,7634046,4876908,10452164,211504573,7545632,8100943,6355864,5851529,71770196,0,0,1
B00568,2024,115547830,56598163,50596391,48285435,4051403,69018790,30015331,23232350,160121465,8787626,10176346,9097072,2321755,42012123,0,0,0
B00569,2022,2694571201,1331002286,1277329837,1223438413,221679123,3555774744,1739290787,0,3276879504,594412233,93345544,619273876,191255139,1640939165,0,0,0
B00569,2023,2751535885,1317208770,1416000988,1360970271,119273227,1913164939,1297934631,0,2263634697,222021470,207695421,530849599,164668980,1869483065,0,0,0
B00569,2024,2499346326,1285372619,1163151120,1113164194,114870423,1842543149,1540139727,159401233,3175895550,578277675,206962909,586482746,160927802,904138695,0,0,0
B00570,2022,449460572,219734168,214432398,205443187,28276611,439077816,330290897,10440363,714425793,84068000,15897062,51764505,23594588,277486322,0,0,0
B00570,2023,409949983,210222462,176950195,168751196,15915399,247133523,173327146,41002351,250613680,65047260,25389678,64460471,7701012,139007225,0,0,0
B00570,2024,495767907,244999225,229513948,219598590,18831436,292413610,166777699,85939590,663785175,105469679,29497947,58713972,11988079,202190581,0,0,0
B00571,2022,460324034,223609650,234116018,224909538,246157,542482990,228873843,11251768,881190733,85611978,14794514,75141368,14226732,173673877,0,0,0
B00571,2023,404502066,199262440,181530145,173440104,287138,361895055,322222843,0,423055697,88071187,29733104,50822643,15710035,143100749,0,0,0
B00571,2024,420163511,201841693,184864726,176461456,193376,576130570,394668474,52045130,166096426,77046250,29498128,89854159,19660713,123417860,0,0,0
B00572,2022,74548173,43701364,26691178,25200215,0,0,0,0,44890242,15003817,7652136,3795444,5805625,31692243,0,0,0
B00572,2023,81541569,46634614,33650383,32019552,4451387,79489061,42819216,4443362,104125307,17909888,6956243,12870298,1065066,25785273,0,0,0
B00572,2024,72221352,43225600,26845622,25401195,1411487,25205130,13674988,0,106837613,4354167,4592394,9065888,5414794,29493206,0,0,0
B00573,2022,90187899,55334247,30111081,28307324,455740,10446499,9386800,5805003,121516690,10273398,9730197,9332721,1093629,39494206,0,0,0
B00573,2023,109609425,64908597,37505993,35313805,3404233,78032054,58196943,5650383,102569180,25678950,4365007,9513885,3714501,45970694,0,0,0
B00573,2024,121996432,72961383,43130961,40691033,1241526,28458348,20725465,0,68734786,19456742,14381478,26888829,2940114,29224007,0,0,1
B00574,2022,91635189,45687191,42871354,41038651,3717029,62250224,47999244,0,105160826,15818963,9100484,20711900,2067069,42062986,0,0,0
B00574,2023,98125629,52410293,44510420,42547908,3407200,57061423,49700894,0,190106521,14972690,15665038,18798093,1449433,41017621,0,0,0
B00574,2024,125321049,64027966,51343103,48836683,1061664,17780019,12910455,6005745,45456762,30666644,15343230,31499630,2318439,31454702,0,0,1
B00575,2022,126374984,63135209,58855805,56328306,1898134,34139099,27809122,13903898,214444099,31283109,5975069,4610621,8792349,51249341,0,0,0
B00575,2023,141687882,70583133,70811059,67977302,3075356,55312150,23770271,23878130,116056917,27424522,11968498,30784712,3021015,85374325,0,0,0
B00575,2024,133569116,66973250,60146003,57474621,256605,4615191,2073068,2725002,224055554,10494640,17384648,32303328,2605297,54182067,0,0,0
B00576,2022,3436877610,1803405923,1612156282,1543418730,75049842,1305214644,594570676,266020212,8078018994,642715222,107558423,205397563,45875604,2223591322,0,0,0
B00576,2023,2217380635,1102634276,NULL,1048292131,107528155,1870054874,1232136937,0,5316101049,326178158,61475862,165131623,89043006,1246824678,1,0,0
B00576,2024,2191609595,1133640673,1038684487,994852296,92200796,1603492111,1099446341,266628007,1840467378,529451616,78462484,259222375,123296695,1409007165,0,0,0
B00577,2022,948113415,475148211,431371939,412409671,45466547,956205878,595235678,11261931,1225987175,59689825,75787334,41039935,29362454,302609647,0,0,0
B00577,2023,846131062,414231592,427434648,410512027,16758560,352448875,218449154,106163140,1217835105,81018323,96919391,76119626,53262053,388850655,0,0,0
B00577,2024,870595586,448352978,377655752,360243841,26451303,556296724,498911540,79546816,1321753919,157817408,106436105,188220880,37809489,431613358,0,0,0
B00578,2022,89985606,44351416,43022307,41222595,4809185,72756208,52292990,536570,83742321,15929790,10762394,6547811,4562053,54196607,0,0,0
B00578,2023,109184873,51496026,54775643,52591946,8421338,127402997,58557501,11000462,252741555,11569415,2990972,8477936,4362316,39677041,0,0,0
B00578,2024,136817866,67382845,66444149,63707792,8078265,122212778,81366447,7607965,123412578,12883161,18395396,33288896,3780038,78241107,0,0,0
B00579,2022,24624322479,14588653076,8324071416,7831584967,295337064,4347848667,3279008290,3786867305,24039584210,3636298805,3314518800,1009798250,811771994,8631627226,0,0,0
B00579,2023,25975687135,15382206400,10124327680,9604813938,1336745077,19679092183,15088579878,0,15052201654,6259508674,2553488476,2040288989,1565593554,10998243086,0,0,0
B00579,2024,32265454501,19371727035,NULL,12222958783,900754981,13260598908,7669756124,4964031689,58137625710,7989503467,1412520547,4648336294,2447119068,8882175639,1,0,0
B00580,2022,1494754255,791302310,658351504,628456419,53117221,936426364,551291624,0,1988848387,133313382,108843979,394375537,53459823,612377060,0,0,0
B00580,2023,1530669771,836804342,575235645,544622250,107531501,1895719135,1381074438,0,1475461727,289061807,156469630,296004876,53898914,434274879,0,0,0
B00580,2024,1601414668,869794643,683112232,651083939,11649789,205379145,177370929,227989700,3973847120,287911553,174426706,372595793,73883228,885043432,0,0,0
B00581,2022,2335481149,821905239,1493957358,1447247736,158355007,2038765852,1719462544,119088248,1049517929,408427749,151662914,328279799,72525459,906073965,0,0,0
B00581,2023,2255147907,775471837,1312680408,1267577450,4734026,60948948,45911464,109336168,3037414666,390532886,98978793,129430129,98937722,1480291832,0,0,0
B00581,2024,2106250668,735381203,1341258719,1299133706,181495139,2336687030,1255161352,0,1270452335,476442480,101160744,104084472,163336274,838049356,0,0,0
B00582,2022,245642457,102103717,129226089,124313240,0,0,0,14752805,390679956,39473983,9918729,6970230,10390269,132125604,0,0,0
B00582,2023,250557611,110512188,133900757,128889605,15133594,255780694,189202725,0,595986480,16136887,26976558,24692542,17056305,133355287,0,0,0
B00582,2024,232239939,104080317,112899725,108254927,10730634,181363993,105994385,10278012,476600495,14725526,6834137,25723313,11841894,122702400,0,0,0
B00583,2022,107889451,54461193,49202283,47044494,0,0,0,740379,252542488,12047796,5184978,17317075,4792150,31960553,0,0,0
B00583,2023,145867408,74997228,64697536,61780188,0,0,0,5616615,142430724,16880038,21570882,36827277,11396158,75296915,0,0,0
B00583,2024,159846444,79306609,71582608,68385680,10123560,160946900,104024366,0,258624049,8271448,19486903,37942131,9088250,91736685,0,0,0
B00584,2022,241661793,112715156,112215939,107382704,7390142,121801409,88845891,18616828,523689968,29472980,12781405,18630177,16295726,108900650,0,0,0
B00584,2023,275550116,128893241,134498672,128987670,5620401,92633230,42879251,28126694,153292264,42621837,14343628,36130631,17222097,109318490,0,0,0
B00584,2024,251066910,117376999,121488723,116467385,3682525,60693916,47285242,14095375,210421608,31888396,13063382,34568777,14949473,150958617,0,0,0
B00585,2022,290680199,175311789,NULL,88705589,21299926,278430408,192065403,10085983,361853860,15202664,40212487,14867596,8795255,129430372,1,0,0
B00585,2023,282981573,165396800,113719303,108059672,17559364,229534169,129534736,0,689719175,29714346,40757444,29676561,8284587,73463825,0,1,0
B00585,2024,303605551,182491111,98125177,92053066,25782665,337028295,144958429,20831960,309418208,27334145,25451921,38220573,10565346,83181374,0,0,0
B00586,2022,775977721,377261061,374533262,359013708,29535235,725882093,335197593,40502953,1499164630,131819845,74376086,177537443,59684979,297780831,0,0,0
B00586,2023,842825538,436518077,383033818,366177308,7530252,185069620,162488052,78146062,1414801202,123542925,92123914,140184930,60346309,402173357,0,0,1
B00586,2024,870871588,446305197,372920421,355502990,12539236,308174525,131621155,197220092,1441087599,207511344,67194793,201936180,58276196,271998097,0,0,0
B00587,2022,393300269,233526584,129316503,121450498,15371533,209423925,113403987,9915127,455164328,56082825,20125353,76764454,10088040,90203813,0,0,0
B00587,2023,358543294,212769328,130523480,123352615,8469900,115395105,63199333,5073442,744529823,22075895,45119511,98090184,14830764,172449076,0,0,0
B00587,2024,327360659,197685049,114103273,107556060,30528397,415923170,356908380,10250162,577490814,30091461,50412442,94531015,12675156,132139776,0,0,0
B00588,2022,132200738,70506833,52708167,50064153,7872133,123557899,51494879,20639768,45172450,13505428,16654763,7549606,3216997,69896359,0,0,0
B00588,2023,170632910,96183349,67940094,64527436,4751609,74579381,39121743,337905,192299225,32228637,14527392,6398950,11735601,58069944,0,0,0
B00588,2024,226125685,126198280,97619616,93097103,13369192,209837564,147980523,17261498,528478577,34736835,29548340,58383388,8947184,60633657,0,0,0
B00589,2022,343896106,173163590,NULL,163593302,0,0,0,0,187433766,70735922,24219075,85548337,22907685,190412751,1,0,0
B00589,2023,348833619,178140114,156361594,149384922,5759397,89246911,48496674,4098746,248011191,66140223,21709181,9959621,26240537,133040435,0,0,0
B00589,2024,392229081,195026073,192323951,184479370,19054757,295270168,152294421,0,338184272,22153597,10551073,54827437,5509109,147615182,0,0,0
B00590,2022,1001997029,346210711,645656660,625616720,2596455,48445328,25247466,0,819548720,76838257,31446892,111841675,30514194,593841561,0,0,0
B00590,2023,921285982,320439827,572927455,554501736,9247747,172546838,128819484,65802996,801965328,105628149,27305049,109222563,60482061,779292062,0,0,0
B00590,2024,884380969,319704115,512645369,494957750,55267143,1031188574,496482098,0,1360205920,194401488,85013572,85528906,23438087,650722902,0,0,0
B00591,2022,1686984753,973087462,706762745,673023050,22100976,746654610,322106067,0,2716715378,397013786,184955523,79451841,126737121,499237363,0,0,0
B00591,2023,1809025230,1013790834,690250254,654069750,70520893,2382462599,1109214089,0,2740859382,252302485,222951755,498910459,63806270,754699470,0,0,0
B00591,2024,1864149893,1005975150,712845640,675562643,38275048,1293075962,1153457429,95353458,1726826491,142332674,286246465,454789540,99027804,446190267,0,0,0
B00592,2022,186213874,64986612,110687520,106963243,89884,1109680,707463,18035750,360447055,27634755,17013451,24101087,2870518,120147796,0,0,0
B00592,2023,157502931,57525763,96838303,93688245,6728633,83069547,51758827,11488525,275724800,22367350,13728695,23035981,6872154,63971987,0,0,0
B00592,2024,159610028,55633864,96203755,93011555,5480247,67657368,48653799,16815309,303726749,9103915,8131088,17906557,11072163,112963963,0,0,0
B00593,2022,435085917,193159473,217325406,208623688,19600605,287398903,124611300,22602685,195988038,93918797,10649087,48812302,27927416,164344744,0,0,0
B00593,2023,417904495,182668074,229114804,220756715,7129030,104531229,52272803,30897472,1013370124,97278351,48612391,52775679,12889272,266830249,0,0,0
B00593,2024,357524219,167317648,NULL,154847532,14839398,217586482,123736046,10329320,276299344,65200750,35905251,11156779,27293013,144094388,1,0,0
B00594,2022,422420056,191969709,203467204,195018803,9118154,206760867,83244092,27389848,384297057,62394618,44736135,66704054,13475171,210303049,0,0,0
B00594,2023,445141619,213390586,213865981,204963149,27198159,616738290,410033828,18233095,862740928,52052772,28373187,99653877,26221959,287257649,0,0,0
B00594,2024,490499539,225027010,254649245,244839255,0,0,0,49949633,622278351,51786719,15561354,79136337,38461825,229981777,0,0,0
B00595,2022,2113273089,1240155193,800799140,758533679,170506108,2307254501,1055422052,0,706625690,498978356,309787261,217275114,115628694,860053330,0,0,0
B00595,2023,2335049725,1418784091,740356622,693655628,19449432,263185819,210817224,183154389,3123785485,491593625,393620860,426591195,26177185,928708303,0,0,0
B00595,2024,2467799181,1466537455,827254696,777898713,174489909,2361162508,2061382579,544785850,2809893791,541995823,330209637,711962750,98725702,1097023040,0,0,0
B00596,2022,144202152,65862772,68948667,66064624,11215789,138637693,104259851,8633763,302952774,29392148,7848315,9392617,4051171,49454364,0,0,0
B00596,2023,175765659,76327028,95147313,91632000,10836321,133947104,77428019,2474098,278058435,14563758,11394998,11126552,9911992,103932899,0,0,0
B00596,2024,168517306,73671138,83280198,79909852,7405981,91544881,81112537,0,138652997,14869642,7748056,27159794,12474980,54976364,0,0,0
B00597,2022,347994981,206933486,114684738,107724839,294576,68236936,39912965,21251772,697303839,51810395,46520949,10783377,5258261,131306099,0,0,0
B00597,2023,324564931,185848137,128161558,121670260,141508,233739718,190814395,24825022,283451690,33103738,47450035,55473956,7914465,77157999,0,0,0
B00597,2024,308095725,184519581,115867911,109705997,210737,116593652,98778344,13069050,161242421,36075280,28651457,76492147,6038676,118784310,0,0,1
B00598,2022,60569620,21335098,38797739,37586347,20952,45131049,29194808,7928625,22152527,4313364,2374807,5995770,4791709,48179534,0,0,0
B00598,2023,64769458,22269152,NULL,40793113,34288,71983567,40676028,5509428,52462697,8386062,4144498,6924948,3058573,53742219,1,0,0
B00598,2024,86777445,30325811,51384157,49648609,49594,78474209,67419807,10858929,134717502,15414293,6860814,4057298,5443295,43158155,0,0,0
B00599,2022,2799171218,1828709341,758874327,702890903,145973452,1798704377,1437120717,217028493,1320358441,277033848,249497607,898856344,181174839,993010047,0,0,0
B00599,2023,3495511499,2264675208,1184663904,1114753675,355705371,4383049108,3677310594,59787837,1184024732,467762215,226753823,918476111,176820124,1052543409,0,0,0
B00599,2024,3490930365,2303843596,1171053198,1101234591,96557334,1189792377,871636310,154385351,4710809630,367873959,282459923,584607378,237144039,1098963706,0,0,0
B00600,2022,2780911603,1892012090,723511034,667892802,74533795,1569132518,1167812076,222717122,4620945973,357727310,435694208,598590977,175741840,546192199,0,0,0
B00600,2023,3331566949,2091290203,1092579114,1025947776,66264178,1395035328,651090729,0,1133621597,346920621,581123125,129906537,37240339,1271121267,0,0,0
B00600,2024,3130157165,1956657107,1050084087,987480944,0,0,0,168962309,5775996674,229695355,567262390,135279178,208022779,1238755798,0,0,0
B00601,2022,193356643,97953774,81877912,78010780,6961484,105170367,51337171,17116885,444182375,23551637,16242000,35692239,13024371,55688623,0,0,0
B00601,2023,198726897,94266936,89163294,85188757,13968652,211030894,135268119,25898914,343980358,34839473,13472426,31441149,3423885,82712017,0,0,0
B00601,2024,218837219,109954688,101459859,97083115,8940145,135062909,106519053,0,262207078,20515055,11627204,50338850,14150744,63844441,0,0,0
B00602,2022,711248746,390496168,291808602,277583628,408221,221576288,141845649,79522917,1284007579,45743656,100807143,26831589,20176079,353220834,0,0,0
B00602,2023,747240278,414331176,289222603,274277798,180528,72614724,60460308,41566756,1809023475,52326297,76739214,45412966,54024319,309525656,0,0,0
B00602,2024,704609937,378661304,298911005,284818807,274818,923764792,594670910,40776648,447646916,135021755,30138006,156854115,26558163,335428504,0,0,0
B00603,2022,1323173140,668212569,600444621,573981159,77252957,1404599219,913138387,127157649,935050920,281974031,141741583,127775204,38783411,600410482,0,0,0
B00603,2023,1415817664,702428468,NULL,572039122,78154111,1420983844,603494359,61845533,763503851,318086727,109013880,145130095,35753553,764228996,1,0,0
B00603,2024,1418774331,698728606,619246855,590871369,80383701,1461521844,922987268,8760810,2834407097,207597683,196615208,286611849,40038141,584756180,0,0,0
B00604,2022,4443344919,2246308075,1948962425,1860095527,230482623,3131557373,1966212237,441198031,2364688909,372300520,384317873,580456365,206914160,1961264943,0,0,0
B00604,2023,5262252324,2548877695,2542679181,2437434135,172135536,2338798049,1162845848,0,8537696298,765802678,365964026,672419595,207789672,3265136766,0,0,0
B00604,2024,5169097139,2605441785,2308803727,2205421785,34050706,462645459,397667381,663801690,3137512361,579236917,374428733,889780063,394137423,2481405945,0,0,0
B00605,2022,49547027,30255537,NULL,14690012,2447616,35863087,30356258,0,96607144,8910422,7854367,11449204,2332492,15945199,1,0,0
B00605,2023,50100694,29212676,17898340,16896327,4684142,68633217,54083451,3794564,95483123,11531399,4188038,3781420,3161554,19164552,0,0,0
