borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score
B00511,NULL,NULL,2.20826667,1.20530000,0.50420000,0.53413333,0.68445000,15.60900000,18.78900000,28.80900000,25.62900000,1.59823333,0.41520000,0.35120000,0.06886667,6264988.527227271,NULL,681
B00512,NULL,NULL,1.04213333,0.78536667,1.10600000,1.14460000,1.07573333,12.87600000,17.07600000,29.94300000,25.74300000,0.42726667,1.24200000,0.57270000,0.12066667,25504765.698386587,NULL,720
B00513,NULL,0.9971,1.12720000,0.69640000,0.28876667,0.29870000,0.40010000,15.77100000,10.68600000,19.06500000,24.15000000,0.53726667,0.61510000,0.57610000,0.14035000,41191774.79045863,Active,683
B00514,NULL,1.0236,2.85166667,2.14040000,0.37303333,0.39263333,0.34903333,10.05000000,21.00300000,19.04100000,8.08800000,0.51793333,0.48743333,0.38643333,0.08240000,110122082.20058095,Paid,726
B00515,NULL,NULL,0.98956667,0.66746667,0.86226667,0.91066667,0.79836667,15.40500000,18.99300000,16.91700000,13.32900000,0.31663333,6.62955000,0.36013333,0.42770000,176433777.41377106,NULL,672
B00516,NULL,NULL,1.03850000,0.74446667,0.82190000,0.85566667,0.78806667,12.63900000,10.73400000,20.73300000,22.63800000,0.69150000,1.45106667,0.49093333,0.10646667,1359112364.250059,NULL,728
B00517,-4.9415,1.5043,0.93393333,0.51033333,0.07630000,0.08176667,0.10610000,10.75800000,11.44500000,19.59900000,18.91200000,0.44126667,0.75850000,0.29440000,0.17965000,9767519.215189034,"Past due",751
B00518,NULL,1.3013,0.65013333,0.30460000,0.39043333,0.41196667,0.36943333,17.32500000,15.56400000,22.84800000,24.60900000,0.12976667,8.02276667,0.37143333,0.33650000,302983880.43038696,Active,678
B00519,NULL,1.3461,2.32140000,1.34686667,0.69153333,0.73700000,0.64890000,15.93300000,19.84500000,17.42400000,13.51200000,0.58313333,0.52010000,0.30500000,0.05986667,2729141.7872413667,Paid,553
B00520,NULL,1.4162,1.83620000,1.33930000,0.36600000,0.38500000,0.33613333,12.96300000,17.25000000,21.54600000,17.25900000,1.10316667,0.81713333,0.37536667,0.08300000,22273141.416902963,Active,677
B00521,NULL,0.4130,1.25013333,0.89093333,0.39803333,0.42456667,0.39716667,11.68800000,15.38700000,14.91300000,11.21400000,0.20386667,1.14426667,0.31170000,0.35766667,226320177.20822138,"Past due",655
B00522,NULL,1.3443,1.68616667,0.95773333,0.46270000,0.48180000,0.44663333,14.30700000,20.90400000,22.62900000,16.03200000,2.71536667,0.78880000,0.49153333,0.03383333,50450788.07521248,Default,653
B00523,NULL,NULL,1.22253333,0.73960000,0.99400000,1.03966667,0.96336667,13.23900000,21.16200000,18.09300000,10.17000000,0.47106667,0.95970000,0.43640000,0.15206667,15408683.350381898,NULL,614
B00524,NULL,NULL,2.35786667,1.64143333,0.13023333,0.13690000,0.12580000,14.61000000,13.59600000,20.20200000,21.21600000,1.76553333,0.29726667,0.39036667,0.06070000,7530197.760792229,Active,700
B00525,NULL,1.4276,1.21340000,0.67313333,0.37646667,0.10396667,0.34370000,14.58900000,19.05000000,29.43900000,24.97800000,0.69950000,0.93836667,0.46986667,0.00000000,87466961.517883,Paid,651
B00526,NULL,0.5495,1.83203333,1.37790000,0.56856667,0.60173333,0.54010000,12.99300000,17.28900000,18.27300000,13.97700000,0.40350000,1.36106667,0.34730000,0.39223333,431763564.0836222,Paid,673
B00527,NULL,NULL,1.75836667,1.03066667,0.52843333,0.55796667,0.47536667,14.92800000,15.64500000,34.86000000,34.14300000,0.40436667,1.78683333,0.35580000,0.09456667,39838787.92519972,NULL,733
B00528,NULL,1.7584,1.75593333,1.16866667,0.29373333,0.31116667,0.28436667,11.84400000,15.83100000,34.40400000,30.41700000,0.63263333,0.77840000,0.34686667,0.14846667,72562669.59258862,Active,657
B00529,NULL,NULL,1.66093333,1.06850000,0.48696667,0.51693333,0.44616667,13.22700000,15.25200000,30.25200000,28.22700000,0.36750000,1.25966667,0.33376667,0.28053333,2217287.471068272,NULL,680
B00530,-5.2277,0.5113,1.24423333,0.74796667,0.31146667,0.33573333,0.44155000,10.23300000,15.40800000,29.12400000,23.94900000,0.25480000,0.56045000,0.28230000,0.14105000,33652664.94755851,Active,703
B00530,-5.2395,0.5113,1.24423333,0.74796667,0.31146667,0.33573333,0.44155000,10.23300000,15.40800000,29.12400000,23.94900000,0.25480000,0.56045000,0.28230000,0.14105000,33652664.94755851,Active,703
B00530,-5.253299999999999,0.5113,1.24423333,0.74796667,0.31146667,0.33573333,0.44155000,10.23300000,15.40800000,29.12400000,23.94900000,0.25480000,0.56045000,0.28230000,0.14105000,33652664.94755851,Active,703
B00531,NULL,1.5428,1.44663333,0.99193333,0.28943333,0.30830000,0.42935000,14.94300000,21.71700000,29.42100000,22.64700000,0.25653333,0.57475000,0.34396667,0.14025000,401496795.4207443,Paid,676
B00532,NULL,1.0565,2.74936667,2.15213333,0.80403333,0.85296667,0.71420000,11.61300000,19.35300000,32.01000000,24.27000000,0.87530000,0.35740000,0.32690000,0.04703333,61278860.462121025,Paid,732
B00533,NULL,1.2612,1.47720000,0.77290000,0.50556667,0.20893333,0.62205000,11.56800000,7.71000000,16.74900000,20.60700000,0.40006667,0.47100000,0.31686667,0.12635000,13716831.57503096,Active,755
B00534,NULL,NULL,0.85936667,0.63043333,0.23713333,0.14263333,0.22076667,16.01400000,16.79100000,30.50100000,29.72400000,0.59713333,1.15213333,0.46886667,0.19366667,13980181.77052187,"Past due",702
B00535,NULL,NULL,0.99293333,0.69740000,1.47826667,1.54900000,1.38463333,16.83600000,12.85500000,20.86800000,24.84900000,0.27996667,0.65400000,0.44196667,0.14210000,97866429.3668464,NULL,696
B00536,NULL,NULL,1.45790000,0.65936667,0.64796667,0.67983333,0.64023333,10.63800000,14.28300000,25.00800000,21.36300000,0.43450000,0.38225000,0.40690000,0.06775000,28134865.10374502,NULL,551
B00537,NULL,NULL,1.49220000,1.00670000,0.54696667,0.58073333,0.47956667,11.93700000,18.18900000,20.78400000,14.53200000,0.56913333,0.69130000,0.32286667,0.11056667,27112510.781937502,NULL,647
B00538,NULL,0.6458,1.84463333,1.14600000,0.54140000,0.56450000,0.48773333,13.95600000,8.75400000,29.58900000,34.79100000,0.76086667,0.57533333,0.47340000,0.07343333,15323850.960520737,Paid,738
B00539,NULL,NULL,1.57890000,1.14090000,0.50996667,0.53430000,0.51506667,14.69100000,17.74500000,23.52300000,20.46900000,0.69403333,0.88400000,0.41566667,0.05893333,32074438.307084024,Active,707
B00540,NULL,NULL,0.33180000,0.21266667,0.66740000,0.21090000,0.59283333,16.71000000,17.85300000,16.96200000,15.81900000,0.09576667,0.98820000,0.34603333,0.00000000,43833216.40155987,NULL,617
B00541,NULL,NULL,2.52176667,1.59980000,1.62663333,1.47690000,1.50853333,15.89700000,15.18900000,36.81300000,37.52100000,0.48706667,0.45363333,0.36076667,0.00263333,3241705.052416758,NULL,672
B00542,NULL,0.7619,1.30410000,0.68413333,0.63203333,0.67056667,0.60870000,11.73900000,14.40000000,21.99900000,19.33800000,0.25873333,1.45943333,0.32386667,0.01770000,49650882.72457535,Active,728
B00543,NULL,NULL,1.69010000,1.04100000,0.77860000,0.81880000,0.74076667,15.24900000,12.17400000,24.53700000,27.61200000,0.38780000,0.58276667,0.38956667,0.04053333,2053183.5725869716,Active,754
B00544,NULL,0.8497,1.12926667,0.94656667,0.48373333,0.50726667,0.46413333,11.37900000,12.83700000,28.46100000,27.00300000,0.41550000,2.26103333,0.42470000,0.24406667,46298502.82536023,Active,599
B00545,-5.2374,1.8688,1.05726667,0.69190000,0.43810000,0.46900000,0.40590000,16.02600000,17.90400000,7.56600000,5.68800000,0.56156667,1.18713333,0.28800000,0.16033333,46783030.31144572,Active,767
B00546,NULL,0.7903,1.45980000,1.07586667,0.52566667,0.55743333,0.71085000,9.91200000,13.50300000,36.62400000,33.03300000,0.26456667,0.54915000,0.33186667,0.06505000,7560106.70409091,"Past due",723
B00547,NULL,0.9048,1.44790000,0.66983333,0.42050000,0.43983333,0.41593333,18.50100000,11.81100000,19.94400000,26.63400000,1.21793333,0.83613333,0.43666667,0.06980000,7321969.447641964,Active,792
B00548,NULL,1.1357,1.62030000,0.86686667,0.47036667,0.49526667,0.43936667,14.82900000,17.13900000,19.84800000,17.53800000,0.64050000,0.88560000,0.36736667,0.02590000,50968517.06204724,Paid,643
B00549,NULL,1.6756,0.55283333,0.40643333,0.15043333,0.15713333,0.21645000,18.38700000,15.87900000,18.20100000,20.70900000,0.30050000,1.03465000,0.44413333,0.22115000,383270789.3730728,Active,692
B00550,NULL,NULL,1.13723333,0.67813333,0.45366667,0.48090000,0.61170000,11.46300000,14.26200000,30.30300000,27.50400000,0.46896667,1.00220000,0.34596667,0.07615000,18782251.631964747,NULL,708
B00551,NULL,NULL,1.83083333,1.13816667,0.57446667,0.41723333,0.52533333,12.90900000,16.66200000,20.08200000,16.32900000,1.38780000,0.65946667,0.38236667,0.12043333,128822189.48763087,NULL,720
B00552,NULL,2.3496,1.07266667,0.82173333,0.44656667,0.41596667,0.40086667,14.47500000,10.32300000,32.43600000,36.58800000,0.29793333,1.15226667,0.30000000,0.10403333,55894138.48105874,Paid,646
B00553,NULL,NULL,1.54360000,1.00283333,1.23313333,1.28173333,1.16563333,14.18400000,10.46400000,19.70100000,23.42100000,0.89206667,0.60333333,0.51013333,0.13960000,2933619.0675309794,NULL,691
B00554,NULL,1.6181,1.46443333,1.17250000,0.24296667,0.25443333,0.36665000,15.19200000,12.48000000,26.01000000,28.72200000,0.61303333,0.55600000,0.43556667,0.03835000,362242716.9671518,Active,798
B00555,NULL,1.5224,0.54210000,0.27876667,0.11233333,0.11666667,0.15900000,18.62400000,18.48000000,20.05200000,20.19600000,0.34060000,1.38265000,0.51643333,0.13825000,58346204.83159184,Active,803
B00556,NULL,1.2900,0.87996667,0.56590000,0.35753333,0.37303333,0.32773333,11.82600000,20.67600000,28.26000000,19.41000000,0.37646667,1.78300000,0.44176667,0.00000000,16463202.23538131,"Past due",636
B00557,NULL,NULL,2.21366667,1.33553333,0.39183333,0.26016667,0.36233333,16.64700000,12.92100000,33.01200000,36.73800000,0.51840000,2.36126667,0.27460000,0.38163333,2243417.260474817,NULL,601
B00558,NULL,NULL,1.18256667,0.63323333,0.87646667,0.90656667,0.83613333,7.47300000,16.76100000,20.38800000,11.10000000,0.78166667,0.92386667,0.58063333,0.02066667,623554800.5018027,NULL,667
B00559,NULL,1.5780,2.09766667,1.50636667,0.27960000,0.21523333,0.25606667,13.92300000,13.83900000,26.83500000,26.91900000,0.87103333,0.51130000,0.35190000,0.04203333,33224686.666457552,Paid,688
B00560,NULL,0.8181,1.48313333,0.71436667,0.39393333,0.42400000,0.33143333,11.07300000,9.40500000,27.10200000,28.77000000,0.32086667,1.71296667,0.25973333,0.22590000,10995884.546034347,Paid,766
B00561,-4.9378,1.1326,3.33673333,2.42716667,0.26900000,0.28740000,0.25646667,17.12100000,22.23000000,20.88000000,15.77100000,0.66740000,0.45283333,0.29010000,0.08606667,41701047.3364671,Active,614
B00561,-4.9309,1.1326,3.33673333,2.42716667,0.26900000,0.28740000,0.25646667,17.12100000,22.23000000,20.88000000,15.77100000,0.66740000,0.45283333,0.29010000,0.08606667,41701047.3364671,Active,614
B00562,NULL,NULL,1.28190000,1.04686667,0.67656667,0.70846667,0.60420000,14.90400000,16.23000000,22.65300000,21.32700000,0.28240000,0.46455000,0.42440000,0.00000000,62410595.69355954,NULL,607
B00563,-5.1326,NULL,1.42410000,1.06826667,0.61263333,0.64323333,0.60123333,12.76200000,16.28400000,21.02400000,17.50200000,0.43776667,1.19943333,0.41260000,0.09086667,20792028.225792766,Active,775
B00564,NULL,NULL,0.50036667,0.26100000,0.11413333,0.12083333,0.15165000,16.90500000,20.29800000,22.33500000,18.94200000,0.39963333,1.39575000,0.35320000,0.28185000,5536866.396151557,Active,691
B00565,-5.180000000000001,1.5888,0.73660000,0.53440000,0.28626667,0.30203333,0.41290000,16.51800000,22.89600000,32.48400000,26.10600000,0.24033333,0.91970000,0.38116667,0.20030000,15063252.69887903,Active,737
B00566,NULL,NULL,1.37606667,0.91206667,0.99843333,1.04326667,0.91893333,14.44200000,15.65100000,17.45700000,16.24800000,0.37260000,0.87140000,0.44393333,0.01740000,560148211.2525314,NULL,622
B00567,NULL,0.7613,1.41450000,0.76433333,0.36696667,0.38626667,0.50070000,13.16400000,7.65900000,26.96400000,32.46900000,1.60306667,0.57815000,0.35780000,0.10015000,67538356.41112262,"Past due",629
B00568,NULL,0.5208,1.28416667,0.73176667,0.30926667,0.32306667,0.27630000,7.03800000,12.35700000,11.69400000,6.37500000,0.45226667,3.51546667,0.43810000,0.59906667,18993617.05769031,Active,670
B00569,NULL,0.9517,1.90633333,1.20080000,0.54503333,0.56916667,0.48910000,15.98100000,11.66400000,39.73800000,44.05500000,0.83683333,0.64313333,0.46466667,0.02883333,504479434.5841608,"Past due",744
B00570,NULL,0.6074,1.57276667,1.08216667,0.31636667,0.33046667,0.29890000,16.75200000,9.40500000,23.45400000,30.80100000,0.68040000,0.62866667,0.43720000,0.16120000,69327778.69668265,Active,678
B00571,NULL,NULL,2.47576667,1.62916667,0.81006667,0.84643333,0.77503333,17.61300000,10.84500000,31.08900000,37.85700000,1.64656667,0.30990000,0.44580000,0.03700000,25323900.17287685,NULL,747
B00572,NULL,1.0466,1.10036667,0.59396667,0.29976667,0.31540000,0.44190000,14.43600000,12.91500000,17.17500000,18.69600000,0.33310000,0.74725000,0.36080000,0.02795000,2985432.00226137,Active,757
B00573,NULL,2.2023,1.02906667,0.78130000,0.35086667,0.37276667,0.35323333,15.23100000,13.20300000,20.51400000,22.54200000,0.42026667,1.79886667,0.32320000,0.20936667,8444657.184572522,Default,700
B00574,NULL,1.4675,1.02676667,0.82923333,0.23176667,0.24316667,0.23266667,17.09700000,22.13100000,39.12000000,34.08600000,0.42776667,1.05453333,0.42370000,0.11260000,5846336.4199078,"Past due",675
B00575,NULL,NULL,0.47926667,0.28090000,0.24726667,0.25826667,0.23613333,15.59100000,15.71400000,29.74200000,29.61900000,0.21880000,4.92820000,0.45193333,0.47646667,18912396.172571998,Paid,683
B00576,NULL,0.9867,1.37910000,0.86756667,0.42950000,0.10916667,0.40003333,17.27100000,5.53800000,14.77200000,26.50500000,0.46153333,1.08300000,0.45860000,0.12336667,523437927.6724109,Active,594
B00577,NULL,1.2639,1.50476667,1.07070000,0.42943333,0.44890000,0.41200000,10.20300000,18.92700000,20.70000000,11.97600000,0.49673333,0.73190000,0.44466667,0.15200000,65711639.862475134,Active,757
B00578,NULL,NULL,1.95210000,1.16970000,0.75676667,0.78916667,0.72466667,11.31600000,17.21400000,24.18600000,18.28800000,0.78773333,0.56550000,0.46846667,0.05200000,19477093.22739027,Active,766
B00579,NULL,0.6655,1.18363333,0.83723333,0.37313333,0.34640000,0.33440000,19.08900000,13.98300000,13.25400000,18.36000000,0.57213333,1.07133333,0.35553333,0.41510000,1300088880.0586839,"Past due",635
B00580,NULL,1.3015,1.67290000,1.16600000,0.39456667,0.41506667,0.37390000,13.73400000,15.75300000,38.41500000,36.39600000,0.60243333,1.73080000,0.39426667,0.37003333,227031431.62357974,Active,738
B00581,-4.7413,1.2230,1.05110000,0.70723333,0.63250000,0.65323333,0.60100000,17.22900000,13.49100000,21.23400000,24.97200000,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,Active,747
B00581,-4.6932,1.2230,1.05110000,0.70723333,0.63250000,0.65323333,0.60100000,17.22900000,13.49100000,21.23400000,24.97200000,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,Active,747
B00582,NULL,1.8332,1.17220000,0.78393333,0.31753333,0.33000000,0.43315000,8.65500000,12.20700000,16.16400000,12.61200000,0.26990000,0.59900000,0.49553333,0.02835000,5827991.29690602,Active,771
B00583,NULL,0.2137,0.74946667,0.48440000,0.22516667,0.23570000,0.61730000,8.37300000,18.85500000,38.62200000,28.14000000,0.20743333,0.57000000,0.42910000,0.00000000,30880123.77438862,Active,720
B00584,NULL,1.7111,0.75790000,0.49990000,0.23036667,0.24033333,0.20926667,12.11100000,10.08000000,22.20300000,24.23400000,0.37510000,1.52046667,0.45880000,0.22953333,24162461.777913615,Active,721
B00585,NULL,1.0175,2.86396667,1.59386667,0.46296667,0.34273333,0.43840000,7.41900000,18.45900000,14.20800000,3.16800000,0.73050000,0.34393333,0.33010000,0.03266667,29904444.92511276,Active,658
B00586,NULL,1.1503,1.08256667,0.55736667,0.29713333,0.31096667,0.26200000,16.64400000,16.76100000,37.32600000,37.20900000,0.27626667,1.15530000,0.43513333,0.37270000,68930094.02436045,Active,615
B00587,NULL,NULL,2.04956667,1.49633333,0.42933333,0.45640000,0.41480000,8.88300000,16.59900000,38.03700000,30.32100000,0.44510000,0.74760000,0.32713333,0.03863333,41125312.45102489,Active,565
B00588,-5.1357,1.3508,1.86380000,1.02290000,0.48940000,0.51426667,0.47010000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00588,-5.1185,1.3508,1.86380000,1.02290000,0.48940000,0.51426667,0.47010000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00588,-5.112,1.3508,1.86380000,1.02290000,0.48940000,0.51426667,0.47010000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00588,-5.153700000000001,1.3508,1.86380000,1.02290000,0.48940000,0.51426667,0.47010000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00589,NULL,1.0839,0.70203333,0.36736667,0.40920000,0.42693333,0.60315000,13.55400000,9.47700000,24.93000000,29.00700000,0.41100000,0.99530000,0.45806667,0.02295000,29820680.2002336,Active,585
B00590,NULL,0.4224,0.79590000,0.41080000,0.57873333,0.59860000,0.55873333,12.33600000,13.25700000,27.94200000,27.02100000,0.34413333,5.80180000,0.59533333,0.12713333,95006494.67116699,Paid,634
B00591,-5.1704,NULL,2.10733333,1.22693333,0.46950000,0.49493333,0.43703333,13.53600000,20.83500000,30.77400000,23.47500000,0.63093333,0.44350000,0.37433333,0.02456667,164950907.26365015,Active,698
B00592,NULL,NULL,0.52370000,0.34886667,0.49963333,0.51693333,0.49616667,10.42200000,19.40100000,32.79600000,23.81700000,0.17573333,36.90406667,0.58396667,5.54663333,30571072.071924865,Active,647
B00593,NULL,1.1709,1.06126667,0.53356667,0.17346667,0.14410000,0.16196667,18.93300000,16.07400000,18.24900000,21.10800000,0.78570000,1.26220000,0.48026667,0.14056667,65799502.56732326,Active,719
B00594,NULL,1.3508,1.30000000,0.77543333,0.32250000,0.33646667,0.44915000,11.10600000,13.05600000,34.98600000,33.03600000,0.41763333,0.74145000,0.47376667,0.08105000,39978719.98580071,Active,723
B00595,NULL,1.1711,2.03030000,1.36486667,0.41576667,0.44150000,0.39550000,19.98600000,22.57200000,28.84200000,26.25600000,1.39660000,1.45536667,0.32373333,0.30886667,121927573.76580435,Active,683
B00596,NULL,0.6539,1.50590000,1.09996667,0.51416667,0.53503333,0.48693333,11.24700000,11.21100000,19.71300000,19.74900000,0.53316667,0.57770000,0.48453333,0.02693333,29986512.465196885,Active,756
B00597,NULL,NULL,1.14170000,0.89646667,0.58203333,0.61493333,0.58083333,11.04000000,19.06200000,22.95300000,14.93100000,0.54853333,1.09106667,0.34686667,0.17656667,28347726.836671405,NULL,712
B00598,NULL,NULL,1.48500000,1.02056667,1.32823333,0.96260000,1.21660000,11.34900000,15.70800000,21.77400000,17.41500000,1.33063333,0.78803333,0.60746667,0.13020000,5294338.520642625,NULL,665
B00599,-4.9192,NULL,2.36200000,1.91406667,0.30296667,0.32473333,0.25860000,10.14600000,10.77300000,34.52700000,33.90000000,1.77223333,0.57196667,0.29516667,0.08803333,53111899.20046092,Active,641
B00599,-4.9186,NULL,2.36200000,1.91406667,0.30296667,0.32473333,0.25860000,10.14600000,10.77300000,34.52700000,33.90000000,1.77223333,0.57196667,0.29516667,0.08803333,53111899.20046092,Active,641
B00600,-4.9525,NULL,1.14853333,0.73666667,0.35030000,0.37853333,0.44710000,9.18300000,23.94300000,13.42800000,-1.33200000,0.52340000,0.62965000,0.28786667,0.07095000,409514756.72938645,Active,701
B00601,NULL,1.3611,1.66083333,1.06466667,0.27686667,0.28980000,0.27013333,11.72400000,12.43200000,34.67100000,33.96300000,0.45513333,0.46470000,0.42526667,0.09516667,13861016.164313352,Active,654
B00602,NULL,NULL,1.36693333,0.89486667,1.07856667,1.13486667,0.98640000,9.77700000,15.69000000,17.77500000,11.86200000,0.75876667,2.07326667,0.38720000,0.32513333,21972684.260962475,NULL,716
B00603,NULL,NULL,2.39453333,1.35543333,0.73666667,0.51586667,0.71126667,17.52300000,19.46100000,24.24000000,22.30200000,1.29296667,0.45513333,0.41810000,0.04666667,99408294.74382009,Active,624
B00604,NULL,0.7569,0.90900000,0.54613333,0.53210000,0.55710000,0.48456667,10.24200000,13.75200000,25.91100000,22.40100000,0.58190000,2.46196667,0.43616667,0.52523333,656361484.8237518,Active,797
B00605,NULL,0.5103,2.79866667,1.98476667,0.53750000,0.35773333,0.47903333,15.28800000,19.37400000,25.21800000,21.13200000,0.84686667,0.35556667,0.32110000,0.03280000,3402640.4802362435,Paid,663
B00606,NULL,0.8917,2.00406667,1.17786667,0.43756667,0.45823333,0.40043333,12.96300000,14.88600000,32.20500000,30.28200000,0.76350000,0.56166667,0.42706667,0.12193333,152168890.99923235,Paid,586
B00607,NULL,NULL,2.09873333,1.29273333,0.47396667,0.50400000,0.45386667,15.60900000,18.14100000,19.80900000,17.27700000,0.64123333,0.73476667,0.31146667,0.12363333,239057060.81507853,NULL,614
B00608,NULL,1.4390,1.32020000,0.79943333,0.14213333,0.14960000,0.12890000,12.66000000,16.78800000,24.75600000,20.62800000,0.81023333,0.71973333,0.38020000,0.05813333,128383365.68095368,Active,702
B00609,NULL,0.4571,1.14403333,0.80000000,0.75333333,0.79040000,0.73650000,10.45800000,17.40900000,32.90700000,25.95600000,0.46266667,7.18836667,0.41316667,0.91376667,15168385.721692944,Active,762
B00610,NULL,1.6694,1.55166667,1.04930000,0.52206667,0.54803333,0.76045000,12.52500000,18.56400000,21.17400000,15.13500000,0.39410000,0.46395000,0.40033333,0.04350000,308683832.13638073,Active,546
B00611,NULL,NULL,2.38780000,1.13006667,1.06853333,1.12410000,1.06246667,13.06200000,12.15000000,29.52900000,30.44100000,1.73840000,0.61006667,0.38320000,0.11376667,14723608.048884023,NULL,627
B00612,NULL,1.2643,1.82733333,1.06873333,0.24823333,0.26510000,0.35955000,10.10400000,13.55700000,32.76600000,29.31300000,0.30926667,0.35570000,0.28433333,0.12360000,41413717.234119914,Active,797
B00613,-5.0264,1.9336,1.85363333,1.28676667,0.82980000,0.53580000,0.73903333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.021999999999999,1.9336,1.85363333,1.28676667,0.82980000,0.53580000,0.73903333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.020499999999999,1.9336,1.85363333,1.28676667,0.82980000,0.53580000,0.73903333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.0363999999999995,1.9336,1.85363333,1.28676667,0.82980000,0.53580000,0.73903333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.0379,1.9336,1.85363333,1.28676667,0.82980000,0.53580000,0.73903333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.0485,1.9336,1.85363333,1.28676667,0.82980000,0.53580000,0.73903333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00614,NULL,1.4355,1.14980000,0.84863333,0.72183333,0.74586667,0.71673333,15.80400000,18.27000000,15.94200000,13.47600000,0.69223333,1.39863333,0.59513333,0.24166667,96764979.6173482,Active,546
B00615,NULL,1.3625,0.20133333,0.10570000,0.07790000,0.08140000,0.21830000,14.83200000,23.89500000,30.96900000,21.90600000,0.05573333,2.25680000,0.45560000,0.13300000,45717971.97621435,Default,690
B00616,NULL,NULL,1.39896667,1.08023333,0.68276667,0.71353333,0.64150000,9.18600000,13.01700000,22.08600000,18.25500000,0.58493333,1.15996667,0.44053333,0.11936667,10014708.681962896,Paid,609
B00617,NULL,NULL,0.69730000,0.42710000,0.63716667,0.66566667,0.60740000,13.12200000,11.99700000,26.62200000,27.74700000,0.34056667,1.70620000,0.44196667,0.17170000,62118947.57857509,NULL,635
B00618,NULL,1.6952,2.29910000,1.24360000,0.45166667,0.33530000,0.41460000,14.56500000,17.61000000,20.00100000,16.95600000,0.66966667,0.59120000,0.35226667,0.03346667,235997455.24483338,Default,731
B00619,NULL,0.9142,2.16490000,1.42100000,0.53206667,0.56426667,0.47123333,17.02800000,14.64600000,30.96600000,33.34800000,0.89470000,0.52880000,0.34020000,0.05280000,260623861.10868394,Active,638
B00620,NULL,NULL,1.17403333,0.69996667,0.51503333,0.54693333,0.46696667,14.61900000,12.19500000,34.02000000,36.44400000,0.21680000,0.99146667,0.32616667,0.14473333,2024281.8967022193,NULL,664
B00621,NULL,0.9476,0.30356667,0.19956667,0.14033333,0.14526667,0.19455000,14.47500000,16.00800000,27.10500000,25.57200000,0.40926667,6.98325000,0.58640000,0.16625000,114919781.69796617,Active,642
B00622,-5.2264,1.3595,2.12703333,1.32943333,0.45183333,0.48030000,0.43153333,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2211,1.3595,2.12703333,1.32943333,0.45183333,0.48030000,0.43153333,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2288,1.3595,2.12703333,1.32943333,0.45183333,0.48030000,0.43153333,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2238999999999995,1.3595,2.12703333,1.32943333,0.45183333,0.48030000,0.43153333,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2242999999999995,1.3595,2.12703333,1.32943333,0.45183333,0.48030000,0.43153333,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00623,NULL,NULL,1.27786667,0.79263333,0.84593333,0.88253333,0.75393333,14.00700000,13.17300000,26.64300000,27.47700000,1.33160000,1.01343333,0.46200000,0.02936667,35460231.76182726,NULL,791
B00624,-5.038399999999999,NULL,1.72176667,1.26320000,0.18910000,0.19943333,0.26830000,12.88200000,17.72400000,27.41400000,22.57200000,0.36026667,0.61300000,0.36653333,0.04975000,49939983.69306335,Paid,782
