borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score
B00530,-5.253299999999999,0.5113,1.24423333,0.74796667,3.11453333,3.35753333,4.41545000,10.23300000,15.40800000,29.12400000,23.94900000,0.25480000,0.56045000,0.28230000,0.14105000,33652664.94755851,Active,703
B00531,NULL,1.5428,1.44663333,0.99193333,2.89420000,3.08283333,4.29365000,14.94300000,21.71700000,29.42100000,22.64700000,0.25653333,0.57475000,0.34396667,0.14025000,401496795.4207443,Paid,676
B00532,NULL,1.0565,2.74936667,2.15213333,8.04026667,8.52956667,7.14230000,11.61300000,19.35300000,32.01000000,24.27000000,0.87530000,0.35740000,0.32690000,0.04703333,61278860.462121025,Paid,732
B00533,NULL,1.2612,1.47720000,0.77290000,5.05573333,2.08936667,6.22030000,11.56800000,7.71000000,16.74900000,20.60700000,0.40006667,0.47100000,0.31686667,0.12635000,13716831.57503096,Active,755
B00534,NULL,NULL,0.85936667,0.63043333,2.37140000,1.42623333,2.20766667,16.01400000,16.79100000,30.50100000,29.72400000,0.59713333,1.15213333,0.46886667,0.19366667,13980181.77052187,"Past due",702
B00535,NULL,NULL,0.99293333,0.69740000,14.78240000,15.49013333,13.84660000,16.83600000,12.85500000,20.86800000,24.84900000,0.27996667,0.65400000,0.44196667,0.14210000,97866429.3668464,NULL,696
B00536,NULL,NULL,1.45790000,0.65936667,6.47976667,6.79816667,6.40240000,10.63800000,14.28300000,25.00800000,21.36300000,0.43450000,0.38225000,0.40690000,0.06775000,28134865.10374502,NULL,551
B00537,NULL,NULL,1.49220000,1.00670000,5.46943333,5.80753333,4.79573333,11.93700000,18.18900000,20.78400000,14.53200000,0.56913333,0.69130000,0.32286667,0.11056667,27112510.781937502,NULL,647
B00538,NULL,0.6458,1.84463333,1.14600000,5.41406667,5.64490000,4.87726667,13.95600000,8.75400000,29.58900000,34.79100000,0.76086667,0.57533333,0.47340000,0.07343333,15323850.960520737,Paid,738
B00539,NULL,NULL,1.57890000,1.14090000,5.09966667,5.34310000,5.15060000,14.69100000,17.74500000,23.52300000,20.46900000,0.69403333,0.88400000,0.41566667,0.05893333,32074438.307084024,Active,707
B00540,NULL,NULL,0.33180000,0.21266667,6.67430000,2.10883333,5.92833333,16.71000000,17.85300000,16.96200000,15.81900000,0.09576667,0.98820000,0.34603333,0.00000000,43833216.40155987,NULL,617
B00541,NULL,NULL,2.52176667,1.59980000,16.26653333,14.76923333,15.08513333,15.89700000,15.18900000,36.81300000,37.52100000,0.48706667,0.45363333,0.36076667,0.00263333,3241705.052416758,NULL,672
B00542,NULL,0.7619,1.30410000,0.68413333,6.32046667,6.70560000,6.08686667,11.73900000,14.40000000,21.99900000,19.33800000,0.25873333,1.45943333,0.32386667,0.01770000,49650882.72457535,Active,728
B00543,NULL,NULL,1.69010000,1.04100000,7.78586667,8.18790000,7.40726667,15.24900000,12.17400000,24.53700000,27.61200000,0.38780000,0.58276667,0.38956667,0.04053333,2053183.5725869716,Active,754
B00544,NULL,0.8497,1.12926667,0.94656667,4.83740000,5.07270000,4.64113333,11.37900000,12.83700000,28.46100000,27.00300000,0.41550000,2.26103333,0.42470000,0.24406667,46298502.82536023,Active,599
B00545,-5.2374,1.8688,1.05726667,0.69190000,4.38090000,4.68966667,4.05936667,16.02600000,17.90400000,7.56600000,5.68800000,0.56156667,1.18713333,0.28800000,0.16033333,46783030.31144572,Active,767
B00546,NULL,0.7903,1.45980000,1.07586667,5.25670000,5.57423333,7.10840000,9.91200000,13.50300000,36.62400000,33.03300000,0.26456667,0.54915000,0.33186667,0.06505000,7560106.70409091,"Past due",723
B00547,NULL,0.9048,1.44790000,0.66983333,4.20496667,4.39826667,4.15943333,18.50100000,11.81100000,19.94400000,26.63400000,1.21793333,0.83613333,0.43666667,0.06980000,7321969.447641964,Active,792
B00548,NULL,1.1357,1.62030000,0.86686667,4.70373333,4.95273333,4.39346667,14.82900000,17.13900000,19.84800000,17.53800000,0.64050000,0.88560000,0.36736667,0.02590000,50968517.06204724,Paid,643
B00549,NULL,1.6756,0.55283333,0.40643333,1.50446667,1.57133333,2.16485000,18.38700000,15.87900000,18.20100000,20.70900000,0.30050000,1.03465000,0.44413333,0.22115000,383270789.3730728,Active,692
B00550,NULL,NULL,1.13723333,0.67813333,4.53673333,4.80873333,6.11705000,11.46300000,14.26200000,30.30300000,27.50400000,0.46896667,1.00220000,0.34596667,0.07615000,18782251.631964747,NULL,708
B00551,NULL,NULL,1.83083333,1.13816667,5.74463333,4.17236667,5.25333333,12.90900000,16.66200000,20.08200000,16.32900000,1.38780000,0.65946667,0.38236667,0.12043333,128822189.48763087,NULL,720
B00552,NULL,2.3496,1.07266667,0.82173333,4.46603333,4.15970000,4.00853333,14.47500000,10.32300000,32.43600000,36.58800000,0.29793333,1.15226667,0.30000000,0.10403333,55894138.48105874,Paid,646
B00553,NULL,NULL,1.54360000,1.00283333,12.33150000,12.81730000,11.65623333,14.18400000,10.46400000,19.70100000,23.42100000,0.89206667,0.60333333,0.51013333,0.13960000,2933619.0675309794,NULL,691
B00554,NULL,1.6181,1.46443333,1.17250000,2.42966667,2.54453333,3.66660000,15.19200000,12.48000000,26.01000000,28.72200000,0.61303333,0.55600000,0.43556667,0.03835000,362242716.9671518,Active,798
B00555,NULL,1.5224,0.54210000,0.27876667,1.12330000,1.16683333,1.58995000,18.62400000,18.48000000,20.05200000,20.19600000,0.34060000,1.38265000,0.51643333,0.13825000,58346204.83159184,Active,803
B00556,NULL,1.2900,0.87996667,0.56590000,3.57520000,3.73030000,3.27730000,11.82600000,20.67600000,28.26000000,19.41000000,0.37646667,1.78300000,0.44176667,0.00000000,16463202.23538131,"Past due",636
B00557,NULL,NULL,2.21366667,1.33553333,3.91830000,2.60163333,3.62313333,16.64700000,12.92100000,33.01200000,36.73800000,0.51840000,2.36126667,0.27460000,0.38163333,2243417.260474817,NULL,601
B00558,NULL,NULL,1.18256667,0.63323333,8.76446667,9.06553333,8.36136667,7.47300000,16.76100000,20.38800000,11.10000000,0.78166667,0.92386667,0.58063333,0.02066667,623554800.5018027,NULL,667
B00559,NULL,1.5780,2.09766667,1.50636667,2.79613333,2.15223333,2.56040000,13.92300000,13.83900000,26.83500000,26.91900000,0.87103333,0.51130000,0.35190000,0.04203333,33224686.666457552,Paid,688
B00560,NULL,0.8181,1.48313333,0.71436667,3.93933333,4.24000000,3.31433333,11.07300000,9.40500000,27.10200000,28.77000000,0.32086667,1.71296667,0.25973333,0.22590000,10995884.546034347,Paid,766
B00561,-4.9378,1.1326,3.33673333,2.42716667,2.68986667,2.87406667,2.56470000,17.12100000,22.23000000,20.88000000,15.77100000,0.66740000,0.45283333,0.29010000,0.08606667,41701047.3364671,Active,614
B00561,-4.9309,1.1326,3.33673333,2.42716667,2.68986667,2.87406667,2.56470000,17.12100000,22.23000000,20.88000000,15.77100000,0.66740000,0.45283333,0.29010000,0.08606667,41701047.3364671,Active,614
B00562,NULL,NULL,1.28190000,1.04686667,6.76543333,7.08453333,6.04193333,14.90400000,16.23000000,22.65300000,21.32700000,0.28240000,0.46455000,0.42440000,0.00000000,62410595.69355954,NULL,607
B00563,-5.1326,NULL,1.42410000,1.06826667,6.12610000,6.43233333,6.01206667,12.76200000,16.28400000,21.02400000,17.50200000,0.43776667,1.19943333,0.41260000,0.09086667,20792028.225792766,Active,775
B00564,NULL,NULL,0.50036667,0.26100000,1.14130000,1.20846667,1.51625000,16.90500000,20.29800000,22.33500000,18.94200000,0.39963333,1.39575000,0.35320000,0.28185000,5536866.396151557,Active,691
B00565,-5.180000000000001,1.5888,0.73660000,0.53440000,2.86283333,3.02043333,4.12895000,16.51800000,22.89600000,32.48400000,26.10600000,0.24033333,0.91970000,0.38116667,0.20030000,15063252.69887903,Active,737
B00566,NULL,NULL,1.37606667,0.91206667,9.98426667,10.43270000,9.18920000,14.44200000,15.65100000,17.45700000,16.24800000,0.37260000,0.87140000,0.44393333,0.01740000,560148211.2525314,NULL,622
B00567,NULL,0.7613,1.41450000,0.76433333,3.66953333,3.86273333,5.00715000,13.16400000,7.65900000,26.96400000,32.46900000,1.60306667,0.57815000,0.35780000,0.10015000,67538356.41112262,"Past due",629
B00568,NULL,0.5208,1.28416667,0.73176667,3.09250000,3.23043333,2.76283333,7.03800000,12.35700000,11.69400000,6.37500000,0.45226667,3.51546667,0.43810000,0.59906667,18993617.05769031,Active,670
B00569,NULL,0.9517,1.90633333,1.20080000,5.45023333,5.69170000,4.89106667,15.98100000,11.66400000,39.73800000,44.05500000,0.83683333,0.64313333,0.46466667,0.02883333,504479434.5841608,"Past due",744
B00570,NULL,0.6074,1.57276667,1.08216667,3.16396667,3.30466667,2.98916667,16.75200000,9.40500000,23.45400000,30.80100000,0.68040000,0.62866667,0.43720000,0.16120000,69327778.69668265,Active,678
B00571,NULL,NULL,2.47576667,1.62916667,8.10080000,8.46426667,7.75030000,17.61300000,10.84500000,31.08900000,37.85700000,1.64656667,0.30990000,0.44580000,0.03700000,25323900.17287685,NULL,747
B00572,NULL,1.0466,1.10036667,0.59396667,2.99760000,3.15380000,4.41930000,14.43600000,12.91500000,17.17500000,18.69600000,0.33310000,0.74725000,0.36080000,0.02795000,2985432.00226137,Active,757
B00573,NULL,2.2023,1.02906667,0.78130000,3.50870000,3.72760000,3.53230000,15.23100000,13.20300000,20.51400000,22.54200000,0.42026667,1.79886667,0.32320000,0.20936667,8444657.184572522,Default,700
B00574,NULL,1.4675,1.02676667,0.82923333,2.31763333,2.43196667,2.32643333,17.09700000,22.13100000,39.12000000,34.08600000,0.42776667,1.05453333,0.42370000,0.11260000,5846336.4199078,"Past due",675
B00575,NULL,NULL,0.47926667,0.28090000,2.47260000,2.58236667,2.36140000,15.59100000,15.71400000,29.74200000,29.61900000,0.21880000,4.92820000,0.45193333,0.47646667,18912396.172571998,Paid,683
B00576,NULL,0.9867,1.37910000,0.86756667,4.29483333,1.09153333,4.00023333,17.27100000,5.53800000,14.77200000,26.50500000,0.46153333,1.08300000,0.45860000,0.12336667,523437927.6724109,Active,594
B00577,NULL,1.2639,1.50476667,1.07070000,4.29403333,4.48863333,4.11980000,10.20300000,18.92700000,20.70000000,11.97600000,0.49673333,0.73190000,0.44466667,0.15200000,65711639.862475134,Active,757
B00578,NULL,NULL,1.95210000,1.16970000,7.56766667,7.89180000,7.24690000,11.31600000,17.21400000,24.18600000,18.28800000,0.78773333,0.56550000,0.46846667,0.05200000,19477093.22739027,Active,766
B00579,NULL,0.6655,1.18363333,0.83723333,3.73130000,3.46413333,3.34386667,19.08900000,13.98300000,13.25400000,18.36000000,0.57213333,1.07133333,0.35553333,0.41510000,1300088880.0586839,"Past due",635
B00580,NULL,1.3015,1.67290000,1.16600000,3.94560000,4.15086667,3.73883333,13.73400000,15.75300000,38.41500000,36.39600000,0.60243333,1.73080000,0.39426667,0.37003333,227031431.62357974,Active,738
B00581,-4.7413,1.2230,1.05110000,0.70723333,6.32496667,6.53240000,6.01006667,17.22900000,13.49100000,21.23400000,24.97200000,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,Active,747
B00581,-4.6932,1.2230,1.05110000,0.70723333,6.32496667,6.53240000,6.01006667,17.22900000,13.49100000,21.23400000,24.97200000,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,Active,747
B00582,NULL,1.8332,1.17220000,0.78393333,3.17520000,3.30000000,4.33135000,8.65500000,12.20700000,16.16400000,12.61200000,0.26990000,0.59900000,0.49553333,0.02835000,5827991.29690602,Active,771
B00583,NULL,0.2137,0.74946667,0.48440000,2.25170000,2.35696667,6.17320000,8.37300000,18.85500000,38.62200000,28.14000000,0.20743333,0.57000000,0.42910000,0.00000000,30880123.77438862,Active,720
B00584,NULL,1.7111,0.75790000,0.49990000,2.30360000,2.40353333,2.09253333,12.11100000,10.08000000,22.20300000,24.23400000,0.37510000,1.52046667,0.45880000,0.22953333,24162461.777913615,Active,721
B00585,NULL,1.0175,2.86396667,1.59386667,4.62963333,3.42740000,4.38410000,7.41900000,18.45900000,14.20800000,3.16800000,0.73050000,0.34393333,0.33010000,0.03266667,29904444.92511276,Active,658
B00586,NULL,1.1503,1.08256667,0.55736667,2.97110000,3.10956667,2.62016667,16.64400000,16.76100000,37.32600000,37.20900000,0.27626667,1.15530000,0.43513333,0.37270000,68930094.02436045,Active,615
B00587,NULL,NULL,2.04956667,1.49633333,4.29350000,4.56376667,4.14823333,8.88300000,16.59900000,38.03700000,30.32100000,0.44510000,0.74760000,0.32713333,0.03863333,41125312.45102489,Active,565
B00588,-5.1357,1.3508,1.86380000,1.02290000,4.89376667,5.14236667,4.70080000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00588,-5.1185,1.3508,1.86380000,1.02290000,4.89376667,5.14236667,4.70080000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00588,-5.112,1.3508,1.86380000,1.02290000,4.89376667,5.14236667,4.70080000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00588,-5.153700000000001,1.3508,1.86380000,1.02290000,4.89376667,5.14236667,4.70080000,13.34100000,18.63900000,19.08600000,13.78800000,1.17336667,0.54443333,0.38953333,0.08460000,6221392.722418859,Paid,749
B00589,NULL,1.0839,0.70203333,0.36736667,4.09176667,4.26936667,6.03170000,13.55400000,9.47700000,24.93000000,29.00700000,0.41100000,0.99530000,0.45806667,0.02295000,29820680.2002336,Active,585
B00590,NULL,0.4224,0.79590000,0.41080000,5.78710000,5.98593333,5.58740000,12.33600000,13.25700000,27.94200000,27.02100000,0.34413333,5.80180000,0.59533333,0.12713333,95006494.67116699,Paid,634
B00591,-5.1704,NULL,2.10733333,1.22693333,4.69500000,4.94940000,4.37040000,13.53600000,20.83500000,30.77400000,23.47500000,0.63093333,0.44350000,0.37433333,0.02456667,164950907.26365015,Active,698
B00592,NULL,NULL,0.52370000,0.34886667,4.99656667,5.16973333,4.96186667,10.42200000,19.40100000,32.79600000,23.81700000,0.17573333,36.90406667,0.58396667,5.54663333,30571072.071924865,Active,647
B00593,NULL,1.1709,1.06126667,0.53356667,1.73483333,1.44086667,1.61963333,18.93300000,16.07400000,18.24900000,21.10800000,0.78570000,1.26220000,0.48026667,0.14056667,65799502.56732326,Active,719
B00594,NULL,1.3508,1.30000000,0.77543333,3.22490000,3.36493333,4.49140000,11.10600000,13.05600000,34.98600000,33.03600000,0.41763333,0.74145000,0.47376667,0.08105000,39978719.98580071,Active,723
B00595,NULL,1.1711,2.03030000,1.36486667,4.15776667,4.41473333,3.95523333,19.98600000,22.57200000,28.84200000,26.25600000,1.39660000,1.45536667,0.32373333,0.30886667,121927573.76580435,Active,683
B00596,NULL,0.6539,1.50590000,1.09996667,5.14176667,5.35080000,4.86936667,11.24700000,11.21100000,19.71300000,19.74900000,0.53316667,0.57770000,0.48453333,0.02693333,29986512.465196885,Active,756
B00597,NULL,NULL,1.14170000,0.89646667,5.82026667,6.14940000,5.80796667,11.04000000,19.06200000,22.95300000,14.93100000,0.54853333,1.09106667,0.34686667,0.17656667,28347726.836671405,NULL,712
B00598,NULL,NULL,1.48500000,1.02056667,13.28250000,9.62613333,12.16633333,11.34900000,15.70800000,21.77400000,17.41500000,1.33063333,0.78803333,0.60746667,0.13020000,5294338.520642625,NULL,665
B00599,-4.9192,NULL,2.36200000,1.91406667,3.02986667,3.24733333,2.58606667,10.14600000,10.77300000,34.52700000,33.90000000,1.77223333,0.57196667,0.29516667,0.08803333,53111899.20046092,Active,641
B00599,-4.9186,NULL,2.36200000,1.91406667,3.02986667,3.24733333,2.58606667,10.14600000,10.77300000,34.52700000,33.90000000,1.77223333,0.57196667,0.29516667,0.08803333,53111899.20046092,Active,641
B00600,-4.9525,NULL,1.14853333,0.73666667,3.50306667,3.78533333,4.47095000,9.18300000,23.94300000,13.42800000,-1.33200000,0.52340000,0.62965000,0.28786667,0.07095000,409514756.72938645,Active,701
B00601,NULL,1.3611,1.66083333,1.06466667,2.76836667,2.89806667,2.70123333,11.72400000,12.43200000,34.67100000,33.96300000,0.45513333,0.46470000,0.42526667,0.09516667,13861016.164313352,Active,654
B00602,NULL,NULL,1.36693333,0.89486667,10.78560000,11.34863333,9.86426667,9.77700000,15.69000000,17.77500000,11.86200000,0.75876667,2.07326667,0.38720000,0.32513333,21972684.260962475,NULL,716
B00603,NULL,NULL,2.39453333,1.35543333,7.36663333,5.15866667,7.11260000,17.52300000,19.46100000,24.24000000,22.30200000,1.29296667,0.45513333,0.41810000,0.04666667,99408294.74382009,Active,624
B00604,NULL,0.7569,0.90900000,0.54613333,5.32110000,5.57120000,4.84590000,10.24200000,13.75200000,25.91100000,22.40100000,0.58190000,2.46196667,0.43616667,0.52523333,656361484.8237518,Active,797
B00605,NULL,0.5103,2.79866667,1.98476667,5.37486667,3.57733333,4.79020000,15.28800000,19.37400000,25.21800000,21.13200000,0.84686667,0.35556667,0.32110000,0.03280000,3402640.4802362435,Paid,663
B00606,NULL,0.8917,2.00406667,1.17786667,4.37553333,4.58226667,4.00436667,12.96300000,14.88600000,32.20500000,30.28200000,0.76350000,0.56166667,0.42706667,0.12193333,152168890.99923235,Paid,586
B00607,NULL,NULL,2.09873333,1.29273333,4.73983333,5.03966667,4.53843333,15.60900000,18.14100000,19.80900000,17.27700000,0.64123333,0.73476667,0.31146667,0.12363333,239057060.81507853,NULL,614
B00608,NULL,1.4390,1.32020000,0.79943333,1.42130000,1.49603333,1.28903333,12.66000000,16.78800000,24.75600000,20.62800000,0.81023333,0.71973333,0.38020000,0.05813333,128383365.68095368,Active,702
B00609,NULL,0.4571,1.14403333,0.80000000,7.53336667,7.90386667,7.36500000,10.45800000,17.40900000,32.90700000,25.95600000,0.46266667,7.18836667,0.41316667,0.91376667,15168385.721692944,Active,762
B00610,NULL,1.6694,1.55166667,1.04930000,5.22060000,5.48053333,7.60440000,12.52500000,18.56400000,21.17400000,15.13500000,0.39410000,0.46395000,0.40033333,0.04350000,308683832.13638073,Active,546
B00611,NULL,NULL,2.38780000,1.13006667,10.68546667,11.24116667,10.62486667,13.06200000,12.15000000,29.52900000,30.44100000,1.73840000,0.61006667,0.38320000,0.11376667,14723608.048884023,NULL,627
B00612,NULL,1.2643,1.82733333,1.06873333,2.48250000,2.65126667,3.59565000,10.10400000,13.55700000,32.76600000,29.31300000,0.30926667,0.35570000,0.28433333,0.12360000,41413717.234119914,Active,797
B00613,-5.0264,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.021999999999999,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.020499999999999,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.0363999999999995,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.0379,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00613,-5.0485,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.80700000,16.14000000,19.03500000,12.70200000,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573
B00614,NULL,1.4355,1.14980000,0.84863333,7.21833333,7.45850000,7.16710000,15.80400000,18.27000000,15.94200000,13.47600000,0.69223333,1.39863333,0.59513333,0.24166667,96764979.6173482,Active,546
B00615,NULL,1.3625,0.20133333,0.10570000,0.77893333,0.81400000,2.18330000,14.83200000,23.89500000,30.96900000,21.90600000,0.05573333,2.25680000,0.45560000,0.13300000,45717971.97621435,Default,690
B00616,NULL,NULL,1.39896667,1.08023333,6.82776667,7.13533333,6.41536667,9.18600000,13.01700000,22.08600000,18.25500000,0.58493333,1.15996667,0.44053333,0.11936667,10014708.681962896,Paid,609
B00617,NULL,NULL,0.69730000,0.42710000,6.37183333,6.65663333,6.07390000,13.12200000,11.99700000,26.62200000,27.74700000,0.34056667,1.70620000,0.44196667,0.17170000,62118947.57857509,NULL,635
B00618,NULL,1.6952,2.29910000,1.24360000,4.51663333,3.35270000,4.14580000,14.56500000,17.61000000,20.00100000,16.95600000,0.66966667,0.59120000,0.35226667,0.03346667,235997455.24483338,Default,731
B00619,NULL,0.9142,2.16490000,1.42100000,5.32050000,5.64270000,4.71226667,17.02800000,14.64600000,30.96600000,33.34800000,0.89470000,0.52880000,0.34020000,0.05280000,260623861.10868394,Active,638
B00620,NULL,NULL,1.17403333,0.69996667,5.15013333,5.46943333,4.66980000,14.61900000,12.19500000,34.02000000,36.44400000,0.21680000,0.99146667,0.32616667,0.14473333,2024281.8967022193,NULL,664
B00621,NULL,0.9476,0.30356667,0.19956667,1.40313333,1.45260000,1.94540000,14.47500000,16.00800000,27.10500000,25.57200000,0.40926667,6.98325000,0.58640000,0.16625000,114919781.69796617,Active,642
B00622,-5.2264,1.3595,2.12703333,1.32943333,4.51820000,4.80310000,4.31506667,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2211,1.3595,2.12703333,1.32943333,4.51820000,4.80310000,4.31506667,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2288,1.3595,2.12703333,1.32943333,4.51820000,4.80310000,4.31506667,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2238999999999995,1.3595,2.12703333,1.32943333,4.51820000,4.80310000,4.31506667,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00622,-5.2242999999999995,1.3595,2.12703333,1.32943333,4.51820000,4.80310000,4.31506667,14.17500000,15.70800000,30.30300000,28.77000000,0.39773333,1.89400000,0.31716667,0.03606667,13066348.280522348,Paid,637
B00623,NULL,NULL,1.27786667,0.79263333,8.45926667,8.82530000,7.53946667,14.00700000,13.17300000,26.64300000,27.47700000,1.33160000,1.01343333,0.46200000,0.02936667,35460231.76182726,NULL,791
B00624,-5.038399999999999,NULL,1.72176667,1.26320000,1.89103333,1.99433333,2.68285000,12.88200000,17.72400000,27.41400000,22.57200000,0.36026667,0.61300000,0.36653333,0.04975000,49939983.69306335,Paid,782
B00624,-5.045999999999999,NULL,1.72176667,1.26320000,1.89103333,1.99433333,2.68285000,12.88200000,17.72400000,27.41400000,22.57200000,0.36026667,0.61300000,0.36653333,0.04975000,49939983.69306335,Paid,782
B00625,NULL,1.5307,2.53920000,1.73246667,6.80056667,2.81340000,6.33896667,11.02500000,23.38800000,19.83900000,7.47600000,0.57600000,0.43723333,0.35936667,0.03390000,21280389.880948383,Paid,706
B00626,NULL,NULL,1.48716667,0.82946667,6.28886667,6.60230000,6.11256667,14.07900000,11.06700000,18.41700000,21.42900000,0.54513333,0.60100000,0.40176667,0.09880000,324087634.98635185,NULL,812
B00627,NULL,NULL,1.61333333,1.07303333,7.17360000,7.49746667,7.02200000,17.27700000,9.74700000,13.04700000,20.57700000,0.50623333,0.41900000,0.44026667,0.05460000,26712542.624176625,NULL,715
B00628,NULL,1.0588,1.17813333,0.87403333,4.24940000,4.49900000,4.04870000,9.61500000,19.53300000,29.94600000,20.02800000,0.94170000,1.68376667,0.34716667,0.39593333,10102260.26826335,Paid,646
B00629,NULL,NULL,0.80903333,0.38390000,2.41606667,2.57186667,6.97890000,11.09700000,15.57600000,26.52300000,22.04400000,0.89510000,0.29170000,0.30133333,0.00000000,40525587.60260637,Active,750
B00630,NULL,1.0135,2.17886667,1.22240000,4.72140000,5.01426667,4.65370000,10.90800000,20.71800000,28.25100000,18.44100000,0.72816667,0.53826667,0.34113333,0.07043333,28363914.083804876,Active,610
B00631,NULL,1.5418,1.01373333,0.67590000,4.18746667,4.36950000,4.13426667,15.60900000,12.02100000,29.51400000,33.10200000,0.27230000,0.99440000,0.47130000,0.24546667,179863930.14864558,Active,678
B00632,NULL,1.2609,1.18036667,0.50036667,2.39033333,0.38070000,2.30106667,12.01200000,14.53500000,29.30700000,26.78400000,0.45376667,3.15163333,0.44716667,0.12040000,43739387.51814383,Active,807
B00633,NULL,NULL,1.09030000,0.49370000,3.10213333,3.23840000,2.86450000,14.32500000,17.60100000,29.78700000,26.51100000,0.51670000,0.76086667,0.44730000,0.04670000,648923187.512712,Active,622
B00634,NULL,NULL,0.68940000,0.51776667,2.74150000,2.20830000,2.65456667,14.42400000,9.37500000,29.69100000,34.74000000,0.29150000,1.74896667,0.58356667,0.33196667,8739553.227429554,Active,600
B00635,NULL,0.9527,1.44383333,1.02220000,3.87376667,4.03853333,3.52583333,17.71800000,21.42300000,15.44700000,11.74200000,0.36960000,0.72556667,0.47166667,0.06023333,22193950.779887803,Active,777
B00636,NULL,1.6788,2.04570000,1.12460000,5.27610000,3.68946667,4.68380000,16.08600000,18.07500000,28.85100000,26.86200000,1.13256667,0.40923333,0.42230000,0.00023333,104692219.78100841,Active,770
B00637,NULL,NULL,2.14183333,1.61970000,5.01130000,5.26773333,4.58550000,14.09100000,6.68400000,20.06100000,27.46800000,0.60780000,0.51300000,0.40336667,0.18210000,10302484.65614661,Active,752
B00638,NULL,0.7959,1.15193333,0.91336667,4.30280000,4.53080000,4.25500000,13.83300000,17.48400000,13.98000000,10.32900000,0.41333333,0.97926667,0.38040000,0.10736667,23000119.053862013,Active,786
B00639,-5.062799999999999,0.6472,2.50110000,1.69990000,7.48936667,7.91573333,6.62923333,14.80500000,13.07400000,21.61500000,23.34600000,0.86833333,0.47780000,0.35030000,0.00310000,53671069.919363685,Paid,807
B00639,-5.0447,0.6472,2.50110000,1.69990000,7.48936667,7.91573333,6.62923333,14.80500000,13.07400000,21.61500000,23.34600000,0.86833333,0.47780000,0.35030000,0.00310000,53671069.919363685,Paid,807
B00639,-5.0317,0.6472,2.50110000,1.69990000,7.48936667,7.91573333,6.62923333,14.80500000,13.07400000,21.61500000,23.34600000,0.86833333,0.47780000,0.35030000,0.00310000,53671069.919363685,Paid,807
B00640,NULL,0.9759,1.96470000,1.54813333,4.37166667,4.52013333,4.00293333,15.78000000,20.47200000,31.73700000,27.04500000,1.40973333,0.59340000,0.57326667,0.04596667,105120704.9425679,Active,731
B00641,NULL,0.8752,2.51410000,1.82990000,6.28240000,6.66290000,5.32353333,14.86500000,17.49900000,17.53200000,14.89800000,0.99193333,0.50726667,0.33280000,0.08530000,29584984.646676216,Active,654
B00642,NULL,NULL,1.53883333,0.75326667,4.06553333,0.96186667,3.90950000,19.17300000,16.52700000,22.74600000,25.39200000,0.80326667,0.59336667,0.50520000,0.04583333,393469625.216218,Active,623
