borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score,ccr_rating,tlr_rating,sdlr_rating,ebit_coverage_ratio_rating,ebitda_coverage_ratio_rating,capex_adjusted_coverage_ratio_rating,AP_rating,AR_rating,inventory_days_rating,CCC_rating,debt_to_equity_rating,operating_cash_flow_coverage_rating,profit_margin_rating,liquidity_ratio_rating,credit_score_rating
B00534,,,0.85936667,0.63043333,0.23713333,0.14263333,0.22076667,16.014,16.791,30.501,29.724,0.59713333,1.15213333,0.46886667,0.19366667,13980181.77052187,Past due,702,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00535,,,0.99293333,0.6974,1.47826667,1.549,1.38463333,16.836,12.855,20.868,24.849,0.27996667,0.654,0.44196667,0.1421,97866429.3668464,,696,0,2,3,1,1,2,1,1,1,1,2,0,3,0,2
B00536,,,1.4579,0.65936667,0.64796667,0.67983333,0.64023333,10.638,14.283,25.008,21.363,0.4345,0.38225,0.4069,0.06775,28134865.10374502,,551,0,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00537,,,1.4922,1.0067,0.54696667,0.58073333,0.47956667,11.937,18.189,20.784,14.532,0.56913333,0.6913,0.32286667,0.11056667,27112510.781937502,,647,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00538,,0.6458,1.84463333,1.146,0.5414,0.5645,0.48773333,13.956,8.754,29.589,34.791,0.76086667,0.57533333,0.4734,0.07343333,15323850.960520737,Paid,738,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00539,,,1.5789,1.1409,0.50996667,0.5343,0.51506667,14.691,17.745,23.523,20.469,0.69403333,0.884,0.41566667,0.05893333,32074438.307084024,Active,707,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00540,,,0.3318,0.21266667,0.6674,0.2109,0.59283333,16.71,17.853,16.962,15.819,0.09576667,0.9882,0.34603333,0.0,43833216.40155987,,617,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00541,,,2.52176667,1.5998,1.62663333,1.4769,1.50853333,15.897,15.189,36.813,37.521,0.48706667,0.45363333,0.36076667,0.00263333,3241705.052416758,,672,0,2,3,1,0,2,1,1,1,1,2,0,3,0,2
B00542,,0.7619,1.3041,0.68413333,0.63203333,0.67056667,0.6087,11.739,14.4,21.999,19.338,0.25873333,1.45943333,0.32386667,0.0177,49650882.72457535,Active,728,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00543,,,1.6901,1.041,0.7786,0.8188,0.74076667,15.249,12.174,24.537,27.612,0.3878,0.58276667,0.38956667,0.04053333,2053183.5725869716,Active,754,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00544,,0.8497,1.12926667,0.94656667,0.48373333,0.50726667,0.46413333,11.379,12.837,28.461,27.003,0.4155,2.26103333,0.4247,0.24406667,46298502.82536023,Active,599,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00545,-5.2374,1.8688,1.05726667,0.6919,0.4381,0.469,0.4059,16.026,17.904,7.566,5.688,0.56156667,1.18713333,0.288,0.16033333,46783030.31144572,Active,767,1,2,3,0,0,0,1,1,1,1,2,1,3,0,3
B00546,,0.7903,1.4598,1.07586667,0.52566667,0.55743333,0.71085,9.912,13.503,36.624,33.033,0.26456667,0.54915,0.33186667,0.06505,7560106.70409091,Past due,723,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00547,,0.9048,1.4479,0.66983333,0.4205,0.43983333,0.41593333,18.501,11.811,19.944,26.634,1.21793333,0.83613333,0.43666667,0.0698,7321969.447641964,Active,792,0,2,3,0,0,0,1,1,1,1,1,0,3,0,3
B00548,,1.1357,1.6203,0.86686667,0.47036667,0.49526667,0.43936667,14.829,17.139,19.848,17.538,0.6405,0.8856,0.36736667,0.0259,50968517.06204724,Paid,643,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00549,,1.6756,0.55283333,0.40643333,0.15043333,0.15713333,0.21645,18.387,15.879,18.201,20.709,0.3005,1.03465,0.44413333,0.22115,383270789.3730728,Active,692,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00550,,,1.13723333,0.67813333,0.45366667,0.4809,0.6117,11.463,14.262,30.303,27.504,0.46896667,1.0022,0.34596667,0.07615,18782251.631964747,,708,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00551,,,1.83083333,1.13816667,0.57446667,0.41723333,0.52533333,12.909,16.662,20.082,16.329,1.3878,0.65946667,0.38236667,0.12043333,128822189.48763087,,720,0,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00552,,2.3496,1.07266667,0.82173333,0.44656667,0.41596667,0.40086667,14.475,10.323,32.436,36.588,0.29793333,1.15226667,0.3,0.10403333,55894138.48105874,Paid,646,2,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00553,,,1.5436,1.00283333,1.23313333,1.28173333,1.16563333,14.184,10.464,19.701,23.421,0.89206667,0.60333333,0.51013333,0.1396,2933619.0675309794,,691,0,2,3,1,0,1,1,1,1,1,2,0,3,0,2
B00554,,1.6181,1.46443333,1.1725,0.24296667,0.25443333,0.36665,15.192,12.48,26.01,28.722,0.61303333,0.556,0.43556667,0.03835,362242716.9671518,Active,798,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00555,,1.5224,0.5421,0.27876667,0.11233333,0.11666667,0.159,18.624,18.48,20.052,20.196,0.3406,1.38265,0.51643333,0.13825,58346204.83159184,Active,803,1,2,3,0,0,0,1,1,1,1,2,1,3,0,4
B00556,,1.29,0.87996667,0.5659,0.35753333,0.37303333,0.32773333,11.826,20.676,28.26,19.41,0.37646667,1.783,0.44176667,0.0,16463202.23538131,Past due,636,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00557,,,2.21366667,1.33553333,0.39183333,0.26016667,0.36233333,16.647,12.921,33.012,36.738,0.5184,2.36126667,0.2746,0.38163333,2243417.260474817,,601,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00558,,,1.18256667,0.63323333,0.87646667,0.90656667,0.83613333,7.473,16.761,20.388,11.1,0.78166667,0.92386667,0.58063333,0.02066667,623554800.5018027,,667,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00559,,1.578,2.09766667,1.50636667,0.2796,0.21523333,0.25606667,13.923,13.839,26.835,26.919,0.87103333,0.5113,0.3519,0.04203333,33224686.666457552,Paid,688,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00560,,0.8181,1.48313333,0.71436667,0.39393333,0.424,0.33143333,11.073,9.405,27.102,28.77,0.32086667,1.71296667,0.25973333,0.2259,10995884.546034347,Paid,766,0,2,3,0,0,0,1,1,1,1,2,1,3,0,3
B00561,-4.9378,1.1326,3.33673333,2.42716667,0.269,0.2874,0.25646667,17.121,22.23,20.88,15.771,0.6674,0.45283333,0.2901,0.08606667,41701047.3364671,Active,614,1,1,2,0,0,0,1,1,1,1,2,0,3,0,1
B00561,-4.9309,1.1326,3.33673333,2.42716667,0.269,0.2874,0.25646667,17.121,22.23,20.88,15.771,0.6674,0.45283333,0.2901,0.08606667,41701047.3364671,Active,614,1,1,2,0,0,0,1,1,1,1,2,0,3,0,1
B00562,,,1.2819,1.04686667,0.67656667,0.70846667,0.6042,14.904,16.23,22.653,21.327,0.2824,0.46455,0.4244,0.0,62410595.69355954,,607,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00563,-5.1326,,1.4241,1.06826667,0.61263333,0.64323333,0.60123333,12.762,16.284,21.024,17.502,0.43776667,1.19943333,0.4126,0.09086667,20792028.22579277,Active,775,0,2,3,0,0,0,1,1,1,1,2,1,3,0,3
B00564,,,0.50036667,0.261,0.11413333,0.12083333,0.15165,16.905,20.298,22.335,18.942,0.39963333,1.39575,0.3532,0.28185,5536866.396151557,Active,691,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00565,-5.180000000000001,1.5888,0.7366,0.5344,0.28626667,0.30203333,0.4129,16.518,22.896,32.484,26.106,0.24033333,0.9197,0.38116667,0.2003,15063252.69887903,Active,737,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00566,,,1.37606667,0.91206667,0.99843333,1.04326667,0.91893333,14.442,15.651,17.457,16.248,0.3726,0.8714,0.44393333,0.0174,560148211.2525314,,622,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00567,,0.7613,1.4145,0.76433333,0.36696667,0.38626667,0.5007,13.164,7.659,26.964,32.469,1.60306667,0.57815,0.3578,0.10015,67538356.41112262,Past due,629,0,2,3,0,0,0,1,1,1,1,1,0,3,0,1
B00568,,0.5208,1.28416667,0.73176667,0.30926667,0.32306667,0.2763,7.038,12.357,11.694,6.375,0.45226667,3.51546667,0.4381,0.59906667,18993617.05769031,Active,670,0,2,3,0,0,0,1,1,1,1,2,2,3,0,2
B00569,,0.9517,1.90633333,1.2008,0.54503333,0.56916667,0.4891,15.981,11.664,39.738,44.055,0.83683333,0.64313333,0.46466667,0.02883333,504479434.5841608,Past due,744,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00570,,0.6074,1.57276667,1.08216667,0.31636667,0.33046667,0.2989,16.752,9.405,23.454,30.801,0.6804,0.62866667,0.4372,0.1612,69327778.69668265,Active,678,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00571,,,2.47576667,1.62916667,0.81006667,0.84643333,0.77503333,17.613,10.845,31.089,37.857,1.64656667,0.3099,0.4458,0.037,25323900.17287685,,747,0,2,3,0,0,0,1,1,1,1,1,0,3,0,3
B00572,,1.0466,1.10036667,0.59396667,0.29976667,0.3154,0.4419,14.436,12.915,17.175,18.696,0.3331,0.74725,0.3608,0.02795,2985432.00226137,Active,757,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00573,,2.2023,1.02906667,0.7813,0.35086667,0.37276667,0.35323333,15.231,13.203,20.514,22.542,0.42026667,1.79886667,0.3232,0.20936667,8444657.184572522,Default,700,2,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00574,,1.4675,1.02676667,0.82923333,0.23176667,0.24316667,0.23266667,17.097,22.131,39.12,34.086,0.42776667,1.05453333,0.4237,0.1126,5846336.4199078,Past due,675,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00575,,,0.47926667,0.2809,0.24726667,0.25826667,0.23613333,15.591,15.714,29.742,29.619,0.2188,4.9282,0.45193333,0.47646667,18912396.172572,Paid,683,0,2,3,0,0,0,1,1,1,1,2,2,3,0,2
B00576,,0.9867,1.3791,0.86756667,0.4295,0.10916667,0.40003333,17.271,5.538,14.772,26.505,0.46153333,1.083,0.4586,0.12336667,523437927.6724109,Active,594,0,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00577,,1.2639,1.50476667,1.0707,0.42943333,0.4489,0.412,10.203,18.927,20.7,11.976,0.49673333,0.7319,0.44466667,0.152,65711639.862475134,Active,757,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00578,,,1.9521,1.1697,0.75676667,0.78916667,0.72466667,11.316,17.214,24.186,18.288,0.78773333,0.5655,0.46846667,0.052,19477093.22739027,Active,766,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00579,,0.6655,1.18363333,0.83723333,0.37313333,0.3464,0.3344,19.089,13.983,13.254,18.36,0.57213333,1.07133333,0.35553333,0.4151,1300088880.058684,Past due,635,0,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00580,,1.3015,1.6729,1.166,0.39456667,0.41506667,0.3739,13.734,15.753,38.415,36.396,0.60243333,1.7308,0.39426667,0.37003333,227031431.62357977,Active,738,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00581,-4.7413,1.223,1.0511,0.70723333,0.6325,0.65323333,0.601,17.229,13.491,21.234,24.972,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,Active,747,1,2,3,0,0,0,1,1,1,1,1,2,3,0,3
B00581,-4.6932,1.223,1.0511,0.70723333,0.6325,0.65323333,0.601,17.229,13.491,21.234,24.972,1.26733333,8.36346667,0.59953333,0.61743333,352805164.40623033,Active,747,1,2,3,0,0,0,1,1,1,1,1,2,3,0,3
B00582,,1.8332,1.1722,0.78393333,0.31753333,0.33,0.43315,8.655,12.207,16.164,12.612,0.2699,0.599,0.49553333,0.02835,5827991.29690602,Active,771,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00583,,0.2137,0.74946667,0.4844,0.22516667,0.2357,0.6173,8.373,18.855,38.622,28.14,0.20743333,0.57,0.4291,0.0,30880123.77438862,Active,720,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00584,,1.7111,0.7579,0.4999,0.23036667,0.24033333,0.20926667,12.111,10.08,22.203,24.234,0.3751,1.52046667,0.4588,0.22953333,24162461.777913615,Active,721,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00585,,1.0175,2.86396667,1.59386667,0.46296667,0.34273333,0.4384,7.419,18.459,14.208,3.168,0.7305,0.34393333,0.3301,0.03266667,29904444.92511276,Active,658,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00586,,1.1503,1.08256667,0.55736667,0.29713333,0.31096667,0.262,16.644,16.761,37.326,37.209,0.27626667,1.1553,0.43513333,0.3727,68930094.02436045,Active,615,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00587,,,2.04956667,1.49633333,0.42933333,0.4564,0.4148,8.883,16.599,38.037,30.321,0.4451,0.7476,0.32713333,0.03863333,41125312.45102489,Active,565,0,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00588,-5.1357,1.3508,1.8638,1.0229,0.4894,0.51426667,0.4701,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722418859,Paid,749,1,2,3,0,0,0,1,1,1,1,1,0,3,0,3
B00588,-5.1185,1.3508,1.8638,1.0229,0.4894,0.51426667,0.4701,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722418859,Paid,749,1,2,3,0,0,0,1,1,1,1,1,0,3,0,3
B00588,-5.112,1.3508,1.8638,1.0229,0.4894,0.51426667,0.4701,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722418859,Paid,749,1,2,3,0,0,0,1,1,1,1,1,0,3,0,3
B00588,-5.153700000000001,1.3508,1.8638,1.0229,0.4894,0.51426667,0.4701,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722418859,Paid,749,1,2,3,0,0,0,1,1,1,1,1,0,3,0,3
B00589,,1.0839,0.70203333,0.36736667,0.4092,0.42693333,0.60315,13.554,9.477,24.93,29.007,0.411,0.9953,0.45806667,0.02295,29820680.2002336,Active,585,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00590,,0.4224,0.7959,0.4108,0.57873333,0.5986,0.55873333,12.336,13.257,27.942,27.021,0.34413333,5.8018,0.59533333,0.12713333,95006494.671167,Paid,634,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00591,-5.1704,,2.10733333,1.22693333,0.4695,0.49493333,0.43703333,13.536,20.835,30.774,23.475,0.63093333,0.4435,0.37433333,0.02456667,164950907.26365015,Active,698,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00592,,,0.5237,0.34886667,0.49963333,0.51693333,0.49616667,10.422,19.401,32.796,23.817,0.17573333,36.90406667,0.58396667,5.54663333,30571072.071924865,Active,647,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00593,,1.1709,1.06126667,0.53356667,0.17346667,0.1441,0.16196667,18.933,16.074,18.249,21.108,0.7857,1.2622,0.48026667,0.14056667,65799502.56732326,Active,719,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00594,,1.3508,1.3,0.77543333,0.3225,0.33646667,0.44915,11.106,13.056,34.986,33.036,0.41763333,0.74145,0.47376667,0.08105,39978719.98580071,Active,723,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00595,,1.1711,2.0303,1.36486667,0.41576667,0.4415,0.3955,19.986,22.572,28.842,26.256,1.3966,1.45536667,0.32373333,0.30886667,121927573.76580437,Active,683,1,2,3,0,0,0,1,1,1,1,1,1,3,0,2
B00596,,0.6539,1.5059,1.09996667,0.51416667,0.53503333,0.48693333,11.247,11.211,19.713,19.749,0.53316667,0.5777,0.48453333,0.02693333,29986512.465196885,Active,756,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00597,,,1.1417,0.89646667,0.58203333,0.61493333,0.58083333,11.04,19.062,22.953,14.931,0.54853333,1.09106667,0.34686667,0.17656667,28347726.836671405,,712,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00598,,,1.485,1.02056667,1.32823333,0.9626,1.2166,11.349,15.708,21.774,17.415,1.33063333,0.78803333,0.60746667,0.1302,5294338.520642625,,665,0,2,3,1,0,1,1,1,1,1,1,0,3,0,1
B00599,-4.9192,,2.362,1.91406667,0.30296667,0.32473333,0.2586,10.146,10.773,34.527,33.9,1.77223333,0.57196667,0.29516667,0.08803333,53111899.20046092,Active,641,0,2,3,0,0,0,1,1,1,1,1,0,3,0,1
B00599,-4.9186,,2.362,1.91406667,0.30296667,0.32473333,0.2586,10.146,10.773,34.527,33.9,1.77223333,0.57196667,0.29516667,0.08803333,53111899.20046092,Active,641,0,2,3,0,0,0,1,1,1,1,1,0,3,0,1
B00600,-4.9525,,1.14853333,0.73666667,0.3503,0.37853333,0.4471,9.183,23.943,13.428,-1.332,0.5234,0.62965,0.28786667,0.07095,409514756.7293865,Active,701,0,2,3,0,0,0,1,1,1,0,2,0,3,0,2
B00601,,1.3611,1.66083333,1.06466667,0.27686667,0.2898,0.27013333,11.724,12.432,34.671,33.963,0.45513333,0.4647,0.42526667,0.09516667,13861016.164313352,Active,654,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00602,,,1.36693333,0.89486667,1.07856667,1.13486667,0.9864,9.777,15.69,17.775,11.862,0.75876667,2.07326667,0.3872,0.32513333,21972684.260962475,,716,0,2,3,1,0,0,1,1,1,1,2,2,3,0,2
B00603,,,2.39453333,1.35543333,0.73666667,0.51586667,0.71126667,17.523,19.461,24.24,22.302,1.29296667,0.45513333,0.4181,0.04666667,99408294.74382009,Active,624,0,2,3,0,0,0,1,1,1,1,1,0,3,0,1
B00604,,0.7569,0.909,0.54613333,0.5321,0.5571,0.48456667,10.242,13.752,25.911,22.401,0.5819,2.46196667,0.43616667,0.52523333,656361484.8237518,Active,797,0,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00605,,0.5103,2.79866667,1.98476667,0.5375,0.35773333,0.47903333,15.288,19.374,25.218,21.132,0.84686667,0.35556667,0.3211,0.0328,3402640.4802362435,Paid,663,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00606,,0.8917,2.00406667,1.17786667,0.43756667,0.45823333,0.40043333,12.963,14.886,32.205,30.282,0.7635,0.56166667,0.42706667,0.12193333,152168890.99923235,Paid,586,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00607,,,2.09873333,1.29273333,0.47396667,0.504,0.45386667,15.609,18.141,19.809,17.277,0.64123333,0.73476667,0.31146667,0.12363333,239057060.81507853,,614,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00608,,1.439,1.3202,0.79943333,0.14213333,0.1496,0.1289,12.66,16.788,24.756,20.628,0.81023333,0.71973333,0.3802,0.05813333,128383365.68095368,Active,702,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00609,,0.4571,1.14403333,0.8,0.75333333,0.7904,0.7365,10.458,17.409,32.907,25.956,0.46266667,7.18836667,0.41316667,0.91376667,15168385.721692944,Active,762,0,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00610,,1.6694,1.55166667,1.0493,0.52206667,0.54803333,0.76045,12.525,18.564,21.174,15.135,0.3941,0.46395,0.40033333,0.0435,308683832.13638073,Active,546,1,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00611,,,2.3878,1.13006667,1.06853333,1.1241,1.06246667,13.062,12.15,29.529,30.441,1.7384,0.61006667,0.3832,0.11376667,14723608.048884025,,627,0,2,3,1,0,1,1,1,1,1,1,0,3,0,1
B00612,,1.2643,1.82733333,1.06873333,0.24823333,0.2651,0.35955,10.104,13.557,32.766,29.313,0.30926667,0.3557,0.28433333,0.1236,41413717.234119914,Active,797,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00613,-5.0264,1.9336,1.85363333,1.28676667,0.8298,0.5358,0.73903333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573,1,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00613,-5.021999999999999,1.9336,1.85363333,1.28676667,0.8298,0.5358,0.73903333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573,1,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00613,-5.020499999999999,1.9336,1.85363333,1.28676667,0.8298,0.5358,0.73903333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573,1,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00613,-5.0363999999999995,1.9336,1.85363333,1.28676667,0.8298,0.5358,0.73903333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573,1,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00613,-5.0379,1.9336,1.85363333,1.28676667,0.8298,0.5358,0.73903333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573,1,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00613,-5.0485,1.9336,1.85363333,1.28676667,0.8298,0.5358,0.73903333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.20420085,Paid,573,1,2,3,0,0,0,1,1,1,1,2,0,3,0,0
B00614,,1.4355,1.1498,0.84863333,0.72183333,0.74586667,0.71673333,15.804,18.27,15.942,13.476,0.69223333,1.39863333,0.59513333,0.24166667,96764979.6173482,Active,546,1,2,3,0,0,0,1,1,1,1,2,1,3,0,0
B00615,,1.3625,0.20133333,0.1057,0.0779,0.0814,0.2183,14.832,23.895,30.969,21.906,0.05573333,2.2568,0.4556,0.133,45717971.97621435,Default,690,1,2,3,0,0,0,1,1,1,1,2,2,3,0,2
B00616,,,1.39896667,1.08023333,0.68276667,0.71353333,0.6415,9.186,13.017,22.086,18.255,0.58493333,1.15996667,0.44053333,0.11936667,10014708.681962896,Paid,609,0,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00617,,,0.6973,0.4271,0.63716667,0.66566667,0.6074,13.122,11.997,26.622,27.747,0.34056667,1.7062,0.44196667,0.1717,62118947.57857509,,635,0,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00618,,1.6952,2.2991,1.2436,0.45166667,0.3353,0.4146,14.565,17.61,20.001,16.956,0.66966667,0.5912,0.35226667,0.03346667,235997455.24483335,Default,731,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00619,,0.9142,2.1649,1.421,0.53206667,0.56426667,0.47123333,17.028,14.646,30.966,33.348,0.8947,0.5288,0.3402,0.0528,260623861.1086839,Active,638,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00620,,,1.17403333,0.69996667,0.51503333,0.54693333,0.46696667,14.619,12.195,34.02,36.444,0.2168,0.99146667,0.32616667,0.14473333,2024281.8967022193,,664,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00621,,0.9476,0.30356667,0.19956667,0.14033333,0.14526667,0.19455,14.475,16.008,27.105,25.572,0.40926667,6.98325,0.5864,0.16625,114919781.69796616,Active,642,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00622,-5.2264,1.3595,2.12703333,1.32943333,0.45183333,0.4803,0.43153333,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.280522348,Paid,637,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00622,-5.2211,1.3595,2.12703333,1.32943333,0.45183333,0.4803,0.43153333,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.280522348,Paid,637,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00622,-5.2288,1.3595,2.12703333,1.32943333,0.45183333,0.4803,0.43153333,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.280522348,Paid,637,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00622,-5.2238999999999995,1.3595,2.12703333,1.32943333,0.45183333,0.4803,0.43153333,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.280522348,Paid,637,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00622,-5.2242999999999995,1.3595,2.12703333,1.32943333,0.45183333,0.4803,0.43153333,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.280522348,Paid,637,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00623,,,1.27786667,0.79263333,0.84593333,0.88253333,0.75393333,14.007,13.173,26.643,27.477,1.3316,1.01343333,0.462,0.02936667,35460231.76182726,,791,0,2,3,0,0,0,1,1,1,1,1,1,3,0,3
B00624,-5.038399999999999,,1.72176667,1.2632,0.1891,0.19943333,0.2683,12.882,17.724,27.414,22.572,0.36026667,0.613,0.36653333,0.04975,49939983.69306335,Paid,782,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00624,-5.045999999999999,,1.72176667,1.2632,0.1891,0.19943333,0.2683,12.882,17.724,27.414,22.572,0.36026667,0.613,0.36653333,0.04975,49939983.69306335,Paid,782,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00625,,1.5307,2.5392,1.73246667,0.6801,0.28133333,0.6339,11.025,23.388,19.839,7.476,0.576,0.43723333,0.35936667,0.0339,21280389.880948383,Paid,706,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00626,,,1.48716667,0.82946667,0.62886667,0.66023333,0.61126667,14.079,11.067,18.417,21.429,0.54513333,0.601,0.40176667,0.0988,324087634.98635185,,812,0,2,3,0,0,0,1,1,1,1,2,0,3,0,4
B00627,,,1.61333333,1.07303333,0.71736667,0.74976667,0.7022,17.277,9.747,13.047,20.577,0.50623333,0.419,0.44026667,0.0546,26712542.624176625,,715,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00628,,1.0588,1.17813333,0.87403333,0.42493333,0.44993333,0.4049,9.615,19.533,29.946,20.028,0.9417,1.68376667,0.34716667,0.39593333,10102260.26826335,Paid,646,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00629,,,0.80903333,0.3839,0.2416,0.2572,0.6979,11.097,15.576,26.523,22.044,0.8951,0.2917,0.30133333,0.0,40525587.60260637,Active,750,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00630,,1.0135,2.17886667,1.2224,0.47213333,0.5014,0.46536667,10.908,20.718,28.251,18.441,0.72816667,0.53826667,0.34113333,0.07043333,28363914.083804876,Active,610,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00631,,1.5418,1.01373333,0.6759,0.41873333,0.43693333,0.4134,15.609,12.021,29.514,33.102,0.2723,0.9944,0.4713,0.24546667,179863930.14864558,Active,678,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
