borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score,ccr_rating,tlr_rating,sdlr_rating,ebit_coverage_ratio_rating,ebitda_coverage_ratio_rating,capex_adjusted_coverage_ratio_rating,AP_rating,AR_rating,inventory_days_rating,CCC_rating,debt_to_equity_rating,operating_cash_flow_coverage_rating,profit_margin_rating,liquidity_ratio_rating,credit_score_rating,Sum_Score,Is_Creditworthy
B00533,,1.2612,1.4772,0.7729,5.05573333,2.08936667,6.2203,11.568,7.71,16.749,20.607,0.40006667,0.471,0.31686667,0.12635,13716831.58,Active,755,1,2,3,3,1,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00534,,,0.85936667,0.63043333,2.3714,1.42623333,2.20766667,16.014,16.791,30.501,29.724,0.59713333,1.15213333,0.46886667,0.19366667,13980181.77,Past due,702,0,2,3,2,0,3,1,1,1,1,2,1,3,0,2,22,Not Credit-worthy
B00535,,,0.99293333,0.6974,14.7824,15.49013333,13.8466,16.836,12.855,20.868,24.849,0.27996667,0.654,0.44196667,0.1421,97866429.37,,696,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00536,,,1.4579,0.65936667,6.47976667,6.79816667,6.4024,10.638,14.283,25.008,21.363,0.4345,0.38225,0.4069,0.06775,28134865.1,,551,0,2,3,3,2,3,1,1,1,1,2,0,3,0,0,22,Not Credit-worthy
B00537,,,1.4922,1.0067,5.46943333,5.80753333,4.79573333,11.937,18.189,20.784,14.532,0.56913333,0.6913,0.32286667,0.11056667,27112510.78,,647,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00538,,0.6458,1.84463333,1.146,5.41406667,5.6449,4.87726667,13.956,8.754,29.589,34.791,0.76086667,0.57533333,0.4734,0.07343333,15323850.96,Paid,738,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00539,,,1.5789,1.1409,5.09966667,5.3431,5.1506,14.691,17.745,23.523,20.469,0.69403333,0.884,0.41566667,0.05893333,32074438.31,Active,707,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00540,,,0.3318,0.21266667,6.6743,2.10883333,5.92833333,16.71,17.853,16.962,15.819,0.09576667,0.9882,0.34603333,0,43833216.4,,617,0,2,3,3,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00541,,,2.52176667,1.5998,16.26653333,14.76923333,15.08513333,15.897,15.189,36.813,37.521,0.48706667,0.45363333,0.36076667,0.00263333,3241705.052,,672,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00542,,0.7619,1.3041,0.68413333,6.32046667,6.7056,6.08686667,11.739,14.4,21.999,19.338,0.25873333,1.45943333,0.32386667,0.0177,49650882.72,Active,728,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00543,,,1.6901,1.041,7.78586667,8.1879,7.40726667,15.249,12.174,24.537,27.612,0.3878,0.58276667,0.38956667,0.04053333,2053183.573,Active,754,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00544,,0.8497,1.12926667,0.94656667,4.8374,5.0727,4.64113333,11.379,12.837,28.461,27.003,0.4155,2.26103333,0.4247,0.24406667,46298502.83,Active,599,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00545,-5.2374,1.8688,1.05726667,0.6919,4.3809,4.68966667,4.05936667,16.026,17.904,7.566,5.688,0.56156667,1.18713333,0.288,0.16033333,46783030.31,Active,767,1,2,3,3,2,3,1,1,1,1,2,1,3,0,3,27,Credit-worthy
B00546,,0.7903,1.4598,1.07586667,5.2567,5.57423333,7.1084,9.912,13.503,36.624,33.033,0.26456667,0.54915,0.33186667,0.06505,7560106.704,Past due,723,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00547,,0.9048,1.4479,0.66983333,4.20496667,4.39826667,4.15943333,18.501,11.811,19.944,26.634,1.21793333,0.83613333,0.43666667,0.0698,7321969.448,Active,792,0,2,3,3,2,3,1,1,1,1,1,0,3,0,3,24,Not Credit-worthy
B00548,,1.1357,1.6203,0.86686667,4.70373333,4.95273333,4.39346667,14.829,17.139,19.848,17.538,0.6405,0.8856,0.36736667,0.0259,50968517.06,Paid,643,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00549,,1.6756,0.55283333,0.40643333,1.50446667,1.57133333,2.16485,18.387,15.879,18.201,20.709,0.3005,1.03465,0.44413333,0.22115,383270789.4,Active,692,1,2,3,1,1,3,1,1,1,1,2,1,3,0,2,23,Not Credit-worthy
B00550,,,1.13723333,0.67813333,4.53673333,4.80873333,6.11705,11.463,14.262,30.303,27.504,0.46896667,1.0022,0.34596667,0.07615,18782251.63,,708,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00551,,,1.83083333,1.13816667,5.74463333,4.17236667,5.25333333,12.909,16.662,20.082,16.329,1.3878,0.65946667,0.38236667,0.12043333,128822189.5,,720,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00552,,2.3496,1.07266667,0.82173333,4.46603333,4.1597,4.00853333,14.475,10.323,32.436,36.588,0.29793333,1.15226667,0.3,0.10403333,55894138.48,Paid,646,2,2,3,3,2,3,1,1,1,1,2,1,3,0,1,26,Credit-worthy
B00553,,,1.5436,1.00283333,12.3315,12.8173,11.65623333,14.184,10.464,19.701,23.421,0.89206667,0.60333333,0.51013333,0.1396,2933619.068,,691,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00554,,1.6181,1.46443333,1.1725,2.42966667,2.54453333,3.6666,15.192,12.48,26.01,28.722,0.61303333,0.556,0.43556667,0.03835,362242717,Active,798,1,2,3,2,1,3,1,1,1,1,2,0,3,0,3,24,Not Credit-worthy
B00555,,1.5224,0.5421,0.27876667,1.1233,1.16683333,1.58995,18.624,18.48,20.052,20.196,0.3406,1.38265,0.51643333,0.13825,58346204.83,Active,803,1,2,3,1,0,2,1,1,1,1,2,1,3,0,4,23,Not Credit-worthy
B00556,,1.29,0.87996667,0.5659,3.5752,3.7303,3.2773,11.826,20.676,28.26,19.41,0.37646667,1.783,0.44176667,0,16463202.24,Past due,636,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00557,,,2.21366667,1.33553333,3.9183,2.60163333,3.62313333,16.647,12.921,33.012,36.738,0.5184,2.36126667,0.2746,0.38163333,2243417.26,,601,0,2,3,3,1,3,1,1,1,1,2,2,3,0,1,24,Not Credit-worthy
B00558,,,1.18256667,0.63323333,8.76446667,9.06553333,8.36136667,7.473,16.761,20.388,11.1,0.78166667,0.92386667,0.58063333,0.02066667,623554800.5,,667,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00559,,1.578,2.09766667,1.50636667,2.79613333,2.15223333,2.5604,13.923,13.839,26.835,26.919,0.87103333,0.5113,0.3519,0.04203333,33224686.67,Paid,688,1,2,3,2,1,3,1,1,1,1,2,0,3,0,2,23,Not Credit-worthy
B00560,,0.8181,1.48313333,0.71436667,3.93933333,4.24,3.31433333,11.073,9.405,27.102,28.77,0.32086667,1.71296667,0.25973333,0.2259,10995884.55,Paid,766,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00561,-4.9378,1.1326,3.33673333,2.42716667,2.68986667,2.87406667,2.5647,17.121,22.23,20.88,15.771,0.6674,0.45283333,0.2901,0.08606667,41701047.34,Active,614,1,1,2,2,1,3,1,1,1,1,2,0,3,0,1,20,Not Credit-worthy
B00561,-4.9309,1.1326,3.33673333,2.42716667,2.68986667,2.87406667,2.5647,17.121,22.23,20.88,15.771,0.6674,0.45283333,0.2901,0.08606667,41701047.34,Active,614,1,1,2,2,1,3,1,1,1,1,2,0,3,0,1,20,Not Credit-worthy
B00562,,,1.2819,1.04686667,6.76543333,7.08453333,6.04193333,14.904,16.23,22.653,21.327,0.2824,0.46455,0.4244,0,62410595.69,,607,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00563,-5.1326,,1.4241,1.06826667,6.1261,6.43233333,6.01206667,12.762,16.284,21.024,17.502,0.43776667,1.19943333,0.4126,0.09086667,20792028.23,Active,775,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00564,,,0.50036667,0.261,1.1413,1.20846667,1.51625,16.905,20.298,22.335,18.942,0.39963333,1.39575,0.3532,0.28185,5536866.396,Active,691,0,2,3,1,0,2,1,1,1,1,2,1,3,0,2,20,Not Credit-worthy
B00565,-5.18,1.5888,0.7366,0.5344,2.86283333,3.02043333,4.12895,16.518,22.896,32.484,26.106,0.24033333,0.9197,0.38116667,0.2003,15063252.7,Active,737,1,2,3,2,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00566,,,1.37606667,0.91206667,9.98426667,10.4327,9.1892,14.442,15.651,17.457,16.248,0.3726,0.8714,0.44393333,0.0174,560148211.3,,622,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00567,,0.7613,1.4145,0.76433333,3.66953333,3.86273333,5.00715,13.164,7.659,26.964,32.469,1.60306667,0.57815,0.3578,0.10015,67538356.41,Past due,629,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00568,,0.5208,1.28416667,0.73176667,3.0925,3.23043333,2.76283333,7.038,12.357,11.694,6.375,0.45226667,3.51546667,0.4381,0.59906667,18993617.06,Active,670,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00569,,0.9517,1.90633333,1.2008,5.45023333,5.6917,4.89106667,15.981,11.664,39.738,44.055,0.83683333,0.64313333,0.46466667,0.02883333,504479434.6,Past due,744,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00570,,0.6074,1.57276667,1.08216667,3.16396667,3.30466667,2.98916667,16.752,9.405,23.454,30.801,0.6804,0.62866667,0.4372,0.1612,69327778.7,Active,678,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00571,,,2.47576667,1.62916667,8.1008,8.46426667,7.7503,17.613,10.845,31.089,37.857,1.64656667,0.3099,0.4458,0.037,25323900.17,,747,0,2,3,3,2,3,1,1,1,1,1,0,3,0,3,24,Not Credit-worthy
B00572,,1.0466,1.10036667,0.59396667,2.9976,3.1538,4.4193,14.436,12.915,17.175,18.696,0.3331,0.74725,0.3608,0.02795,2985432.002,Active,757,1,2,3,2,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00573,,2.2023,1.02906667,0.7813,3.5087,3.7276,3.5323,15.231,13.203,20.514,22.542,0.42026667,1.79886667,0.3232,0.20936667,8444657.185,Default,700,2,2,3,3,2,3,1,1,1,1,2,1,3,0,2,27,Credit-worthy
B00574,,1.4675,1.02676667,0.82923333,2.31763333,2.43196667,2.32643333,17.097,22.131,39.12,34.086,0.42776667,1.05453333,0.4237,0.1126,5846336.42,Past due,675,1,2,3,2,1,3,1,1,1,1,2,1,3,0,2,24,Not Credit-worthy
B00575,,,0.47926667,0.2809,2.4726,2.58236667,2.3614,15.591,15.714,29.742,29.619,0.2188,4.9282,0.45193333,0.47646667,18912396.17,Paid,683,0,2,3,2,1,3,1,1,1,1,2,2,3,0,2,24,Not Credit-worthy
B00576,,0.9867,1.3791,0.86756667,4.29483333,1.09153333,4.00023333,17.271,5.538,14.772,26.505,0.46153333,1.083,0.4586,0.12336667,523437927.7,Active,594,0,2,3,3,0,3,1,1,1,1,2,1,3,0,1,22,Not Credit-worthy
B00577,,1.2639,1.50476667,1.0707,4.29403333,4.48863333,4.1198,10.203,18.927,20.7,11.976,0.49673333,0.7319,0.44466667,0.152,65711639.86,Active,757,1,2,3,3,2,3,1,1,1,1,2,0,3,0,3,26,Credit-worthy
B00578,,,1.9521,1.1697,7.56766667,7.8918,7.2469,11.316,17.214,24.186,18.288,0.78773333,0.5655,0.46846667,0.052,19477093.23,Active,766,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00579,,0.6655,1.18363333,0.83723333,3.7313,3.46413333,3.34386667,19.089,13.983,13.254,18.36,0.57213333,1.07133333,0.35553333,0.4151,1300088880,Past due,635,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00580,,1.3015,1.6729,1.166,3.9456,4.15086667,3.73883333,13.734,15.753,38.415,36.396,0.60243333,1.7308,0.39426667,0.37003333,227031431.6,Active,738,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00581,-4.7413,1.223,1.0511,0.70723333,6.32496667,6.5324,6.01006667,17.229,13.491,21.234,24.972,1.26733333,8.36346667,0.59953333,0.61743333,352805164.4,Active,747,1,2,3,3,2,3,1,1,1,1,1,2,3,0,3,27,Credit-worthy
B00581,-4.6932,1.223,1.0511,0.70723333,6.32496667,6.5324,6.01006667,17.229,13.491,21.234,24.972,1.26733333,8.36346667,0.59953333,0.61743333,352805164.4,Active,747,1,2,3,3,2,3,1,1,1,1,1,2,3,0,3,27,Credit-worthy
B00582,,1.8332,1.1722,0.78393333,3.1752,3.3,4.33135,8.655,12.207,16.164,12.612,0.2699,0.599,0.49553333,0.02835,5827991.297,Active,771,1,2,3,3,2,3,1,1,1,1,2,0,3,0,3,26,Credit-worthy
B00583,,0.2137,0.74946667,0.4844,2.2517,2.35696667,6.1732,8.373,18.855,38.622,28.14,0.20743333,0.57,0.4291,0,30880123.77,Active,720,0,2,3,2,1,3,1,1,1,1,2,0,3,0,2,22,Not Credit-worthy
B00584,,1.7111,0.7579,0.4999,2.3036,2.40353333,2.09253333,12.111,10.08,22.203,24.234,0.3751,1.52046667,0.4588,0.22953333,24162461.78,Active,721,1,2,3,2,1,3,1,1,1,1,2,1,3,0,2,24,Not Credit-worthy
B00585,,1.0175,2.86396667,1.59386667,4.62963333,3.4274,4.3841,7.419,18.459,14.208,3.168,0.7305,0.34393333,0.3301,0.03266667,29904444.93,Active,658,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00586,,1.1503,1.08256667,0.55736667,2.9711,3.10956667,2.62016667,16.644,16.761,37.326,37.209,0.27626667,1.1553,0.43513333,0.3727,68930094.02,Active,615,1,2,3,2,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00587,,,2.04956667,1.49633333,4.2935,4.56376667,4.14823333,8.883,16.599,38.037,30.321,0.4451,0.7476,0.32713333,0.03863333,41125312.45,Active,565,0,2,3,3,2,3,1,1,1,1,2,0,3,0,0,22,Not Credit-worthy
B00588,-5.1357,1.3508,1.8638,1.0229,4.89376667,5.14236667,4.7008,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722,Paid,749,1,2,3,3,2,3,1,1,1,1,1,0,3,0,3,25,Credit-worthy
B00588,-5.1185,1.3508,1.8638,1.0229,4.89376667,5.14236667,4.7008,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722,Paid,749,1,2,3,3,2,3,1,1,1,1,1,0,3,0,3,25,Credit-worthy
B00588,-5.112,1.3508,1.8638,1.0229,4.89376667,5.14236667,4.7008,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722,Paid,749,1,2,3,3,2,3,1,1,1,1,1,0,3,0,3,25,Credit-worthy
B00588,-5.1537,1.3508,1.8638,1.0229,4.89376667,5.14236667,4.7008,13.341,18.639,19.086,13.788,1.17336667,0.54443333,0.38953333,0.0846,6221392.722,Paid,749,1,2,3,3,2,3,1,1,1,1,1,0,3,0,3,25,Credit-worthy
B00589,,1.0839,0.70203333,0.36736667,4.09176667,4.26936667,6.0317,13.554,9.477,24.93,29.007,0.411,0.9953,0.45806667,0.02295,29820680.2,Active,585,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00590,,0.4224,0.7959,0.4108,5.7871,5.98593333,5.5874,12.336,13.257,27.942,27.021,0.34413333,5.8018,0.59533333,0.12713333,95006494.67,Paid,634,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00591,-5.1704,,2.10733333,1.22693333,4.695,4.9494,4.3704,13.536,20.835,30.774,23.475,0.63093333,0.4435,0.37433333,0.02456667,164950907.3,Active,698,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00592,,,0.5237,0.34886667,4.99656667,5.16973333,4.96186667,10.422,19.401,32.796,23.817,0.17573333,36.90406667,0.58396667,5.54663333,30571072.07,Active,647,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00593,,1.1709,1.06126667,0.53356667,1.73483333,1.44086667,1.61963333,18.933,16.074,18.249,21.108,0.7857,1.2622,0.48026667,0.14056667,65799502.57,Active,719,1,2,3,1,0,2,1,1,1,1,2,1,3,0,2,21,Not Credit-worthy
B00594,,1.3508,1.3,0.77543333,3.2249,3.36493333,4.4914,11.106,13.056,34.986,33.036,0.41763333,0.74145,0.47376667,0.08105,39978719.99,Active,723,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00595,,1.1711,2.0303,1.36486667,4.15776667,4.41473333,3.95523333,19.986,22.572,28.842,26.256,1.3966,1.45536667,0.32373333,0.30886667,121927573.8,Active,683,1,2,3,3,2,3,1,1,1,1,1,1,3,0,2,25,Credit-worthy
B00596,,0.6539,1.5059,1.09996667,5.14176667,5.3508,4.86936667,11.247,11.211,19.713,19.749,0.53316667,0.5777,0.48453333,0.02693333,29986512.47,Active,756,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00597,,,1.1417,0.89646667,5.82026667,6.1494,5.80796667,11.04,19.062,22.953,14.931,0.54853333,1.09106667,0.34686667,0.17656667,28347726.84,,712,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00598,,,1.485,1.02056667,13.2825,9.62613333,12.16633333,11.349,15.708,21.774,17.415,1.33063333,0.78803333,0.60746667,0.1302,5294338.521,,665,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00599,-4.9192,,2.362,1.91406667,3.02986667,3.24733333,2.58606667,10.146,10.773,34.527,33.9,1.77223333,0.57196667,0.29516667,0.08803333,53111899.2,Active,641,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00599,-4.9186,,2.362,1.91406667,3.02986667,3.24733333,2.58606667,10.146,10.773,34.527,33.9,1.77223333,0.57196667,0.29516667,0.08803333,53111899.2,Active,641,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00600,-4.9525,,1.14853333,0.73666667,3.50306667,3.78533333,4.47095,9.183,23.943,13.428,-1.332,0.5234,0.62965,0.28786667,0.07095,409514756.7,Active,701,0,2,3,3,2,3,1,1,1,0,2,0,3,0,2,23,Not Credit-worthy
B00601,,1.3611,1.66083333,1.06466667,2.76836667,2.89806667,2.70123333,11.724,12.432,34.671,33.963,0.45513333,0.4647,0.42526667,0.09516667,13861016.16,Active,654,1,2,3,2,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00602,,,1.36693333,0.89486667,10.7856,11.34863333,9.86426667,9.777,15.69,17.775,11.862,0.75876667,2.07326667,0.3872,0.32513333,21972684.26,,716,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00603,,,2.39453333,1.35543333,7.36663333,5.15866667,7.1126,17.523,19.461,24.24,22.302,1.29296667,0.45513333,0.4181,0.04666667,99408294.74,Active,624,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00604,,0.7569,0.909,0.54613333,5.3211,5.5712,4.8459,10.242,13.752,25.911,22.401,0.5819,2.46196667,0.43616667,0.52523333,656361484.8,Active,797,0,2,3,3,2,3,1,1,1,1,2,2,3,0,3,27,Credit-worthy
B00605,,0.5103,2.79866667,1.98476667,5.37486667,3.57733333,4.7902,15.288,19.374,25.218,21.132,0.84686667,0.35556667,0.3211,0.0328,3402640.48,Paid,663,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00606,,0.8917,2.00406667,1.17786667,4.37553333,4.58226667,4.00436667,12.963,14.886,32.205,30.282,0.7635,0.56166667,0.42706667,0.12193333,152168891,Paid,586,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00607,,,2.09873333,1.29273333,4.73983333,5.03966667,4.53843333,15.609,18.141,19.809,17.277,0.64123333,0.73476667,0.31146667,0.12363333,239057060.8,,614,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00608,,1.439,1.3202,0.79943333,1.4213,1.49603333,1.28903333,12.66,16.788,24.756,20.628,0.81023333,0.71973333,0.3802,0.05813333,128383365.7,Active,702,1,2,3,1,0,2,1,1,1,1,2,0,3,0,2,20,Not Credit-worthy
B00609,,0.4571,1.14403333,0.8,7.53336667,7.90386667,7.365,10.458,17.409,32.907,25.956,0.46266667,7.18836667,0.41316667,0.91376667,15168385.72,Active,762,0,2,3,3,2,3,1,1,1,1,2,2,3,0,3,27,Credit-worthy
B00610,,1.6694,1.55166667,1.0493,5.2206,5.48053333,7.6044,12.525,18.564,21.174,15.135,0.3941,0.46395,0.40033333,0.0435,308683832.1,Active,546,1,2,3,3,2,3,1,1,1,1,2,0,3,0,0,23,Not Credit-worthy
B00611,,,2.3878,1.13006667,10.68546667,11.24116667,10.62486667,13.062,12.15,29.529,30.441,1.7384,0.61006667,0.3832,0.11376667,14723608.05,,627,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00612,,1.2643,1.82733333,1.06873333,2.4825,2.65126667,3.59565,10.104,13.557,32.766,29.313,0.30926667,0.3557,0.28433333,0.1236,41413717.23,Active,797,1,2,3,2,1,3,1,1,1,1,2,0,3,0,3,24,Not Credit-worthy
B00613,-5.0264,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.2,Paid,573,1,2,3,3,2,3,1,1,1,1,2,0,3,0,0,23,Not Credit-worthy
B00613,-5.022,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.2,Paid,573,1,2,3,3,2,3,1,1,1,1,2,0,3,0,0,23,Not Credit-worthy
B00613,-5.0205,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.2,Paid,573,1,2,3,3,2,3,1,1,1,1,2,0,3,0,0,23,Not Credit-worthy
B00613,-5.0364,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.2,Paid,573,1,2,3,3,2,3,1,1,1,1,2,0,3,0,0,23,Not Credit-worthy
B00613,-5.0379,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.2,Paid,573,1,2,3,3,2,3,1,1,1,1,2,0,3,0,0,23,Not Credit-worthy
B00613,-5.0485,1.9336,1.85363333,1.28676667,8.29816667,5.35806667,7.39053333,9.807,16.14,19.035,12.702,0.86673333,0.71076667,0.33606667,0.14926667,44833870.2,Paid,573,1,2,3,3,2,3,1,1,1,1,2,0,3,0,0,23,Not Credit-worthy
B00614,,1.4355,1.1498,0.84863333,7.21833333,7.4585,7.1671,15.804,18.27,15.942,13.476,0.69223333,1.39863333,0.59513333,0.24166667,96764979.62,Active,546,1,2,3,3,2,3,1,1,1,1,2,1,3,0,0,24,Not Credit-worthy
B00615,,1.3625,0.20133333,0.1057,0.77893333,0.814,2.1833,14.832,23.895,30.969,21.906,0.05573333,2.2568,0.4556,0.133,45717971.98,Default,690,1,2,3,0,0,3,1,1,1,1,2,2,3,0,2,22,Not Credit-worthy
B00616,,,1.39896667,1.08023333,6.82776667,7.13533333,6.41536667,9.186,13.017,22.086,18.255,0.58493333,1.15996667,0.44053333,0.11936667,10014708.68,Paid,609,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00617,,,0.6973,0.4271,6.37183333,6.65663333,6.0739,13.122,11.997,26.622,27.747,0.34056667,1.7062,0.44196667,0.1717,62118947.58,,635,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00618,,1.6952,2.2991,1.2436,4.51663333,3.3527,4.1458,14.565,17.61,20.001,16.956,0.66966667,0.5912,0.35226667,0.03346667,235997455.2,Default,731,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00619,,0.9142,2.1649,1.421,5.3205,5.6427,4.71226667,17.028,14.646,30.966,33.348,0.8947,0.5288,0.3402,0.0528,260623861.1,Active,638,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00620,,,1.17403333,0.69996667,5.15013333,5.46943333,4.6698,14.619,12.195,34.02,36.444,0.2168,0.99146667,0.32616667,0.14473333,2024281.897,,664,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00621,,0.9476,0.30356667,0.19956667,1.40313333,1.4526,1.9454,14.475,16.008,27.105,25.572,0.40926667,6.98325,0.5864,0.16625,114919781.7,Active,642,0,2,3,1,0,2,1,1,1,1,2,2,3,0,1,20,Not Credit-worthy
B00622,-5.2264,1.3595,2.12703333,1.32943333,4.5182,4.8031,4.31506667,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.28,Paid,637,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00622,-5.2211,1.3595,2.12703333,1.32943333,4.5182,4.8031,4.31506667,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.28,Paid,637,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00622,-5.2288,1.3595,2.12703333,1.32943333,4.5182,4.8031,4.31506667,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.28,Paid,637,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00622,-5.2239,1.3595,2.12703333,1.32943333,4.5182,4.8031,4.31506667,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.28,Paid,637,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00622,-5.2243,1.3595,2.12703333,1.32943333,4.5182,4.8031,4.31506667,14.175,15.708,30.303,28.77,0.39773333,1.894,0.31716667,0.03606667,13066348.28,Paid,637,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00623,,,1.27786667,0.79263333,8.45926667,8.8253,7.53946667,14.007,13.173,26.643,27.477,1.3316,1.01343333,0.462,0.02936667,35460231.76,,791,0,2,3,3,2,3,1,1,1,1,1,1,3,0,3,25,Credit-worthy
